MOVIE NAME, YEAR, MALE SINGER COUNT, FEMALE SINGER COUNT, MALE SONG COUNT, FEMALE SONG COUNT
Adalat (1976 film)_1976,1976,5,1.0,5,1.0
Kala Suraj_1985,1985,1.0,1.0,1.0,2.0
Dulhan Banoo Main Teri_1999,1999,3.0,4,4.0,8
Aaj Ka M.L.A. Ram Avtar_1984,1984,3,1.0,9,5.0
Shanakht_1989,1989,1,0.0,1,0.0
Lashkar (film)_1989,1989,0.0,1.0,0.0,1.0
Aadamkhor_1986,1986,1,0.0,2,0.0
Do Boond Pani_1971,1971,2.0,2,2.0,2
NH10_2015,2015,3.0,4,5.0,5
Anth_1993,1993,4,4.0,5,6.0
Ishq Par Zor Nahin_1970,1970,2.0,2,3.0,6
Insaaf (1973 film)_1973,1973,2,2.0,4,8.0
Joru Ka Ghulam (2000 film)_2000,2000,5,3.0,7,4.0
Delhi-6_2009,2009,12,5.0,13,7.0
Jigarwala_1991,1991,0.0,2.0,0.0,6.0
Farishta Ya Qatil_1977,1977,4,5.0,6,5.0
Ayaash_1982,1982,3,1.0,3,2.0
Ki & Ka_2016,2016,4.0,3.0,4.0,3.0
Jaagruti_1992,1992,6,5.0,10,10.0
Apna Bana Lo_1982,1982,1,2.0,2,5.0
Dard Ka Rishta_1982,1982,0.0,1,0.0,2
Zindagi Tere Naam_2012,2012,3.0,2,4.0,6
Half Girlfriend (film)_2017,2017,5,3.0,7,4.0
Sabse Bada Khiladi_1995,1995,3,1.0,7,2.0
Tahqiqaat_1993,1993,1.0,4,1.0,5
Aladin (2009 film)_2009,2009,7,3.0,12,5.0
Hindi Medium (film)_2017,2017,4,1.0,4,1.0
Daulat Ki Jung_1992,1992,1.0,2,3.0,5
Himmatwala (1983 film)_1983,1983,2,2.0,5,4.0
Kurbaan (2009 film)_2009,2009,4,2.0,4,2.0
Department (film)_2012,2012,3.0,1.0,4.0,1.0
No Problem (2010 film)_2010,2010,3.0,3,5.0,7
Sirf Tum (1999 film)_1999,1999,4.0,3,5.0,5
Deedar-E-Yaar_1982,1982,2,2.0,5,4.0
Yeh Jawaani Hai Deewani_2013,2013,6,4.0,9,5.0
Jaan Tere Naam_1992,1992,2,3.0,9,4.0
Bheegi Palkein_1982,1982,2,3.0,4,5.0
Kaala Patthar (1979 film)_1979,1979,3,3.0,6,6.0
Anokhi Pehchan_1972,1972,1.0,4,1.0,5
Shri Krishna Leela_1971,1971,1.0,2,1.0,7
Mera Desh Mera Dharam_1973,1973,2,2.0,4,7.0
Zameen Aasmaan (1984 film)_1984,1984,2.0,2,3.0,4
Kab? Kyoon? Aur Kahan?_1970,1970,1,3.0,2,4.0
Balak Dhruv_1974,1974,1,2.0,2,7.0
Haath Ki Safai_1974,1974,3,2.0,4,4.0
Agneekaal_1990,1990,4.0,2.0,4.0,2.0
Kabzaa_1988,1988,1.0,3,1.0,3
Pehchaan (1993 film)_1993,1993,3,3.0,4,4.0
Phaansi_1978,1978,1.0,1,2.0,1
Darling Darling (1977 film)_1977,1977,2,1.0,12,4.0
Mohra_1994,1994,3,3.0,7,7.0
Dilwale Dulhania Le Jayenge_1995,1995,3.0,4,5.0,7
Maine Pyar Kiya_1989,1989,2,3.0,10,11.0
Faasle_1985,1985,1,4.0,4,10.0
Zid (2014 film)_2014,2014,1.0,1,2.0,3
Bol Bachchan_2012,2012,5,2.0,10,6.0
Bullet (1976 film)_1976,1976,1.0,2,3.0,6
Anurodh_1977,1977,2,0.0,6,0.0
Loha (1987 film)_1987,1987,2.0,3,2.0,11
Magroor_1979,1979,4,3.0,4,4.0
Bawarchi_1972,1972,3,3.0,4,5.0
Mere Humsafar_1970,1970,2,2.0,2,4.0
Daulat Ke Dushman_1983,1983,2,2.0,8,4.0
Andhera_1980,1980,0.0,1,0.0,8
100 Days (1991 film)_1991,1991,1,3.0,3,8.0
Sparsh (film)_1980,1980,1,0.0,1,0.0
Badnam Basti_1971,1971,1.0,0.0,2.0,0.0
Tan-Badan_1986,1986,2.0,2,5.0,5
Rootha Na Karo_1970,1970,2,1.0,5,3.0
Dil Daulat Duniya_1972,1972,2,3.0,5,5.0
Shool_1999,1999,2.0,2,4.0,3
Chor Ho To Aisa_1978,1978,4.0,1.0,4.0,2.0
Ajab Prem Ki Ghazab Kahani_2009,2009,5,2.0,9,5.0
Anubhav_1971,1971,1.0,1,1.0,3
Adventures of Tarzan_1985,1985,0.0,2.0,0.0,4.0
Raju Ban Gaya Gentleman_1992,1992,3,2.0,9,7.0
Door Ka Raahi_1971,1971,3,1.0,7,1.0
Ab Kya Hoga_1977,1977,0.0,2,0.0,8
Lakhon Mein Ek_1971,1971,3,2.0,6,10.0
Khwab_1980,1980,2,1.0,3,2.0
Apna Khoon_1978,1978,1.0,1,4.0,12
Kartavya (1995 film)_1995,1995,3.0,2,9.0,9
Aakhri Nishchay_1988,1988,1.0,1,2.0,3
Aadmi (1993 film)_1993,1993,3,2.0,5,5.0
Aurangzeb (film)_2013,2013,0.0,0.0,0.0,0.0
Hamari Bahu Alka_1982,1982,2,5.0,3,10.0
Nirdosh_1973,1973,2,1.0,3,6.0
Rishta Kagaz Ka_1983,1983,1.0,2,2.0,4
Hum Tum Pe Marte Hain_1999,1999,2.0,3,10.0,4
Hanste Khelte (1984 film)_1984,1984,2,2.0,5,2.0
Elaan (1994 film)_1994,1994,1,3.0,5,5.0
Lal dupatta malmal ka (film)_1989,1989,3.0,1,6.0,8
Deewaar (1975 film)_1975,1975,2,2.0,2,2.0
Yugpurush_1998,1998,2,2.0,5,2.0
Hum Tere Ashiq Hain_1979,1979,2.0,1,4.0,5
Daava_1997,1997,2,3.0,6,4.0
Ek Ladki Badnaam Si_1987,1987,1.0,1,1.0,4
Alaap_1977,1977,3.0,1.0,8.0,2.0
Aadmi Khilona Hai_1993,1993,3,2.0,3,6.0
Gupt: The Hidden Truth_1997,1997,2.0,3,5.0,8
Paapi_1977,1977,2.0,1,3.0,4
Lootera_2013,2013,3.0,2,7.0,2
Abdullah (1980 film)_1980,1980,4,2.0,4,3.0
Hera Pheri (1976 film)_1976,1976,2,2.0,5,5.0
Mujhse Fraaandship Karoge_2011,2011,4,2.0,7,4.0
Virasat (1997 film)_1997,1997,4,4.0,5,6.0
Baar Baar Dekho_2016,2016,6.0,3,7.0,4
Phas Gaye Re Obama_2010,2010,1.0,2.0,2.0,2.0
Khud-daar (1982 film)_1982,1982,1,2.0,6,5.0
Angaara_1996,1996,3.0,3.0,8.0,6.0
Trimurti (film)_1995,1995,2,2.0,4,4.0
Dum Laga Ke Haisha_2015,2015,4,3.0,6,3.0
Prince - It's Showtime_2010,2010,2,2.0,12,6.0
Khuda Gawah_1992,1992,2.0,3,2.0,8
Aaj Ka Daur_1985,1985,2.0,2,4.0,4
Bade Ghar Ki Beti_1989,1989,2,3.0,3,6.0
Zordaar_1996,1996,1,2.0,5,3.0
Dharam Veer (film)_1977,1977,4,2.0,7,3.0
Mard (1985 film)_1985,1985,2.0,2,2.0,3
Kali Raat_1977,1977,1.0,3,1.0,6
Badle Ki Aag_1982,1982,3,6.0,6,8.0
Band Baaja Baaraat_2010,2010,5.0,4.0,6.0,6.0
Jurm Aur Sazaa_1974,1974,2,3.0,5,8.0
Vaade Iraade_1994,1994,3,3.0,4,3.0
Bikhare Moti_1971,1971,2,2.0,3,2.0
Karm_1977,1977,4,2.0,7,4.0
Man Pasand_1980,1980,2,1.0,3,1.0
Bhagyawan_1993,1993,3.0,4,3.0,5
Aadmi Aur Apsara_1991,1991,1,4.0,3,6.0
Andaz Apna Apna_1994,1994,2,3.0,4,3.0
Maha Shaktimaan_1985,1985,1,2.0,1,3.0
Wajah Tum Ho_2016,2016,4,1.0,7,2.0
Professor Pyarelal_1981,1981,2,1.0,3,4.0
Haisiyat_1984,1984,3,5.0,6,6.0
Aulad Ki Khatir_1990,1990,1.0,1,1.0,1
Policewala Gunda_1995,1995,2,3.0,4,4.0
Koyla_1997,1997,3.0,3,5.0,5
Ravan Raaj: A True Story_1995,1995,4,4.0,5,4.0
Bhavna_1984,1984,2.0,5,3.0,10
Jal Bin Machhli Nritya Bin Bijli_1971,1971,1,1.0,2,5.0
Ghar Ki Izzat_1994,1994,2.0,2,3.0,9
Do Premee_1980,1980,3.0,3,6.0,4
Nai Duniya Naye Log_1973,1973,2.0,2,4.0,4
Anand Aur Anand_1984,1984,2,2.0,7,2.0
Chal Mere Bhai_2000,2000,8,4.0,12,8.0
Chehre Pe Chehra_1981,1981,2.0,1.0,3.0,4.0
Natak_1975,1975,1.0,2,2.0,8
Ek Tera Saath_2016,2016,5.0,2,6.0,5
Namkeen (1982 film)_1982,1982,1.0,3,2.0,8
Ameer Aadmi Gharib Aadmi_1985,1985,2.0,4,3.0,9
Oh My God (2012 film)_2012,2012,9.0,1.0,11.0,2.0
London Dreams_2009,2009,6,0.0,9,0.0
Bhrashtachar_1989,1989,2,3.0,2,4.0
Khoobsurat (2014 film)_2014,2014,2.0,6,2.0,7
Woh Saat Din_1983,1983,2.0,4,3.0,9
Bepanaah_1985,1985,4.0,1,5.0,3
Pyar Ki Jeet (1987 film)_1987,1987,1.0,1,1.0,10
Gangs of Wasseypur  Part 2_2012,2012,3.0,3,3.0,5
Reshma Aur Shera_1971,1971,1.0,2,4.0,8
G Kutta Se_2017,2017,0.0,0.0,0.0,0.0
Dahleez_1986,1986,1,1.0,5,3.0
Tere Pyar Mein_1978,1978,1.0,2.0,2.0,8.0
Taaqat (1995 film)_1995,1995,2,3.0,7,6.0
Ungli_2014,2014,2,2.0,3,2.0
Shiva Ka Insaaf_1985,1985,1.0,1,2.0,6
Rang (1993 film)_1993,1993,2,1.0,6,7.0
Baghavat_1982,1982,2.0,2,3.0,5
Joshilaay_1989,1989,3.0,2,3.0,5
Bhai-Bhai_1970,1970,1.0,2,3.0,3
Chennai Express_2013,2013,7,8.0,8,8.0
Shalimar (1978 film)_1978,1978,2,3.0,3,3.0
Josh (2000 film)_2000,2000,6.0,1.0,8.0,2.0
Manoranjan (1974 film)_1974,1974,2,3.0,3,5.0
Aadharshila_1982,1982,3,2.0,3,4.0
Chetna_1970,1970,0.0,1,0.0,3
Game (2011 film)_2011,2011,5,4.0,5,6.0
Ghaath_2000,2000,10.0,5,11.0,8
Inspector Dhanush_1991,1991,2.0,2,5.0,10
Paying Guests_2009,2009,2,2.0,2,3.0
Bewafai_1985,1985,1,2.0,4,16.0
Dushmun (1971 film)_1971,1971,1.0,1,2.0,3
Patita (1980 film)_1980,1980,1,1.0,2,3.0
Dekha Pyar Tumhara_1985,1985,3.0,2,5.0,4
Ishq Forever_2016,2016,6,3.0,9,7.0
Bundal Baaz_1976,1976,3,2.0,5,3.0
Do Dishayen_1982,1982,0.0,2,0.0,2
Coffee Bloom_2015,2015,2,1.0,2,1.0
MSG: The Warrior Lion Heart_2016,2016,1,0.0,2,0.0
Sukhmani  Hope for Life_2010,2010,3,2.0,11,4.0
Hasina Aur Nagina_1996,1996,1.0,2.0,1.0,6.0
Aag Ke Sholay_1988,1988,0.0,3,0.0,11
Dil Ka Sathi Dil_1982,1982,2,1.0,5,2.0
Mama Bhanja_1977,1977,2.0,3,2.0,5
Raaz  The Mystery Continues_2009,2009,5,1.0,11,1.0
Daddy Cool (2009 Hindi film)_2009,2009,0.0,1.0,0.0,2.0
Mela (1971 film)_1971,1971,2,2.0,5,5.0
Lorie (film)_1984,1984,0.0,4,0.0,9
Sardari Begum_1996,1996,0.0,2,0.0,8
Maa (1976 film)_1976,1976,2,2.0,5,5.0
Zakhmi Dil (1994 film)_1994,1994,2.0,3,4.0,6
M.S. Dhoni: The Untold Story_2016,2016,4.0,2.0,5.0,2.0
Anubhav (1986 film)_1986,1986,2,2.0,2,2.0
Geetanjali (1993 film)_1993,1993,2.0,3,4.0,6
Hiraasat_1987,1987,1.0,2,3.0,4
Paanch Ghantey Mien Paanch Crore_2012,2012,1,1.0,1,1.0
Dharam Sankat_1991,1991,1.0,3,1.0,5
Khatta Meetha (1978 film)_1978,1978,2,3.0,6,5.0
Aankh Micholi_1972,1972,1.0,2,2.0,3
I Hate Luv Storys_2010,2010,5.0,4.0,7.0,5.0
Jeena Marna Tere Sang_1992,1992,2,1.0,2,9.0
Jai Vikraanta_1995,1995,2,4.0,2,6.0
Man Ki Aankhen_1970,1970,2,3.0,4,8.0
Maximum (film)_2012,2012,3.0,2.0,3.0,2.0
Heropanti_2014,2014,1.0,0.0,3.0,0.0
Haathi Mere Saathi_1971,1971,2,1.0,6,3.0
Zamana (1985 film)_1985,1985,2,1.0,8,1.0
Hoshiyar_1985,1985,3,1.0,5,5.0
Badmaash Company_2010,2010,6,1.0,7,1.0
Adharm (1992 film)_1992,1992,2.0,3,2.0,5
Shaan (film)_1980,1980,3,4.0,6,8.0
Qatil_1988,1988,0.0,3,0.0,4
Yaariyan (2014 film)_2014,2014,10,2.0,25,4.0
Humjoli_1970,1970,3,3.0,7,5.0
Khushboo (1975 film)_1975,1975,1.0,2,1.0,3
Aar Paar (1985 film)_1985,1985,4.0,2,8.0,5
Jaan Ki Kasam_1991,1991,2,1.0,4,4.0
Aagman_1982,1982,1,1.0,1,5.0
Patthar Ke Phool_1991,1991,1.0,2,6.0,7
Truck Driver (1970 film)_1970,1970,1.0,4,3.0,8
Doosri Sita_1974,1974,1.0,2,1.0,3
Shahenshah (film)_1988,1988,1,2.0,2,3.0
Thanedaar_1990,1990,2.0,5,2.0,9
Haathkadi_1982,1982,4.0,3,9.0,8
Bhola Bhala_1978,1978,1,2.0,3,3.0
Mirza Juuliet_2017,2017,1.0,1,2.0,2
Janata Havaldar_1979,1979,0.0,3,0.0,3
Agnichakra_1997,1997,3.0,5,5.0,7
Hello Brother (1999 film)_1999,1999,5,2.0,10,9.0
Teri Kasam_1982,1982,0.0,2,0.0,7
Angaar_1980,1980,2,2.0,3,3.0
Kali Basti_1985,1985,3,2.0,4,2.0
Tum Mere Ho_1990,1990,1.0,3,4.0,3
Phir Bhi_1971,1971,3,0.0,6,0.0
Gopichand Jasoos_1982,1982,0.0,3,0.0,7
Luv U Alia_2016,2016,3,2.0,3,2.0
Gangaa Jamunaa Saraswathi_1988,1988,3,2.0,4,5.0
City Lights (2014 film)_2014,2014,4,1.0,6,1.0
Tezz_2012,2012,3,2.0,6,5.0
English Vinglish_2012,2012,2.0,4,4.0,5
Awaaz_1984,1984,2,1.0,12,8.0
Jis Desh Mein Ganga Rehta Hain_2000,2000,4,4.0,6,4.0
Border (1997 film)_1997,1997,4,2.0,5,2.0
Khal-Naaikaa_1993,1993,0.0,3,0.0,7
Maalamaal_1988,1988,3.0,1.0,11.0,2.0
Nadiya Ke Paar (1982 film)_1982,1982,1.0,2,1.0,5
Housefull 3_2016,2016,6.0,4.0,7.0,4.0
7 Khoon Maaf_2011,2011,5.0,2,5.0,5
Chal Chalein_2009,2009,4,4.0,11,5.0
Bhago Bhut Aaya_1985,1985,0.0,3,0.0,5
Anokha_1975,1975,4,1.0,8,2.0
Hifazat (1987 film)_1987,1987,3,2.0,3,4.0
Sadak_1991,1991,2,1.0,7,10.0
Soldier (1998 Indian film)_1998,1998,2,2.0,6,5.0
Mera Faisla_1984,1984,2.0,1.0,2.0,3.0
Saathi (1991 film)_1991,1991,3,1.0,6,4.0
Pyaar Koi Khel Nahin_1999,1999,3.0,3,5.0,5
Aag Ka Gola_1990,1990,1.0,3,1.0,3
Chatpati_1983,1983,2.0,2,3.0,7
Parampara (1992 film)_1992,1992,4.0,3,4.0,7
Aao Pyaar Karen (1994 film)_1994,1994,2,2.0,6,2.0
Behen Hogi Teri_2017,2017,4,3.0,4,6.0
Do Waqt Ki Roti_1988,1988,0.0,3,0.0,7
Jannat 2_2012,2012,7,0.0,14,0.0
Justice Chaudhury_1983,1983,1,2.0,6,5.0
Nishana (1980 film)_1980,1980,2.0,3,5.0,6
Holi (1984 film)_1984,1984,1,0.0,4,0.0
Dabangg_2010,2010,6,2.0,11,4.0
Shiva (1990 film)_1990,1990,3,2.0,4,4.0
Damadamm!_2011,2011,2.0,4.0,2.0,5.0
Saazish (1998 film)_1998,1998,3.0,2,4.0,2
Hasti_1993,1993,4,3.0,6,5.0
Bobby (1973 film)_1973,1973,3.0,1,6.0,4
Udhaar Ki Zindagi_1994,1994,3.0,4,6.0,6
Purana Mandir_1984,1984,1.0,2,1.0,4
Dus Numbri_1976,1976,3,2.0,6,4.0
Zaalim_1994,1994,3,1.0,4,2.0
Paramaatma (1994 film)_1994,1994,4,1.0,12,3.0
Bada Kabutar_1973,1973,1.0,1,2.0,8
Apnapan_1977,1977,2.0,3,3.0,5
Kayda Kanoon_1993,1993,3,4.0,7,7.0
Ek Main Aur Ekk Tu_2012,2012,7,3.0,8,7.0
Sanjog (1985 film)_1985,1985,2.0,4,2.0,6
Kahani Ek Chor Ki_1981,1981,3,2.0,4,4.0
Andolan (1995 film)_1995,1995,3,2.0,8,7.0
Naach Uthe Sansaar_1976,1976,1,1.0,6,2.0
Chor Ke Ghar Chor_1978,1978,2.0,2,4.0,2
Kab Tak Chup Rahungi_1988,1988,0.0,3.0,0.0,9.0
Angoor (1982 film)_1982,1982,1.0,1,1.0,2
Mere Dad Ki Maruti_2013,2013,6.0,1.0,6.0,1.0
Hera Pheri (2000 film)_2000,2000,5,3.0,9,5.0
Kasam Paida Karne Wale Ki_1984,1984,0.0,2,0.0,11
Parde Ke Peechey_1971,1971,1.0,4,4.0,11
Lal Baadshah_1999,1999,3,4.0,6,7.0
Ishaqzaade_2012,2012,3,3.0,3,6.0
Maa Aur Mamta_1970,1970,2,2.0,4,4.0
Satyamev Jayate (1987 film)_1987,1987,2,2.0,2,3.0
Begunaah_1991,1991,2,3.0,4,5.0
Zakhmi Sipahi_1992,1992,2,1.0,3,2.0
Adha Din Adhi Raat_1977,1977,2.0,2,3.0,4
Guddu_1995,1995,2,2.0,11,3.0
Yeh Faasley_2011,2011,1.0,1,2.0,2
Yamraaj (film)_1998,1998,4.0,3.0,4.0,3.0
Bandhan (1998 film)_1998,1998,3.0,3,6.0,5
Ahsaas_1979,1979,2,2.0,9,4.0
Tarana (1979 film)_1979,1979,2,3.0,2,7.0
Dedh Ishqiya_2014,2014,6,2.0,7,3.0
Heera-Moti_1979,1979,2,1.0,5,1.0
Blood Money (2012 film)_2012,2012,2,0.0,5,0.0
Happy New Year (2014 film)_2014,2014,10.0,5.0,18.0,8.0
Johny Mera Naam_1970,1970,1.0,3.0,3.0,5.0
Krantiveer_1994,1994,3,6.0,6,7.0
Parasmani_1992,1992,1.0,2,1.0,6
Mera Rakshak_1978,1978,0.0,1,0.0,2
Kai Po Che!_2013,2013,1,2.0,2,3.0
Des Pardes (1978 film)_1978,1978,1,3.0,5,4.0
Khwaabb_2014,2014,3,1.0,3,1.0
Souten_1983,1983,1,3.0,4,5.0
Jaanoo_1985,1985,0.0,2.0,0.0,6.0
Issaq (2013 film)_2013,2013,8,3.0,11,3.0
Hisss_2010,2010,4,3.0,6,4.0
Pyasa Shaitan_1984,1984,1.0,2.0,2.0,2.0
Waiting (2016 film)_2016,2016,3,2.0,4,3.0
Raja Babu (film)_1994,1994,4.0,2,4.0,5
Sweetiee Weds NRI_2017,2017,4.0,2.0,6.0,5.0
Aag (1994 film)_1994,1994,4,1.0,6,3.0
Kismat (1995 film)_1995,1995,3,3.0,5,5.0
I Love You (1992 film)_1992,1992,4,2.0,9,5.0
Moojrim_1970,1970,0.0,0.0,0.0,0.0
Return of Jewel Thief_1996,1996,5,3.0,6,6.0
Meraa Ghar Mere Bachche_1985,1985,1.0,4,1.0,4
Ek Baap Chhe Bete_1978,1978,2.0,0.0,5.0,0.0
Gair (film)_1999,1999,3,4.0,6,5.0
Dav Pech_1989,1989,2,3.0,6,4.0
Kala Dhanda Goray Log_1986,1986,0.0,2.0,0.0,2.0
Sachin: A Billion Dreams_2017,2017,3,0.0,3,0.0
Kasak (1992 film)_1992,1992,1.0,4,1.0,14
Ganga Tera Pani Amrit_1971,1971,1.0,1,1.0,3
Pyaar Mohabbat_1988,1988,1.0,3.0,1.0,5.0
Naseeb (1981 film)_1981,1981,5,4.0,8,6.0
Kasauti_1974,1974,2,2.0,3,5.0
Bodyguard (2011 Hindi film)_2011,2011,4,2.0,8,6.0
Rakhwala_1989,1989,1,2.0,4,5.0
Dulha Mil Gaya_2010,2010,4,4.0,6,10.0
Sanjog (1971 film)_1971,1971,2,2.0,6,3.0
Nasihat_1986,1986,3,4.0,15,13.0
Dilliwali Zaalim Girlfriend_2015,2015,5,2.0,6,3.0
Yes Boss (film)_1997,1997,3,1.0,6,3.0
Do Phool_1973,1973,1.0,3,2.0,6
Dil Diwana_1974,1974,2,1.0,7,5.0
Shri Ram Vanvas_1977,1977,3.0,1,6.0,12
Superman (1987 film)_1987,1987,0.0,1,0.0,2
Chauraha_1994,1994,1.0,4.0,1.0,5.0
Dafaa 302_1975,1975,2,3.0,4,7.0
Tohfa Mohabbat Ka_1988,1988,0.0,4,0.0,11
Zahreelay_1990,1990,0.0,3,0.0,5
Ghar Parivar_1991,1991,3,3.0,4,5.0
Rupaye Dus Karod_1991,1991,2,5.0,3,10.0
Pehla Nasha_1993,1993,0.0,2,0.0,4
Judaai (1980 film)_1980,1980,2,4.0,5,6.0
Ajnabi Saaya_1998,1998,1,3.0,4,8.0
Vardi (film)_1989,1989,2,3.0,3,3.0
Badalte Rishtey_1978,1978,3,3.0,6,4.0
Dhobi Ghat (film)_2011,2011,2,0.0,3,0.0
Bombay to Goa_1972,1972,0.0,1,0.0,2
Himalay Se Ooncha_1975,1975,1,1.0,2,4.0
Ashray_1983,1983,3,2.0,4,3.0
Agni Sakshi (1996 film)_1996,1996,4,2.0,4,5.0
Deewana Hoon Pagal Nahi_1998,1998,5,3.0,8,6.0
China Gate (1998 film)_1998,1998,0.0,0.0,0.0,0.0
Chaahat (1971 film)_1971,1971,2.0,2,2.0,4
Do Hanso Ka Joda_1992,1992,2,1.0,4,1.0
Drohi (1992 film)_1992,1992,2,0.0,8,0.0
2 States (film)_2014,2014,7.0,3,8.0,3
Main Tere Liye_1988,1988,2.0,2,3.0,4
Wazir (film)_2016,2016,5,1.0,7,1.0
Dil Se Mile Dil_1978,1978,2,2.0,2,2.0
Jolly LLB_2013,2013,4,1.0,5,2.0
Kaala Samrajya_1999,1999,3.0,2.0,5.0,4.0
Sherni_1988,1988,0.0,3,0.0,4
Karm Yudh (1985 film)_1985,1985,1.0,3.0,1.0,5.0
Sanyasi Mera Naam_1999,1999,2.0,1.0,5.0,3.0
Aansoo Aur Muskan_1970,1970,3,2.0,3,3.0
Thodi Thodi Si Manmaaniyan_2017,2017,2.0,0.0,2.0,0.0
Trishul (1978 film)_1978,1978,4.0,2,8.0,7
Ab To Aaja Saajan Mere_1994,1994,0.0,0.0,0.0,0.0
Chunaoti_1980,1980,1.0,3,1.0,4
Mazdoor Zindabaad_1976,1976,3,2.0,7,5.0
Bekaraar_1983,1983,3.0,2,4.0,5
Kohraam_1991,1991,2.0,5.0,3.0,9.0
Mad About Dance_2014,2014,3,0.0,5,0.0
Life Mein Twist Hai_2014,2014,2,1.0,3,1.0
Do Anjaane_1976,1976,1.0,1,2.0,2
Batwara_1989,1989,1.0,4,1.0,11
Silsila (1981 film)_1981,1981,3,2.0,7,7.0
Izzat (1991 film)_1991,1991,2.0,2.0,2.0,2.0
Parivaar (1987 film)_1987,1987,3,3.0,4,10.0
Saheb Biwi Aur Gangster Returns_2013,2013,2.0,2.0,2.0,2.0
Son Of Sardaar_2012,2012,7,1.0,12,1.0
Himmat Aur Mehanat_1987,1987,1.0,1.0,2.0,5.0
Mera Naam Joker_1970,1970,4,1.0,6,1.0
Crook (film)_2010,2010,5.0,2.0,6.0,3.0
Aag Hi Aag_1987,1987,1.0,2,1.0,6
Sapnon Ka Mandir_1991,1991,0.0,4.0,0.0,5.0
Jai Jawaan Jai Kisaan (Film)_2015,2015,2,0.0,2,0.0
Race 2_2013,2013,6,5.0,21,10.0
Kabhi Haan Kabhi Naa_1993,1993,2,3.0,6,5.0
Qayamat_1983,1983,0.0,1,0.0,4
Gopalaa_1994,1994,1,4.0,3,7.0
Kambakkht Ishq_2009,2009,3.0,4.0,3.0,6.0
Tejaa_1990,1990,0.0,3,0.0,6
Ek Hi Raasta (1993 film)_1993,1993,3,2.0,5,2.0
Zehreela Insaan_1974,1974,2,2.0,3,2.0
Khuda Kasam (1981 film)_1981,1981,1.0,3,3.0,10
Do Sholay_1977,1977,1,1.0,6,2.0
Harjaee_1981,1981,2,2.0,6,3.0
Be-Imaan (1972 film)_1972,1972,4,3.0,6,5.0
Disco Dancer (1982 film)_1982,1982,3,4.0,5,4.0
Jaani Dushman_1979,1979,2,3.0,3,3.0
Gaman_1978,1978,2.0,2,2.0,2
Hum Hain Rahi Pyar Ke_1993,1993,1,2.0,4,5.0
Zakhm (1989 film)_1989,1989,1,2.0,3,5.0
Major Saab_1998,1998,4,3.0,7,4.0
Aur Ek Prem Kahani_1996,1996,2.0,1,2.0,3
Anjane Mein_1978,1978,1,3.0,4,5.0
Pasand Apni Apni_1983,1983,1.0,1,1.0,4
Surakshaa_1979,1979,3,3.0,7,3.0
Hind Ka Napak Ko Jawab: MSG Lion Heart 2_2017,2017,2,0.0,5,0.0
Sadma_1983,1983,3,2.0,6,4.0
Banjaran_1991,1991,2.0,4,2.0,9
Sohni Mahiwal (1984 film)_1984,1984,0.0,2.0,0.0,6.0
Nasha (film)_2013,2013,2,3.0,2,3.0
Jeene Do_1990,1990,1.0,3.0,2.0,6.0
Dil Ka Raja_1972,1972,2,1.0,9,4.0
Jaise Ko Taisa_1973,1973,1,2.0,5,4.0
Biwi No.1_1999,1999,7,4.0,9,6.0
Adhikar (1971 film)_1971,1971,3,1.0,4,3.0
Main Tulsi Tere Aangan Ki_1978,1978,1.0,5,1.0,8
Prahaar: The Final Attack_1991,1991,2,2.0,3,2.0
Hum Hain Bemisaal_1994,1994,3,3.0,3,4.0
Pyar Ka Karz_1990,1990,1.0,4,5.0,9
Mukti (1977 film)_1977,1977,3,2.0,5,3.0
Aashiqui.in_2011,2011,1,0.0,15,0.0
Shehzada_1972,1972,3,1.0,9,5.0
Madam X (1994 film)_1994,1994,1.0,2,2.0,6
Youngistaan_2014,2014,3,1.0,5,2.0
ChaalBaaz_1989,1989,3.0,2.0,4.0,7.0
Dil Hi To Hai_1992,1992,2.0,5,7.0,7
Swarg_1990,1990,1.0,2.0,1.0,4.0
Jyoti (1981 film)_1981,1981,1.0,1,1.0,4
Mausam (1976 film)_1975,1975,0.0,2.0,0.0,4.0
Main Aur Mera Haathi_1981,1981,1,2.0,3,3.0
Loafer (1996 film)_1996,1996,2,3.0,6,5.0
Teesri Aankh_1982,1982,3,3.0,6,6.0
Kartoos_1999,1999,3,1.0,9,2.0
Prem (film)_1995,1995,0.0,1,0.0,7
Umar Qaid_1975,1975,4.0,2,4.0,5
Inteqam_2001,2001,1.0,1,2.0,6
Roohi (1981 Film)_1981,1981,0.0,1,0.0,2
Aakrosh (2010 film)_2010,2010,4.0,2,4.0,4
Do Chehere_1977,1977,4,3.0,5,9.0
Jheel Ke Us Paar_1973,1973,1.0,2,2.0,5
Balwaan_1992,1992,2.0,2,2.0,4
Bbuddah... Hoga Terra Baap_2011,2011,3,2.0,6,2.0
Diljalaa_1987,1987,1.0,2,3.0,4
Mr. Azaad_1994,1994,4,2.0,9,5.0
Choron Ki Baaraat_1980,1980,3,1.0,4,2.0
Mumbai 125 KM 3D_2014,2014,2,2.0,2,2.0
Shortcut Safari_2016,2016,3,1.0,4,1.0
Zilla Ghaziabad_2013,2013,3,3.0,4,3.0
Ek Khiladi Bawan Pattey_1972,1972,0.0,1,0.0,8
