Dosti Dushmani;7;5;2;[u'Rekha', u'Sandeep', u'Dr.Sandeep', u'Ranjith', u'Lata', u'Daga', u'Prakash'];[u'Sandeep', u'Dr.Sandeep', u'Ranjith', u'Daga', u'Prakash'];[u'Rekha', u'Lata'];1;0

Aag Hi Aag;9;8;1;[u'Daulat', u'Bahadur', u'Army', u'Sher', u'Aarti', u'Enraged', u'Doctor', u'Raghuveer', u'dacoit'];[u'Daulat', u'Bahadur', u'Army', u'Sher', u'Enraged', u'Doctor', u'Raghuveer', u'dacoit'];[u'Aarti'];1;1

Aaj;0;0;0;[];[];[];0;0
Andha Yudh;0;0;0;[];[];[];1;0

Apne Apne;5;2;2;[u'Vijay', u'Ravi', u'Seema', u'Sharda', u'Shanti'];[u'Vijay', u'Ravi'];[u'Seema', u'Sharda'];0;0
Aulad;4;1;2;[u'Vicky', u'Yashoda', u'Anand', u'Devki'];[u'Anand'];[u'Vicky', u'Yashoda'];1;1

Awam (film);7;4;1;[u'Jagrathan', u'Dr.', u'Amar', u'Shabnam', u'Indian', u'Ram', u'India'];[u'Dr.', u'Amar', u'Indian', u'Ram'];[u'Shabnam'];1;0

Bandhani;0;0;0;[];[];[];0;0

Besahara;0;0;0;[];[];[];1;1

Dacait;0;0;0;[];[];[];0;0
Dadagiri (film);0;0;0;[];[];[];1;1

Dak Bangla;9;4;2;[u'Shakal', u'Ozo', u'Thakur', u'Vaishali', u'Sapna', u'Raj', u'Chandan', u'Ajay', u'Suryadevta'];[u'Thakur', u'Raj', u'Chandan', u'Ajay'];[u'Vaishali', u'Sapna'];0;0
Daku Hasina;3;0;3;[u'Roopa', u'Daku', u'Dacait'];[];[u'Roopa', u'Daku', u'Dacait'];1;0

Dance Dance;0;0;0;[];[];[];1;0

Daraar;0;0;0;[];[];[];0;0
Deewana Tere Naam Ka;0;0;0;[];[];[];1;1

Dil Tujhko Diya;0;0;0;[];[];[];0;0
Diljalaa;0;0;0;[];[];[];0;0
Dozakh;0;0;0;[];[];[];0;0
Ek Ladki Badnaam Si;0;0;0;[];[];[];0;0
Hawalaat;0;0;0;[];[];[];1;0

Himmat Aur Mehanat;3;2;1;[u'Vijay', u'Madan', u'Nurse'];[u'Vijay', u'Madan'];[u'Nurse'];0;0
Hiraasat;0;0;0;[];[];[];1;1

Hukumat;6;4;0;[u'D.B.D.N', u'D.I.G.Khan', u'Mangal', u'Arjun', u'D.I.G', u'Shanti'];[u'Mangal', u'Arjun', u'D.I.G', u'Shanti'];[];1;0

Ijaazat;3;0;2;[u'Sudha', u'Mahender', u'Maya'];[];[u'Sudha', u'Maya'];1;0

Imaandaar;7;4;2;[u'Vijay', u'Amina', u'London', u'Rai', u'Ramesh', u'Raju', u'Renu'];[u'Vijay', u'Rai', u'Ramesh', u'Raju'];[u'Amina', u'Renu'];1;1

Inaam Dus Hazaar;10;5;1;[u'Luca', u'last', u'One', u'Nawab', u'Captain', u'Kamal', u'Kamran', u'Another', u'Sonia', u'Narottam'];[u'Luca', u'Captain', u'Kamal', u'Kamran', u'Narottam'];[u'Sonia'];1;1

Insaf Ki Pukar;12;9;1;[u'Som', u'a', u'Vijay', u'Dinesh', u'Emaandar', u'Inspector', u'Taxi', u'Manohar', u'Dhanny', u'Jagan', u'Ajay', u'Radha'];[u'Som', u'a', u'Vijay', u'Dinesh', u'Inspector', u'Manohar', u'Dhanny', u'Jagan', u'Ajay'];[u'Radha'];1;1

Insaniyat Ke Dushman;0;0;0;[];[];[];1;0

Itihaas;0;0;0;[];[];[];1;0

Jaan Hatheli Pe;6;2;0;[u'Soni', u'Mona', u'Chief', u'Shipping', u'Cosmos', u'Ram'];[u'Chief', u'Ram'];[];1;1

Jalwa;3;2;0;[u'Kapil', u'Goa', u'Albert'];[u'Kapil', u'Albert'];[];1;1

Jhanjhaar;4;2;1;[u'Bahadur', u'Pushpa', u'Veer', u'Nagoji'];[u'Bahadur', u'Veer'];[u'Pushpa'];1;1

Kamagni;1;0;0;[u'Kamagni'];[];[];1;1

Kaash;4;2;1;[u'Ritesh', u'Alok', u'Pooja', u'Romi'];[u'Ritesh', u'Alok'];[u'Pooja'];1;1

Kalyug Aur Ramayan;4;1;0;[u'Hanuman', u'Ramayana', u'Dasrath', u'Manoj'];[u'Manoj'];[];1;1

Khazana;0;0;0;[];[];[];0;0
Khudgarz;8;3;3;[u'Bihar', u'Amar', u'Lata', u'Jaya', u'Sudhir', u'Jyoti', u'Brij', u'Bihari'];[u'Amar', u'Sudhir', u'Bihari'];[u'Lata', u'Jaya', u'Jyoti'];1;1

Loha;0;0;0;[];[];[];1;0

Maa Beti;0;0;0;[];[];[];0;0
Madadgaar;6;4;1;[u'Gupta', u'devious', u'Sohanlal', u'Raj', u'Sunita', u'Anand'];[u'Gupta', u'devious', u'Raj', u'Anand'];[u'Sunita'];0;0
Majaal;4;3;1;[u'Vijay', u'Sandhya', u'Advocate', u'Sadhana'];[u'Vijay', u'Advocate', u'Sadhana'];[u'Sandhya'];0;0
Mard Ki Zabaan;0;0;0;[];[];[];1;0

Marte Dam Tak;5;5;0;[u'Rane', u'Jai', u'Rana', u'Mathur', u'P.C.'];[u'Rane', u'Jai', u'Rana', u'Mathur', u'P.C.'];[];0;0
Mera Karam Mera Dharam;0;0;0;[];[];[];0;0
Mera Lahoo;0;0;0;[];[];[];1;0

Mera Yaar Mera Dushman;0;0;0;[];[];[];0;0
Mohre;2;2;0;[u'Major', u'Abdul'];[u'Major', u'Abdul'];[];1;1

Mr. India;7;3;1;[u'his', u'Arun', u'Seema', u'Mr.', u'Mogambo', u'Jugal', u'India'];[u'his', u'Arun', u'Jugal'];[u'Seema'];0;0
Muqaddar Ka Faisla;0;0;0;[];[];[];1;1

Naam O Nishan;8;5;2;[u'Suraj', u'Geeta', u'Chutki', u'Inspector', u'Vanisha', u'Jaspal', u'Jarnail', u'Sangram'];[u'Suraj', u'Inspector', u'Jaspal', u'Jarnail', u'Sangram'];[u'Geeta', u'Chutki'];1;1

Nazrana;5;2;1;[u'Mukta', u'Sheetal', u'Tulsi', u'Will', u'Rajat'];[u'Will', u'Rajat'];[u'Sheetal'];0;0
Param Dharam;0;0;0;[];[];[];1;1

Parivaar;0;0;0;[];[];[];1;1

Pratighaat;0;0;0;[];[];[];0;0
Pyaar Karke Dekho;0;0;0;[];[];[];1;1

Pyaar Ki Jeet;6;5;0;[u'Soni', u'Dr.', u'his', u'Rehman', u'Anand', u'Dr'];[u'Dr.', u'his', u'Rehman', u'Anand', u'Dr'];[];1;1

Pyar Ke Kabil;0;0;0;[];[];[];0;0
Sadak Chhap;0;0;0;[];[];[];1;1

Satyamev Jayate;3;2;1;[u'determined', u'Inspector', u'Arjun'];[u'Inspector', u'Arjun'];[u'determined'];1;0

Sindoor;14;9;4;[u'Professor', u'Vijay', u'Kumar', u'Dharamdas', u'Laxmi', u'Ravi', u'Lalita', u'Advocate', u'Gulshan', u'Sunita', u'Prem', u'professor', u'Jaya', u'Shera'];[u'Professor', u'Vijay', u'Kumar', u'Ravi', u'Advocate', u'Gulshan', u'Prem', u'professor', u'Shera'];[u'Laxmi', u'Lalita', u'Sunita', u'Jaya'];1;0

Sitapur Ki Geeta;0;0;0;[];[];[];0;0
Superman;0;0;0;[];[];[];0;0
Susman;0;0;0;[];[];[];0;0
Sutradhar;3;2;0;[u'Young', u'Kumar', u'Prerna'];[u'Young', u'Kumar'];[];0;0
Uttar Dakshin;4;2;0;[u'Raja', u'Shankran', u'Trishul', u'Subhash'];[u'Raja', u'Subhash'];[];1;1

Watan Ke Rakhwale;0;0;0;[];[];[];1;0

Yeh Woh Manzil To Nahin;0;0;0;[];[];[];0;0
Zevar;0;0;0;[];[];[];0;0
Biwi Ho To Aisi;1;0;1;[u'Rekha'];[];[u'Rekha'];1;0

The Deceivers;0;0;0;[];[];[];1;0

Hero Hiralal;0;0;0;[];[];[];1;1

Aage Ki Soch;0;0;0;[];[];[];0;0
Kabzaa;4;3;0;[u'Ranjit', u'Ravi', u'Veljibhai', u'Ali'];[u'Ranjit', u'Ravi', u'Ali'];[];1;1

Kanoon Apna Apna;5;4;0;[u'Ravi', u'Jagatpratap', u'Anokhapur', u'Collector', u'Minister'];[u'Ravi', u'Anokhapur', u'Collector', u'Minister'];[];1;0

Khoon Bhari Maang;0;0;0;[];[];[];1;1

Libaas;0;0;0;[];[];[];1;0

Pushpak;0;0;0;[];[];[];1;1

Qayamat Se Qayamat Tak;12;10;1;[u'Dhanraj', u'A', u'Ratan', u'Jaswant', u'Madhumati', u'Thakur', u'Raj', u'Rashmi', u'Singh', u'An', u'Raghuveer', u'Randhir'];[u'Dhanraj', u'A', u'Ratan', u'Jaswant', u'Thakur', u'Raj', u'Singh', u'An', u'Raghuveer', u'Randhir'];[u'Rashmi'];1;0

Ram-Avtar;3;2;1;[u'Sangeeta', u'Avtar', u'Ram'];[u'Avtar', u'Ram'];[u'Sangeeta'];0;0
Salaam Bombay!;3;2;0;[u'Baba', u'Krishna', u'Chillum'];[u'Baba', u'Krishna'];[];0;0
Shahenshah;0;0;0;[];[];[];0;0
Soorma Bhopali;0;0;0;[];[];[];1;0

Tezaab;13;7;3;[u'Lotiya', u'Guldasta', u'Khan', u'Shyamlal', u'Mahesh', u'Munna', u'Mohini', u'Inspector', u'Nasik', u'Chote', u'Singh', u'Jyoti', u'Baban'];[u'Khan', u'Mahesh', u'Munna', u'Inspector', u'Chote', u'Singh', u'Baban'];[u'Lotiya', u'Mohini', u'Jyoti'];1;1

Zakhmi Aurat;0;0;0;[];[];[];0;0
Aaj Ke Angaare;0;0;0;[];[];[];0;0
Aaj Ka Robin Hood;0;0;0;[];[];[];0;0
Aag Ke Sholay;0;0;0;[];[];[];0;0
Aakhri Adaalat;4;2;2;[u'Amar', u'Sub-Inspector', u'Police', u'Rima'];[u'Amar', u'Police'];[u'Sub-Inspector', u'Rima'];1;1

Aakhri Nishchay;0;0;0;[];[];[];0;0
Agnee;0;0;0;[];[];[];1;1

Akarshan;0;0;0;[];[];[];0;0
Akhri Muqabla;0;0;0;[];[];[];0;0
Aurat Teri Yehi Kahani;0;0;0;[];[];[];1;1

Bees Saal Baad;5;2;1;[u'Bhavani', u'Suraj', u'Kiran', u'Thakur', u'frantic'];[u'Suraj', u'Thakur'];[u'Bhavani'];1;1

Charnon Ki Saugandh;0;0;0;[];[];[];1;1

Commando;1;1;0;[u'Commando'];[u'Commando'];[];1;1

Daisy;6;3;1;[u'Malati', u'beautiful', u'James', u'Malathi', u'Daisy', u'Pradeep'];[u'James', u'Malathi', u'Pradeep'];[u'beautiful'];0;0
Dariya Dil;0;0;0;[];[];[];1;1

Dayavan;6;4;0;[u'Velu', u'Ratan', u'Bombay', u'Shakti', u'Shankar', u'Karim'];[u'Ratan', u'Shakti', u'Shankar', u'Karim'];[];0;0
Dharamyudh;0;0;0;[];[];[];0;0
Do Waqt Ki Roti;0;0;0;[];[];[];0;0
Ek Aadmi;0;0;0;[];[];[];0;0
Ek Hi Maqsad;0;0;0;[];[];[];0;0
Ek Naya Rishta;3;2;0;[u'Shankardayal', u'alcoholic', u'Rajiv'];[u'alcoholic', u'Rajiv'];[];0;0
Faisla;0;0;0;[];[];[];0;0
Ganga Tere Desh Mein;0;0;0;[];[];[];0;0
Gangaa Jamunaa Saraswathi;8;4;2;[u'Bharati', u'Jamuna', u'singer', u'Thakur', u'one', u'Ganga', u'Shankar', u'Saraswati'];[u'singer', u'Thakur', u'Ganga', u'Shankar'];[u'Bharati', u'Saraswati'];1;1

Ghar Mein Ram Gali Mein Shyam;0;0;0;[];[];[];0;0
Gharwali Baharwali;8;5;1;[u'Rinku', u'Arun', u'Hiralal', u'Manisha', u'Hindi', u'Kajaal', u'Nepal', u'Gopal'];[u'Rinku', u'Arun', u'Hiralal', u'Hindi', u'Gopal'];[u'Manisha'];1;1

Gunahon Ka Faisla;0;0;0;[];[];[];0;0
Halaal Ki Kamai;0;0;0;[];[];[];1;0

Halla Gulla;0;0;0;[];[];[];0;0
Hum Farishte Nahin;0;0;0;[];[];[];1;0

Insaaf Ki Jung;0;0;0;[];[];[];1;0

Inteqam;0;0;0;[];[];[];0;0
Jeete Hain Shaan Se;4;4;0;[u'Govinda', u'Johny', u'Verma', u'Iqbal'];[u'Govinda', u'Johny', u'Verma', u'Iqbal'];[];1;1

Kab Tak Chup Rahungi;0;0;0;[];[];[];1;1

Kanwarlal;4;2;1;[u'Suraj', u'Junior', u'Sandhya', u'Kanwarlal'];[u'Suraj', u'Junior'];[u'Sandhya'];0;0
Kaun Jeeta Kaun Haara;0;0;0;[];[];[];1;1

Khatron Ke Khiladi;0;0;0;[];[];[];1;0

Maalamaal;1;1;0;[u'Raj'];[u'Raj'];[];1;1

Mahakali;0;0;0;[];[];[];0;0

Mahaveera;0;0;0;[];[];[];1;0

Main Tere Liye;0;0;0;[];[];[];0;0
Main Zinda Hoon;0;0;0;[];[];[];0;0
Mar Mitenge;2;2;0;[u'Amrish', u'Mithun'];[u'Amrish', u'Mithun'];[];1;1

Mardon Wali Baat;0;0;0;[];[];[];0;0
Mera Shikar;0;0;0;[];[];[];0;0
Mohabbat Ke Dushman;0;0;0;[];[];[];1;1

Mulzim;5;5;0;[u'Ranjit', u'Vijay', u'Collector', u'Police', u'District'];[u'Ranjit', u'Vijay', u'Collector', u'Police', u'District'];[];1;1

Namumkin;0;0;0;[];[];[];0;0
Om-Dar-Ba-Dar;0;0;0;[];[];[];1;1

Paanch Fauladi;0;0;0;[];[];[];0;0
Paap Ki Duniya;0;0;0;[];[];[];1;1

Paap Ko Jalaa Kar Raakh Kar Doonga;6;5;1;[u'Chief', u'Pooja', u'Bachelor', u'Shankar', u'Vinay', u'Deepak'];[u'Chief', u'Bachelor', u'Shankar', u'Vinay', u'Deepak'];[u'Pooja'];0;0
Parbat Ke Us Paar;0;0;0;[];[];[];0;0
Pestonjee;0;0;0;[];[];[];0;0
Pyaar Mohabbat;0;0;0;[];[];[];0;0
Pyar Ka Mandir;0;0;0;[];[];[];1;1

Qatil;0;0;0;[];[];[];0;0
Rama O Rama;0;0;0;[];[];[];0;0
Rihaee;4;1;0;[u'Taku', u'Mansukh', u'Jhumkhufor', u'Dubai'];[u'Taku'];[];1;1

Rukhsat;0;0;0;[];[];[];1;0

Sagar Sangam;0;0;0;[];[];[];1;0

Sherni;0;0;0;[];[];[];1;0

Shesh;0;0;0;[];[];[];0;0
Shiv Shakti;0;0;0;[];[];[];0;0
Siyasat;0;0;0;[];[];[];1;0

Sone Pe Suhaaga;1;1;0;[u'Vijay'];[u'Vijay'];[];0;0
Tamacha;2;1;1;[u'Vicky', u'Raju'];[u'Raju'];[u'Vicky'];1;0

Tohfa Mohabbat Ka;0;0;0;[];[];[];0;0
Trishagni;0;0;0;[];[];[];0;0
Veerana;15;9;1;[u'Baba', u'Thakur', u'Jasmin', u'Mahendra', u'night', u'Hemant', u'Preeti', u'Haveli', u'Sahila', u'servant', u'Raghu', u'Thakurs', u'Chotte', u'Sameer', u'Bade'];[u'Baba', u'Thakur', u'Mahendra', u'Hemant', u'servant', u'Raghu', u'Chotte', u'Sameer', u'Bade'];[u'Preeti'];1;1

Vijay;0;0;0;[];[];[];0;0
Waaris;9;1;0;[u'Chhote', u'Shibo', u'Dulla', u'one', u'Gajjan', u'Multi-millionaire', u'Paro', u'Dara', u'Shravan'];[u'Multi-millionaire'];[];1;1

Waqt Ki Awaz;4;2;0;[u'Vishma', u'Rajan', u'Vishwa', u'Wealthy'];[u'Rajan', u'Wealthy'];[];1;1

Woh Phir Aayegi;2;1;1;[u'Aarthi', u'Raju'];[u'Raju'];[u'Aarthi'];0;0
Yateem;5;2;1;[u'Girivar', u'Krishna', u'Gauri', u'Shiv', u'Khrishna'];[u'Krishna', u'Shiv'];[u'Gauri'];1;1

Zalzala;0;0;0;[];[];[];0;0
Zulm Ko Jala Doonga;0;0;0;[];[];[];0;0
Asmaan Se Ooncha;9;6;2;[u'Ranjit', u'Vicky', u'Reshmi', u'Kishan', u'Inspector', u'Raj', u'Prem', u'Naag', u'Anita'];[u'Ranjit', u'Kishan', u'Inspector', u'Raj', u'Prem', u'Naag'];[u'Vicky', u'Anita'];1;1

Awara Zindagi;0;0;0;[];[];[];0;0
Bade Ghar Ki Beti;3;1;0;[u'Kishanlal', u'Mala', u'Gopal'];[u'Gopal'];[];0;0
Bahurani;6;1;1;[u'Malathii', u'Shrikant', u'Bombay', u'Amit', u'Malathi', u'Madhuri'];[u'Amit'];[u'Madhuri'];0;0
Batwara;8;6;1;[u'Sumer', u'Sarpanch', u'Deven', u'Hanumant', u'Vikram', u'Haveli', u'Rajendra', u'Bade'];[u'Sarpanch', u'Deven', u'Hanumant', u'Vikram', u'Rajendra', u'Bade'];[u'Sumer'];0;0
Bhrashtachar;0;0;0;[];[];[];1;1

Billoo Badshah;0;0;0;[];[];[];0;0
ChaalBaaz;0;0;0;[];[];[];0;0
Chandni;4;2;0;[u'Rohit', u'Switzerland', u'Lalit', u'Chandni'];[u'Rohit', u'Lalit'];[];0;0

Chingari;0;0;0;[];[];[];0;0
Clerk;0;0;0;[];[];[];0;0
Daata;6;1;0;[u'Kundan', u'Dinanath', u'Daata', u'Gopaldas', u'Shanti', u'India'];[u'Kundan'];[];1;1

Daddy;0;0;0;[];[];[];0;0
Dana Paani;2;0;2;[u'Padmini', u'Nirupa'];[];[u'Padmini', u'Nirupa'];1;1

Dav Pech;3;2;1;[u'Sikandar', u'Bajrangi', u'Sunita'];[u'Sikandar', u'Bajrangi'];[u'Sunita'];0;0
Desh Ke Dushman;0;0;0;[];[];[];0;0
Hisaab Khoon Ka;3;3;0;[u'Satish', u'Saeed', u'Raj'];[u'Satish', u'Saeed', u'Raj'];[];1;1

Hum Bhi Insaan Hain;0;0;0;[];[];[];1;1

Hum Intezaar Karenge;0;0;0;[];[];[];1;0

Jaaydaad;0;0;0;[];[];[];0;0
Jaisi Karni Waisi Bharni;6;4;1;[u'Vijay', u'son', u'Ravi', u'Gangaaram', u'Sapna', u'Gangaram'];[u'Vijay', u'son', u'Ravi', u'Gangaram'];[u'Sapna'];0;0
Joshilaay;5;3;0;[u'Raja', u'Yogi', u'Jogi', u'Karan', u'Daara'];[u'Raja', u'Yogi', u'Jogi'];[];1;1

Khayal Gatha;0;0;0;[];[];[];0;0
Ladaai;0;0;0;[];[];[];1;1

Ladki;6;3;3;[u'Raja', u'Columbo', u'Kamini', u'Kishore', u'Rani', u'Sundar'];[u'Raja', u'Kishore', u'Sundar'];[u'Columbo', u'Kamini', u'Rani'];0;0
Lal dupatta malmal ka;0;0;0;[];[];[];1;1

Lashkar;0;0;0;[];[];[];0;0
Love Love Love;0;0;0;[];[];[];1;0

Mahal;0;0;0;[];[];[];0;0
Main Azaad Hoon;4;0;0;[u'Rajnagar', u'Azaad', u'Gokulchand', u'Subhashini'];[];[];1;1

Main Tera Dushman;7;4;1;[u'Thakur', u'Dayalu', u'Kishan', u'Jaya', u'Jugni', u'Officer', u'Gopal'];[u'Thakur', u'Kishan', u'Officer', u'Gopal'];[u'Jaya'];0;0
Maine Pyar Kiya;9;6;1;[u'Suman', u'Seema', u'Karan', u'friend', u'Kishan', u'Kaushalya', u'Jeevan', u'Prem', u'Ranjeet'];[u'Suman', u'friend', u'Kishan', u'Jeevan', u'Prem', u'Ranjeet'];[u'Seema'];0;0
Parinda;7;4;1;[u'Musa', u'his', u'Kishen', u'Karan', u'Iqbal', u'Prakash', u'Anna'];[u'Musa', u'his', u'Iqbal', u'Prakash'];[u'Anna'];1;1

Prem Pratigyaa;3;2;1;[u'Raja', u'Kallu', u'Laxmi'];[u'Raja', u'Kallu'];[u'Laxmi'];0;0
Purani Haveli;8;4;2;[u'the', u'Seema', u'night', u'Sunil', u'Narendra', u'Almighty', u'Vikram', u'Anita'];[u'Sunil', u'Narendra', u'Almighty', u'Vikram'];[u'Seema', u'Anita'];0;0
Raakh;7;5;1;[u'Neeta', u'S.I.', u'Aamir', u'Amir', u'Kapoor', u'Karmali', u'Kappor'];[u'S.I.', u'Aamir', u'Amir', u'Kapoor', u'Karmali'];[u'Neeta'];1;0

Ram Lakhan;10;5;1;[u'Bhanu', u'the', u'Thakur', u'Lakhan', u'street', u'Commissioner', u'Sharda', u'Bhishamber', u'Sr.', u'Ram'];[u'Thakur', u'Lakhan', u'street', u'Commissioner', u'Ram'];[u'Sharda'];0;0
Santosh;0;0;0;[];[];[];0;0
Shanakht;3;1;1;[u'Rohaan', u'Annie', u'Hashim'];[u'Hashim'];[u'Annie'];0;0
Shehzaade;0;0;0;[];[];[];1;1

Sikka;5;2;2;[u'Vijay', u'Amar', u'Jackie', u'Pranlal', u'Shobha'];[u'Vijay', u'Amar'];[u'Jackie', u'Shobha'];0;0
Tere Bina Kya Jeena;0;0;0;[];[];[];0;0
Toofan;11;8;0;[u'Shaitan', u'Shyam', u'Sharma', u'Toofan', u'Inspector', u'daku', u'Ramesh', u'Udhampur', u'Mumbai', u'ACP', u'Gopal'];[u'Shaitan', u'Shyam', u'Sharma', u'Inspector', u'daku', u'Ramesh', u'ACP', u'Gopal'];[];0;0
Touhean;0;0;0;[];[];[];0;0
Tridev;0;0;0;[];[];[];1;0

Tujhe Nahin Chhodunga;0;0;0;[];[];[];0;0
Ustaad;0;0;0;[];[];[];0;0
Vardi;0;0;0;[];[];[];1;0

Zakhm;0;0;0;[];[];[];0;0
Aadhi Haqeeqat, Aadha Fasana;0;0;0;[];[];[];0;0
Aag Ka Gola;5;4;1;[u'Raja', u'Shaka', u'Young', u'Aarti', u'Shankar'];[u'Raja', u'Shaka', u'Young', u'Shankar'];[u'Aarti'];1;0

Aaj Ka Arjun;6;5;1;[u'Bheema', u'Laxmi', u'his', u'Thakur', u'Ajit', u'Will'];[u'Bheema', u'his', u'Thakur', u'Ajit', u'Will'];[u'Laxmi'];1;1

Aaj Ke Shahenshah;9;3;4;[u'Vicky', u'Saawan', u'Kachan', u'Sawan', u'Pinky', u'Barsati', u'Kanchan', u'Nisha', u'Barkha'];[u'Kachan', u'Sawan', u'Kanchan'];[u'Vicky', u'Pinky', u'Nisha', u'Barkha'];0;0
Aandhiyan;1;1;0;[u'Dushyant'];[u'Dushyant'];[];1;1

Aashiqui;2;1;0;[u'Rahul', u'Anu'];[u'Rahul'];[];1;1

Awaaz De Kahan Hai;0;0;0;[];[];[];0;0
Agneekaal;8;4;1;[u'Vijay', u'Asha', u'Aadesh', u'Bhushan', u'Inspector', u'Bhika', u'Gulabchand', u'Bharat'];[u'Vijay', u'Aadesh', u'Inspector', u'Bharat'];[u'Asha'];0;0
Agneepath;11;7;2;[u'Kancha', u'Vijay', u'Dinanath', u'his', u'Suhasini', u'Krishnan', u'Cheena', u'Fire', u'Siksha', u'everything', u'Mary'];[u'Kancha', u'Vijay', u'Dinanath', u'his', u'Krishnan', u'Cheena', u'Fire'];[u'Suhasini', u'Mary'];1;0

Amba;0;0;0;[];[];[];0;0
Amiri Garibi;0;0;0;[];[];[];1;1

Apmaan Ki Aag;0;0;0;[];[];[];1;0

Appu Raja;12;6;2;[u'Raja', u'Francis', u'Nallasivam', u'Satyamoorthy', u'Muniyamma', u'another', u'Dharmaraj', u'exhausted', u'Sathyamoorthy', u'Janaki', u'Sethupathy', u'Appu'];[u'Raja', u'Francis', u'Dharmaraj', u'exhausted', u'Sathyamoorthy', u'Appu'];[u'another', u'Janaki'];1;0

Aulad Ki Khatir;0;0;0;[];[];[];0;0
Awaargi;0;0;0;[];[];[];1;1

Awwal Number;2;0;0;[u'Ronny', u'Sunny'];[];[];1;0

Azaad Desh Ke Gulam;0;0;0;[];[];[];0;0
Baaghi: A Rebel for Love;6;2;0;[u'Dhanraj', u'Saajan', u'Bombay', u'Kaajal', u'Jaggu', u'Col.'];[u'Dhanraj', u'Col.'];[];0;0
Baap Numbri Beta Dus Numbri;0;0;0;[];[];[];1;0

Bahaar Aane Tak;0;0;0;[];[];[];0;0
Bandh Darwaza;18;4;2;[u'Kumar', u'last', u'Thakur', u'night', u'Mahaguru', u'Sapna', u'Mahua', u'Anand', u'kamya', u'the', u'Kali', u'Bhanu', u'The', u'Kamya', u'Baku', u'Neola', u'day', u'Lajo'];[u'Kumar', u'Thakur', u'Anand', u'The'];[u'Sapna', u'Lajo'];0;0
Chor Pe Mor;0;0;0;[];[];[];0;0
C.I.D.;2;2;0;[u'Roshan', u'Inspector'];[u'Roshan', u'Inspector'];[];1;1

Dil;4;3;0;[u'Raja', u'Madhu', u'Mr.', u'Hazari'];[u'Raja', u'Mr.', u'Hazari'];[];0;0
Din Dahade;0;0;0;[];[];[];0;0
Disha;0;0;0;[];[];[];0;0
Deewana Mujh Sa Nahin;2;1;1;[u'Ajay', u'Anita'];[u'Ajay'];[u'Anita'];0;0
Doodh Ka Karz;2;1;1;[u'Suraj', u'Reshma'];[u'Suraj'];[u'Reshma'];0;0
Drishti;2;1;1;[u'Sandhya', u'Nikhil'];[u'Nikhil'];[u'Sandhya'];1;1

Ghar Ho To Aisa;13;4;4;[u'Ramprasad', u'Amar', u'Vijay', u'Kumar', u'Seema', u'Sona', u'Bajrangi', u'Sharda', u'Pinki', u'Durga', u'Sharada', u'Karamchand', u'Kanchan'];[u'Amar', u'Vijay', u'Kumar', u'Bajrangi'];[u'Seema', u'Sharda', u'Pinki', u'Sharada'];0;0
Ghayal;5;4;0;[u'Amateur', u'Balwant', u'Ashok', u'Ajay', u'Bangalore'];[u'Amateur', u'Balwant', u'Ashok', u'Ajay'];[];1;0

Gunahon Ka Devta;2;2;0;[u'Suraj', u'Mithun'];[u'Suraj', u'Mithun'];[];1;1

Hatim Tai;1;1;0;[u'Hatim'];[u'Hatim'];[];0;0
Hum Se Na Takrana;0;0;0;[];[];[];1;1

Izzatdaar;0;0;0;[];[];[];1;1

Jai Shiv Shankar;1;1;0;[u'Jai'];[u'Jai'];[];0;0
Jamai Raja;5;2;2;[u'Raja', u'Rekha', u'Durgeshwari', u'Dheeraj', u'Duregeshwari'];[u'Raja', u'Dheeraj'];[u'Rekha', u'Durgeshwari'];1;1

Jeene Do;6;4;0;[u'Suraj', u'grateful', u'Thakur', u'Hardayal', u'Mukhiya', u'wily'];[u'Suraj', u'Thakur', u'Mukhiya', u'wily'];[];0;0
Jeevan Ek Sanghursh;8;5;2;[u'Suman', u'Dholakia', u'Kamat', u'Devraj', u'Sulakshana', u'Rattan', u'Karan', u'Widowed'];[u'Suman', u'Dholakia', u'Kamat', u'Devraj', u'Rattan'];[u'Sulakshana', u'Widowed'];1;0

Kaafila;0;0;0;[];[];[];1;1

Kaarnama;0;0;0;[];[];[];0;0
Kali Ganga;0;0;0;[];[];[];1;1

Khatarnaak;0;0;0;[];[];[];1;1

Kishen Kanhaiya;5;0;1;[u'Kanhaiya', u'Sunderdas', u'Kishen', u'Leela', u'Bholaram'];[];[u'Leela'];1;1

Pratibandh;5;3;1;[u'Siddanth', u'Reddy', u'Shanthi', u'Chiranjeevi', u'Rami'];[u'Reddy', u'Chiranjeevi', u'Rami'];[u'Shanthi'];1;1

Police Public;0;0;0;[];[];[];0;0
Pyar Ka Karz;0;0;0;[];[];[];1;1

Pyar Ke Naam Qurbaan;0;0;0;[];[];[];1;1

Raeeszada;0;0;0;[];[];[];0;0
Sailaab;5;3;2;[u'Monty', u'Dr.', u'Krishna', u'Sushma', u'Inspector'];[u'Monty', u'Krishna', u'Inspector'];[u'Dr.', u'Sushma'];1;1

