MOVIE NAME, CAST, MENTIONS, TOTAL CENTRALITY, COUNT, AVERAGE CENTRALITY
Parwana,asha,7,209.33333333333331,63,3.3227513227513223
Patanga,kamla,3,62.0,32,1.9375
Patanga,sister,4,188.91666666666669,43,4.3934108527131785
Patanga,renu,27,738.6666666666666,191,3.8673647469458987
Bhai Ho To Aisa,munnibai,1,6.0,3,2.0
Dastaan,mala,0,126.33333333333333,104,1.2147435897435896
Dastaan,meena,0,99.0,68,1.4558823529411764
Pyar Ki Kahani,kusum,6,342.0,35,9.771428571428572
Reshma Aur Shera,reshma,11,333.0,92,3.619565217391304
Do Chor,sandhya,0,113.0,86,1.313953488372093
Do Gaz Zameen Ke Neeche,meera,5,6.0,41,0.14634146341463414
Sanjog,seema,11,56.5,61,0.9262295081967213
Sanjog,asha,15,229.5,88,2.6079545454545454
Dushman,phoolmati,6,142.5,57,2.5
Dushman,malti,7,541.5,68,7.963235294117647
Dushman,mother,1,406.0,43,9.44186046511628
Dushman,mumtaz,1,201.0,17,11.823529411764707
Dushman,ram,14,0.0,137,0.0
Ek Bechara,kavita,22,725.5,147,4.9353741496598635
Sharmeelee,kanchan,5,135.83333333333337,47,2.8900709219858163
Sharmeelee,kamini,1,24.0,6,4.0
Sharmeelee,sister,2,4.0,5,0.8
Ek Hasina Do Diwane,woman,1,287.0,23,12.478260869565217
Ek Hasina Do Diwane,neeta,10,51.0,73,0.6986301369863014
Shri Krishna Leela,yashoda,1,0.0,7,0.0
Tere Mere Sapne,actress,1,33.0,6,5.5
Tere Mere Sapne,nisha,9,63.0,83,0.7590361445783133
Gaon Hamara Shaher Tumhara,mother,3,509.8571428571428,62,8.223502304147464
Gaon Hamara Shaher Tumhara,paro,3,28.0,21,1.3333333333333333
Gaon Hamara Shaher Tumhara,daughter,1,8.5,4,2.125
Gomti Ke Kinare,roshni,1,154.0,14,11.0
Uphaar,mother,4,67.95555555555555,49,1.3868480725623582
Uphaar,minoo,25,183.0,167,1.095808383233533
Uphaar,anoop,56,2671.500000000001,338,7.903846153846157
Uphaar,daughter,2,41.5,8,5.1875
Uphaar,sister,2,124.0,25,4.96
Grahan,woman,1,7.5,8,0.9375
Grahan,sunita,7,151.0,52,2.9038461538461537
Grahan,acharya,1,119.0,18,6.611111111111111
Grahan,parvati,11,112.0,88,1.2727272727272727
Jawani Diwani,madhu,4,0.0,51,0.0
Jawani Diwani,girl,1,66.0,11,6.0
Joroo Ka Ghulam,kalpana,32,1691.5,347,4.8746397694524495
Koshish,girl,0,52.83333333333333,6,8.805555555555555
Lalkaar,usha,2,89.0,23,3.869565217391304
Mere Jeevan Saathi,princess,0,0.0,23,0.0
Mere Jeevan Saathi,jyoti,0,459.8333333333333,308,1.4929653679653678
Mere Jeevan Saathi,kamini,0,272.5,57,4.780701754385965
Mere Jeevan Saathi,daughter,0,43.5,8,5.4375
Pakeezah,a,0,7177.316666666667,216,33.22831790123457
Pakeezah,nawabjaan,0,141.5,44,3.215909090909091
Pakeezah,nargis,0,0.0,31,0.0
Pakeezah,sahibjaan,0,706.4166666666666,95,7.435964912280701
Piya Ka Ghar,malti,14,122.0,109,1.1192660550458715
Raja Jani,rajmata,4,117.0,63,1.8571428571428572
Rakhi Aur Hathkadi,girl,1,123.5,20,6.175
Rakhi Aur Hathkadi,mother,3,21.333333333333332,13,1.641025641025641
Rivaaj,mother,10,2958.666666666667,145,20.404597701149427
Rivaaj,woman,3,585.5,47,12.457446808510639
Rivaaj,meera,7,1.3333333333333333,65,0.020512820512820513
Rivaaj,sinha,3,706.0,80,8.825
Rivaaj,lakshmi,8,785.8333333333333,137,5.736009732360097
Rivaaj,mala,1,0.0,22,0.0
Rivaaj,daughter,4,43.0,39,1.1025641025641026
Rivaaj,sister,1,60.0,21,2.857142857142857
Roop Tera Mastana,kiran,5,738.8333333333333,76,9.721491228070175
Aarop,aruna,9,182.5,131,1.3931297709923665
Aarop,daughter,1,33.0,7,4.714285714285714
Abhimaan,uma,0,120.0,41,2.926829268292683
Abhimaan,girl,0,84.0,8,10.5
Anamika,mother,1,24.0,7,3.4285714285714284
Anamika,mrs.,0,0.0,0,0.0
Anamika,woman,2,79.33333333333333,19,4.175438596491228
Anamika,rubai,3,20.0,25,0.8
Anamika,anamika,12,226.0,125,1.808
Seeta Aur Geeta,mother,1,29.0,11,2.6363636363636362
Seeta Aur Geeta,seeta,30,364.0,204,1.7843137254901962
Seeta Aur Geeta,girl,1,65.99999999999999,26,2.538461538461538
Seeta Aur Geeta,geeta,13,163.0,125,1.304
Anhonee,rekha,5,3.0,83,0.03614457831325301
Shaadi Ke Baad,shobha,4,223.63333333333335,31,7.213978494623657
Shaadi Ke Baad,girl,1,89.0,12,7.416666666666667
Anokhi Ada,neeta,2,0.0,40,0.0
Anokhi Ada,gupta,2,204.0,67,3.044776119402985
Avishkaar,rita,0,0.0,0,0.0
Bada Kabutar,mother,2,134.5,77,1.7467532467532467
Banarasi Babu,woman,2,102.0,15,6.8
Banarasi Babu,neela,3,270.5,57,4.745614035087719
Bandhe Haath,woman,1,199.83333333333331,23,8.68840579710145
Bandhe Haath,mala,5,2.5,67,0.03731343283582089
Black Mail,mehta,2,59.0,32,1.84375
Black Mail,asha,7,460.1666666666666,86,5.350775193798449
Victoria No. 203,seth,1,0.0,15,0.0
Victoria No. 203,durgadas,3,70.0,28,2.5
Bobby,braganza,0,26.0,13,2.0
Bobby,girl,0,158.0,20,7.9
Bobby,daughter,0,219.0,33,6.636363636363637
Yeh Gulistan Hamara,soo,5,0.0,41,0.0
Yeh Gulistan Hamara,reni,4,214.0,43,4.976744186046512
Yeh Gulistan Hamara,girl,1,12.0,3,4.0
Chhalia,shanti,8,37.0,103,0.3592233009708738
Zaroorat,anju,4,22.0,38,0.5789473684210527
Zaroorat,girl,1,79.5,15,5.3
Chhupa Rustam,rajendra,8,45.0,75,0.6
Chhupa Rustam,ritu,7,167.0,59,2.830508474576271
Daag: A Poem of Love,sonia,5,853.0,31,27.516129032258064
Daag: A Poem of Love,woman,1,31.0,6,5.166666666666667
Dharma,radha,7,1736.1,104,16.69326923076923
Dharma,parvati,5,221.83333333333334,43,5.158914728682171
Dharma,singh,22,1688.0666666666662,205,8.234471544715445
Dharma,daughter,1,38.56666666666667,12,3.213888888888889
Dhund,woman,3,101.0,25,4.04
Dhund,ranjit,23,198.0,279,0.7096774193548387
Dhund,rani,33,976.0,236,4.135593220338983
Do Phool,mother,1,12.0,4,3.0
Do Phool,shaila,3,437.6666666666667,21,20.841269841269842
Do Phool,apte,2,51.0,13,3.923076923076923
Hum Aapke Hain Koun..!,mother,1,54.0,10,5.4
Hum Aapke Hain Koun..!,mrs.,0,0.0,0,0.0
Hum Aapke Hain Koun..!,pooja,8,63.5,75,0.8466666666666667
Hum Aapke Hain Koun..!,nisha,19,1002.1666666666666,168,5.965277777777778
Hum Aapke Hain Koun..!,sister,2,15.0,7,2.142857142857143
Hum Aapke Hain Koun..!,rajesh,11,87.83333333333334,52,1.6891025641025643
Mohra,roma,6,146.33333333333331,56,2.6130952380952377
Mohra,singh,1,82.0,23,3.5652173913043477
Krantiveer,megha,4,57.0,35,1.6285714285714286
Krantiveer,mamta,3,22.0,23,0.9565217391304348
Raja Babu,madhu,11,497.3333333333333,70,7.104761904761904
Main Khiladi Tu Anari,deepak,26,1016.4499999999999,197,5.159644670050761
Main Khiladi Tu Anari,mona,10,937.6666666666666,81,11.576131687242798
Main Khiladi Tu Anari,basanti,5,141.0,119,1.184873949579832
Garam Hawa,mother,7,1155.0333333333344,112,10.312797619047629
Garam Hawa,amina,16,602.3333333333334,184,3.273550724637681
Aatish: Feel the Fire,mother,2,204.0,35,5.828571428571428
Gehri Chaal,hema,7,755.6666666666666,81,9.329218106995885
Gehri Chaal,daughter,1,26.666666666666668,10,2.666666666666667
Suhaag,madhu,0,13.0,7,1.8571428571428572
Suhaag,mother,0,118.66666666666667,30,3.9555555555555557
Suhaag,asha,0,11.0,5,2.2
Suhaag,pooja,0,0.0,5,0.0
Dilwale,sapna,20,561.4666666666667,250,2.2458666666666667
Dilwale,jyoti,1,0.0,11,0.0
1942: A Love Story,pathak,11,398.5,78,5.108974358974359
Hanste Zakhm,mother,1,59.66666666666666,21,2.841269841269841
Hanste Zakhm,police,3,0.0,13,0.0
Hanste Zakhm,rekha,21,362.5,149,2.4328859060402683
Hanste Zakhm,chanda,12,102.16666666666666,97,1.0532646048109964
Hanste Zakhm,girl,2,18.333333333333332,9,2.0370370370370368
Hanste Zakhm,daughter,7,164.0,53,3.0943396226415096
Aa Gale Lag Jaa,girl,0,51.5,12,4.291666666666667
Aa Gale Lag Jaa,urmila,0,556.3333333333334,70,7.947619047619048
Heera Panna,reema,3,34.0,26,1.3076923076923077
Heera Panna,panna,3,16.0,23,0.6956521739130435
Heera Panna,sister,1,12.0,7,1.7142857142857142
Aag,laxmi,0,873.0,92,9.48913043478261
Aag,barkha,0,0.0,24,0.0
Aag,sister,0,38.0,7,5.428571428571429
Hindustan Ki Kasam,mohini,9,245.0,85,2.8823529411764706
Aao Pyaar Karen,woman,2,132.83333333333334,37,3.5900900900900905
Aao Pyaar Karen,raja,11,496.1666666666667,114,4.35233918128655
Aao Pyaar Karen,anjali,4,13.0,26,0.5
Aao Pyaar Karen,sonu,1,0.0,8,0.0
Aao Pyaar Karen,rai,2,110.0,9,12.222222222222221
Aao Pyaar Karen,chhaya,3,262.6666666666667,47,5.588652482269504
Honeymoon,madhu,5,26.0,58,0.4482758620689655
Andaz,girl,0,9.0,4,2.25
Andaz,saraswati,0,8.0,43,0.18604651162790697
Andaz,jaya,0,154.0,74,2.081081081081081
Andaz Apna Apna,raveena,14,677.0,81,8.358024691358025
Andaz Apna Apna,karishma,5,55.5,24,2.3125
Andaz Apna Apna,girl,0,0.0,0,0.0
Anjaam,mother,2,11.833333333333332,12,0.986111111111111
Anjaam,shivani,65,1733.9166666666665,490,3.5386054421768702
Anjaam,sister,2,156.33333333333331,18,8.685185185185183
Joshila,shalini,9,0.0,104,0.0
Joshila,daughter,1,36.0,8,4.5
Bandit Queen,phoolan,0,916.0999999999999,457,2.0045951859956235
Chaand Kaa Tukdaa,girl,2,573.0000000000001,46,12.456521739130437
Kahani Kismat Ki,mother,1,253.5,13,19.5
Kahani Kismat Ki,woman,1,39.99999999999999,31,1.290322580645161
Chauraha,sister,1,18.0,7,2.5714285714285716
Keemat,mohan,0,51.0,22,2.3181818181818183
Keemat,ajay,0,0.0,75,0.0
Kachche Dhaage,dhananjay,5,286.0,83,3.4457831325301207
Droh Kaal,sumitra,4,60.5,48,1.2604166666666667
Dulaara,priya,8,465.0,77,6.038961038961039
Dulaara,chauhan,18,739.1666666666666,165,4.479797979797979
Dulaara,girl,0,0.0,0,0.0
Dulaara,sister,2,157.0,18,8.722222222222221
Loafer,anju,6,66.0,46,1.434782608695652
Ekka Raja Rani,barkha,10,144.5,80,1.80625
Ekka Raja Rani,vicky,2,74.0,38,1.9473684210526316
Manchali,girl,1,155.83333333333334,20,7.791666666666667
Ghar Ki Izzat,radhika,4,55.0,31,1.7741935483870968
Ghar Ki Izzat,sister,2,144.0,29,4.9655172413793105
Mera Desh Mera Dharam,woman,0,0.0,0,0.0
Hum Hain Bemisaal,maria,4,116.0,35,3.3142857142857145
Naina,naina,8,0.0,99,0.0
Naina,young,6,0.0,43,0.0
Naina,shah,1,368.5,29,12.706896551724139
Namak Haraam,vicky,3,0.0,25,0.0
Khudai,padmini,6,109.33333333333333,57,1.9181286549707601
Saudagar,phoolbanu,2,58.0,20,2.9
Saudagar,daughter,1,7.0,4,1.75
Laadla,kaajal,0,114.0,65,1.7538461538461538
Laadla,mother,0,239.38333333333333,37,6.469819819819819
Laadla,sheetal,0,3580.683333333335,330,10.85055555555556
Zanjeer,mala,26,503.1666666666668,196,2.5671768707483
36 Ghante,kamini,1,0.0,5,0.0
Mammo,sister,3,62.166666666666664,20,3.1083333333333334
Mohra,roma,6,146.83333333333331,56,2.6220238095238093
Aahat,woman,1,50.5,13,3.8846153846153846
Nazar Ke Samne,sister,1,112.0,16,7.0
Ajanabee,woman,1,226.0,25,9.04
Ajanabee,deena,24,304.0,224,1.3571428571428572
Ajanabee,girl,2,257.7833333333333,19,13.56754385964912
Ajanabee,diwan,27,240.5,236,1.0190677966101696
Ajanabee,mother,2,48.0,17,2.823529411764706
Ajanabee,rashmi,19,303.5,216,1.4050925925925926
Prem Shakti,gauri,3,33.0,39,0.8461538461538461
Prem Yog,woman,2,61.0,12,5.083333333333333
Prem Yog,anita,3,80.0,30,2.6666666666666665
Ankur,saru,9,330.0,81,4.074074074074074
Ankur,lakshmi,33,529.5,236,2.2436440677966103
Sangdil Sanam,mother,5,57.0,33,1.7272727272727273
Sangdil Sanam,girl,2,221.0,24,9.208333333333334
Sangdil Sanam,sanam,16,76.0,175,0.4342857142857143
Teesra Kaun?,woman,2,43.0,12,3.5833333333333335
Badi Maa,hema,3,112.0,37,3.027027027027027
Badi Maa,girl,1,151.5,18,8.416666666666666
Badi Maa,daughter,3,18.5,27,0.6851851851851852
The Gentleman,juhi,0,0.0,44,0.0
Udhaar Ki Zindagi,woman,2,118.33333333333333,17,6.96078431372549
Udhaar Ki Zindagi,vasudev,9,312.5,71,4.401408450704225
Woh Chokri,girl,4,295.6666666666667,61,4.846994535519126
Woh Chokri,mother,5,457.00000000000006,78,5.8589743589743595
Woh Chokri,daughter,6,103.5,49,2.1122448979591835
Benaam,sheela,1,0.0,12,0.0
Yaar Gaddar,saif,10,290.0,87,3.3333333333333335
Yeh Dillagi,mother,0,179.66666666666666,52,3.455128205128205
Yeh Dillagi,sapna,0,266.5,142,1.8767605633802817
Yeh Dillagi,girl,0,88.5,22,4.0227272727272725
Yeh Dillagi,vicky,0,32.0,156,0.20512820512820512
Bidaai,padma,6,117.0,65,1.8
Bidaai,gauri,4,22.0,28,0.7857142857142857
Bidaai,parvati,3,175.0,35,5.0
Call Girl,mother,1,0.0,32,0.0
Call Girl,woman,1,183.0,27,6.777777777777778
Call Girl,sonachand,4,0.0,72,0.0
Call Girl,kamini,11,72.0,86,0.8372093023255814
Call Girl,maya,13,4407.573448773448,81,54.41448702189442
Zakhmi Dil,vandana,0,474.0,58,8.172413793103448
Zakhmi Dil,gayatri,0,165.0,74,2.22972972972973
Zakhmi Dil,guddi,0,22.0,30,0.7333333333333333
Zakhmi Dil,mala,0,107.5,25,4.3
Chor Machaye Shor,rekha,6,302.0,86,3.511627906976744
Chor Machaye Shor,girl,1,48.0,6,8.0
Chor Machaye Shor,vijay,12,144.0,103,1.3980582524271845
Chowkidar,girl,3,52.33333333333334,28,1.8690476190476193
Chowkidar,bela,4,46.0,36,1.2777777777777777
Chowkidar,lala,7,106.0,85,1.2470588235294118
Chowkidar,radha,10,218.0,75,2.9066666666666667
Chowkidar,dinanath,3,137.0,49,2.795918367346939
Chowkidar,sister,6,746.0,72,10.36111111111111
Dilwale Dulhania Le Jayenge,simran,58,723.3333333333334,320,2.260416666666667
Dilwale Dulhania Le Jayenge,mother,4,136.39999999999998,68,2.005882352941176
Karan Arjun,sonia,13,442.4666666666666,141,3.1380614657210395
Karan Arjun,woman,1,144.0,19,7.578947368421052
Karan Arjun,durga,31,424.33333333333337,244,1.7390710382513663
Karan Arjun,bindiya,1,743.8333333333333,34,21.877450980392155
Barsaat,tina,13,226.5,87,2.603448275862069
Rangeela,mili,12,150.0,131,1.1450381679389312
Rangeela,daughter,1,76.0,12,6.333333333333333
Sabse Bada Khiladi,gomti,3,42.166666666666664,32,1.3177083333333333
Sabse Bada Khiladi,jamna,16,2028.1666666666667,131,15.482188295165395
Sabse Bada Khiladi,sunita,9,558.6666666666665,110,5.078787878787877
Dost,kaajal,2,0.0,32,0.0
Trimurti,satyadevi,6,0.0,26,0.0
Ram Jaane,bela,8,548.6666666666667,92,5.96376811594203
Dulhan,radha,19,170.0,110,1.5454545454545454
Dulhan,daughter,1,6.0,3,2.0
Akele Hum Akele Tum,kiran,27,618.8333333333334,228,2.714181286549708
