MOVIE NAME, CAST, MENTIONS, TOTAL CENTRALITY, COUNT, AVERAGE CENTRALITY
Badmaash Company,kher,1,53.366666666666674,10,5.336666666666668
Badmaash Company,man,1,69.08333333333333,11,6.28030303030303
Ghar,vikas,8,147.0,66,2.227272727272727
Bumm Bumm Bole,pinu,29,3676.8166666666666,282,13.038356973995272
Bumm Bumm Bole,khogiram,2,177.0,36,4.916666666666667
Bumm Bumm Bole,father,2,296.5,47,6.308510638297872
Kushti,chander,3,0.0,27,0.0
Kushti,father,1,70.0,25,2.8
Kushti,avtar,5,0.0,75,0.0
Kites,tony,11,534.7,100,5.347
Kites,robin,3,6.0,35,0.17142857142857143
Kites,jai,26,399.9333333333333,201,1.9897180762852402
Kites,bob,2,286.0,23,12.434782608695652
Kites,brother,1,712.4333333333333,31,22.981720430107526
Kites,jamaal,3,66.0,28,2.357142857142857
Karmayogi,son,4,304.3333333333333,34,8.950980392156863
Karmayogi,shankar,11,142.66666666666666,93,1.5340501792114694
Karmayogi,father,2,94.42500000000001,19,4.969736842105264
Karmayogi,mohan,7,8015.333333333334,41,195.4959349593496
Karmayogi,ajay,2,30.333333333333332,28,1.0833333333333333
Karmayogi,keshav,2,0.0,18,0.0
Raajneeti,sooraj,15,649.0,194,3.345360824742268
Raajneeti,father,4,203.16666666666669,56,3.6279761904761907
Raajneeti,chandra,13,1333.8333333333335,104,12.825320512820515
Raajneeti,sanyal,1,14.0,5,2.8
Raajneeti,gopal,4,98.0,40,2.45
Raajneeti,veerendra,14,311.0,111,2.8018018018018016
Raajneeti,prithvi,10,73.5,169,0.4349112426035503
Raajneeti,virendra,6,0.0,19,0.0
Raajneeti,samar,29,446.3333333333333,278,1.605515587529976
Raajneeti,son,5,763.9999999999999,82,9.317073170731707
Raajneeti,pratap,6,311.0,56,5.553571428571429
Raajneeti,rai,2,80.0,10,8.0
Raajneeti,brij,1,0.0,5,0.0
Kasme Vaade,shankar,9,163.83333333333331,66,2.482323232323232
Kasme Vaade,shanker,1,0.0,36,0.0
Kasme Vaade,vijayendra,1,0.0,10,0.0
Kasme Vaade,amit,9,123.0,65,1.8923076923076922
Kasme Vaade,raju,13,218.5,178,1.2275280898876404
Khatta Meetha,homi,6,0.0,44,0.0
Khatta Meetha,soli,1,48.5,18,2.6944444444444446
Raavan,sanjeevani,16,1022.5,118,8.665254237288135
Raavan,mangal,6,3.0,58,0.05172413793103448
Raavan,dev,30,2086.5,248,8.413306451612904
Raavan,hemant,4,136.16666666666666,49,2.77891156462585
Raavan,brother,1,118.0,18,6.555555555555555
Raavan,kumar,2,53.0,20,2.65
Mr. Singh / Mrs. Mehta,man,2,67.0,36,1.8611111111111112
Mr. Singh / Mrs. Mehta,slowly,6,0.0,37,0.0
Mr. Singh / Mrs. Mehta,ashwin,21,444.0,192,2.3125
I Hate Luv Storys,a,19,0.0,84,0.0
I Hate Luv Storys,jay,19,414.66666666666663,162,2.559670781893004
I Hate Luv Storys,raj,7,33.0,46,0.717391304347826
Khoon Ki Pukaar,son,2,28.5,9,3.1666666666666665
Khoon Ki Pukaar,amrit,4,1937.5,65,29.807692307692307
Khoon Ki Pukaar,singh,2,226.0,61,3.7049180327868854
Milenge Milenge,immy,2,0.0,28,0.0
Milenge Milenge,amit,18,295.5,192,1.5390625
Main Tulsi Tere Aangan Ki,rajnath,6,152.0,70,2.1714285714285713
Main Tulsi Tere Aangan Ki,man,1,243.0,30,8.1
Main Tulsi Tere Aangan Ki,ajay,11,458.4,126,3.638095238095238
Main Tulsi Tere Aangan Ki,brother,4,78.0,17,4.588235294117647
Tere Bin Laden,osama,7,73.0,51,1.4313725490196079
Tere Bin Laden,ted,6,91.0,54,1.6851851851851851
Tere Bin Laden,his,8,44.0,80,0.55
Tere Bin Laden,usman,3,0.0,38,0.0
Tere Bin Laden,ali,23,944.5,199,4.7462311557788945
Udaan,rohan,99,1976.1666666666667,701,2.8190679980979554
Udaan,father,29,1794.7857142857151,437,4.107061131088593
Udaan,an,99,133.0,71,1.8732394366197183
Muqaddar Ka Sikander,sikandar,1,3658.7500000000005,414,8.837560386473431
Muqaddar Ka Sikander,vishal,17,425.5,140,3.039285714285714
Muqaddar Ka Sikander,d.,1,0.0,0,0.0
Muqaddar Ka Sikander,darvesh,1,0.0,27,0.0
Muqaddar Ka Sikander,boy,3,136.66666666666663,78,1.7521367521367517
Muqaddar Ka Sikander,dilawar,8,244.83333333333334,75,3.2644444444444445
Muqaddar Ka Sikander,ramnath,11,632.0,94,6.723404255319149
Muqaddar Ka Sikander,man,1,48.0,6,8.0
Khatta Meetha,azad,0,307.0,204,1.5049019607843137
Khatta Meetha,suhas,0,0.0,29,0.0
Khatta Meetha,sanjay,0,253.5,119,2.130252100840336
Khatta Meetha,father,0,20.233333333333334,56,0.3613095238095238
Khatta Meetha,sachin,0,1387.7666666666667,305,4.5500546448087436
Khatta Meetha,man,0,343.1666666666667,33,10.3989898989899
Khatta Meetha,brother,0,391.85714285714283,55,7.124675324675324
Once Upon a Time in Mumbaai,wilson,23,920.1666666666667,305,3.0169398907103826
Once Upon a Time in Mumbaai,father,2,94.53333333333335,65,1.4543589743589747
Once Upon a Time in Mumbaai,sultan,33,965.1666666666666,294,3.2828798185941044
Once Upon a Time in Mumbaai,khan,5,1163.1666666666665,97,11.991408934707902
Once Upon a Time in Mumbaai,shoaib,42,1939.966666666667,453,4.282487122884475
Once Upon a Time in Mumbaai,man,4,233.6666666666667,53,4.4088050314465415
Once Upon a Time in Mumbaai,mirza,18,1930.3666666666668,211,9.148657187993681
Once Upon a Time in Mumbaai,boy,1,35.833333333333336,19,1.8859649122807018
Once Upon a Time in Mumbaai,acp,3,175.6,71,2.473239436619718
Aisha,randhir,9,268.0,73,3.671232876712329
Aisha,singh,1,89.66666666666666,12,7.472222222222221
Aisha,arjun,9,275.16666666666663,98,2.8078231292517004
Help,vic,13,615.0,160,3.84375
Help,aditya,7,341.0,87,3.9195402298850577
Peepli Live,the,43,0.0,443,0.0
Peepli Live,natha,30,2580.25,338,7.633875739644971
Peepli Live,rakesh,7,321.3333333333333,98,3.27891156462585
Lafangey Parindey,nandu,3,0.0,20,0.0
Lafangey Parindey,one,1,349.5,23,15.195652173913043
Hello Darling,boss,2,147.5,20,7.375
Hello Darling,nikhil,3,0.0,31,0.0
Aashayein,actor,1,0.0,11,0.0
Aashayein,singer,1,30.0,7,4.285714285714286
Aashayein,rahul,44,935.2333333333333,446,2.096935724962631
Aashayein,shreyas,1,0.0,10,0.0
Aashayein,govinda,4,454.3,47,9.66595744680851
Aashayein,talpade,1,51.0,12,4.25
Satyam Shivam Sundaram,the,27,69.0,218,0.3165137614678899
Satyam Shivam Sundaram,rajeev,13,93.33333333333331,89,1.048689138576779
Soch Lo,baba,13,451.16666666666663,82,5.502032520325203
Soch Lo,harry,4,120.0,40,3.0
Soch Lo,pali,3,0.0,17,0.0
Soch Lo,man,1,88.0,11,8.0
Shalimar,s.s.,0,0.0,0,0.0
Shalimar,raja,3,158.0,33,4.787878787878788
Shalimar,john,4,179.0,49,3.6530612244897958
Shalimar,kumar,7,358.0,111,3.225225225225225
We Are Family,aman,11,207.33333333333331,150,1.382222222222222
The Film Emotional Atyachar,joe,2,125.66666666666667,24,5.236111111111112
The Film Emotional Atyachar,leslie,1,0.0,22,0.0
Tere Pyar Mein,boy,1,209.16666666666666,19,11.008771929824562
Tere Pyar Mein,ali,7,174.5,61,2.860655737704918
Dabangg,stepfather,7,66.83333333333333,46,1.4528985507246375
Dabangg,father,7,510.18809523809534,161,3.168870156758356
Dabangg,dayal,3,0.0,17,0.0
Dabangg,chulbul,42,485.3333333333333,262,1.852417302798982
Dabangg,boy,1,142.0,22,6.454545454545454
Robot,bohra,11,1017.1666666666667,137,7.424574209245742
Robot,vaseegaran,25,1210.3333333333333,359,3.371402042711235
Robot,chitti,31,579.0,341,1.6979472140762464
Trishna,vinod,7,151.0,52,2.9038461538461537
Trishna,dr.,0,0.0,0,0.0
Trishna,sunil,3,59.0,44,1.3409090909090908
Trishna,man,2,133.5,36,3.7083333333333335
Anjaana Anjaani,kunal,6,80.66666666666666,37,2.18018018018018
Anjaana Anjaani,akash,28,360.0,252,1.4285714285714286
Anjaana Anjaani,guard,3,19.5,15,1.3
Khichdi: The Movie,,0,0.0,0,0.0
Khichdi: The Movie,babuji,2,300.0,36,8.333333333333334
Khichdi: The Movie,sheth,1,349.3333333333333,29,12.045977011494251
Khichdi: The Movie,himanshu,14,1495.6666666666665,172,8.695736434108527
Khichdi: The Movie,chandrakant,1,0.0,29,0.0
Khichdi: The Movie,praful,2,170.5,30,5.683333333333334
Trishul,father,2,166.0,21,7.904761904761905
Trishul,ravi,3,264.0,24,11.0
Trishul,raj,14,63.0,97,0.6494845360824743
Trishul,gupta,2,137.16666666666666,44,3.117424242424242
Trishul,vijay,21,218.5,185,1.181081081081081
Trishul,balwant,4,95.0,39,2.4358974358974357
Crook,suraj,0,2106.8444444444444,282,7.471079590228526
Crook,jai,0,17.0,51,0.3333333333333333
Crook,samarth,0,710.7333333333333,145,4.901609195402299
Crook,latti,0,103.66666666666666,13,7.974358974358974
Crook,romi,0,324.1666666666667,96,3.376736111111111
Tumhare Liye,prakash,8,8.0,48,0.16666666666666666
Aakrosh,police,0,333.0,35,9.514285714285714
Aakrosh,sidhant,0,85.0,29,2.9310344827586206
Aakrosh,pratap,0,444.3333333333333,98,4.534013605442176
Aakrosh,siddhant,0,212.0,46,4.608695652173913
Kajraare,avtaar,6,173.33333333333331,59,2.9378531073446323
Kajraare,man,2,36.0,16,2.25
Kajraare,rajiv,45,284.33333333333337,313,0.9084132055378062
Kajraare,boy,1,220.0,22,10.0
Kajraare,rocky,10,62.0,53,1.169811320754717
Kajraare,babbar,8,119.0,33,3.606060606060606
Aangan Ki Kali,anmol,2,42.0,20,2.1
Hisss,george,9,279.33333333333337,118,2.3672316384180796
Hisss,american,10,8.0,99,0.08080808080808081
Jhootha Hi Sahi,siddharth,1,107.5,17,6.323529411764706
Jhootha Hi Sahi,kabir,5,0.0,25,0.0
Jhootha Hi Sahi,sid,1,355.58333333333337,171,2.0794346978557505
Jhootha Hi Sahi,fidato,7,361.5,48,7.53125
Aatish,anand,9,520.0,109,4.770642201834862
Aatish,son,3,58.83333333333333,33,1.7828282828282827
Aatish,mr.,0,0.0,0,0.0
Aatish,man,1,28.0,6,4.666666666666667
Aatish,rai,9,435.16666666666663,164,2.6534552845528454
Nakshatra,ajay,3,0.0,15,0.0
Nakshatra,sharad,0,0.0,0,0.0
Golmaal 3,puppy,6,573.152380952381,75,7.642031746031747
Golmaal 3,gopal,5,418.6023809523809,67,6.24779673063255
Golmaal 3,pritam,9,650.6666666666664,131,4.9669211195928735
Amar Deep,ramu,3,41.0,27,1.5185185185185186
Amar Deep,raja,14,1495.3214285714282,143,10.456793206793204
Amar Deep,kishan,13,2188.6666666666665,86,25.449612403100772
Action Replayy,son,1,269.33333333333337,20,13.466666666666669
Action Replayy,kundan,6,18.0,62,0.2903225806451613
Action Replayy,kishen,18,498.5,149,3.3456375838926173
Action Replayy,bunty,23,133.0,246,0.540650406504065
Action Replayy,anthony,10,201.0,95,2.1157894736842104
A Flat,rahul,11,192.0,145,1.3241379310344827
A Flat,father,3,62.0,44,1.4090909090909092
A Flat,varma,2,0.0,22,0.0
A Flat,karan,15,452.5,129,3.507751937984496
Ramaa: The Saviour,will,4,0.0,40,0.0
Ramaa: The Saviour,ramaa,3,0.0,59,0.0
Ramaa: The Saviour,man,1,425.16666666666663,36,11.810185185185183
Guzaarish,mascarenhas,2,103.16666666666666,27,3.8209876543209873
Guzaarish,son,1,13.5,4,3.375
Guzaarish,ethan,43,2678.2999999999997,330,8.116060606060605
Guzaarish,devyani,2,0.0,24,0.0
Guzaarish,man,3,1358.0,63,21.555555555555557
Guzaarish,siddiqui,1,52.0,19,2.736842105263158
Baton Baton Mein,tony,13,106.0,126,0.8412698412698413
Baton Baton Mein,braganza,1,120.0,19,6.315789473684211
Baton Baton Mein,tom,4,0.0,54,0.0
Baton Baton Mein,man,1,10.0,5,2.0
Baton Baton Mein,brother,1,130.0,24,5.416666666666667
Shahrukh Bola "Khoobsurat Hai Tu",khan,3,46.5,20,2.325
Bin Phere Hum Tere,debu,3,0.0,23,0.0
Bin Phere Hum Tere,jagdish,3,63.0,36,1.75
Bin Phere Hum Tere,raju,4,0.0,43,0.0
Break Ke Baad,father,3,63.0,26,2.423076923076923
Break Ke Baad,abhay,18,520.3333333333333,159,3.272536687631027
Khuda Kasam,sunny,2,0.0,27,0.0
Khelein Hum Jee Jaan Sey,nirmal,6,0.0,89,0.0
Khelein Hum Jee Jaan Sey,masterda,15,535.8333333333334,207,2.588566827697263
Khelein Hum Jee Jaan Sey,haripada,1,213.0,27,7.888888888888889
Cinema Cinema,actor,22,118.5,24,4.9375
Cinema Cinema,a,22,0.0,162,0.0
Cinema Cinema,balakrishnan,59,5871.595238095239,473,12.413520587939196
Cinema Cinema,srinivasan,8,147.0,59,2.4915254237288136
Cinema Cinema,shanmugham,5,366.49999999999994,73,5.020547945205479
Cinema Cinema,ashok,36,18.0,373,0.04825737265415549
Phas Gaye Re Obama,bhai,12,0.0,108,0.0
Phas Gaye Re Obama,minister,10,416.8333333333335,86,4.8468992248062035
Phas Gaye Re Obama,anni,13,639.0,125,5.112
Phas Gaye Re Obama,om,26,1303.2333333333336,288,4.525115740740741
Phas Gaye Re Obama,ali,3,206.5,23,8.978260869565217
Band Baaja Baaraat,father,2,135.8380952380952,58,2.342036124794745
Band Baaja Baaraat,chetan,6,68.5,63,1.0873015873015872
Band Baaja Baaraat,bittoo,38,1190.6190476190477,441,2.6998164345103124
No Problem,yash,16,436.5,143,3.0524475524475525
No Problem,marcos,14,250.5,99,2.5303030303030303
No Problem,father,2,131.5,29,4.5344827586206895
No Problem,zandulal,6,75.5,76,0.993421052631579
No Problem,raj,19,259.5,169,1.5355029585798816
No Problem,singh,1,93.5,13,7.1923076923076925
No Problem,arjun,5,60.0,59,1.0169491525423728
Payback,insurance,1,0.0,14,0.0
Payback,raghu,5,103.0,29,3.5517241379310347
Payback,kunal,10,369.3333333333333,63,5.862433862433862
Kaalo,sameer,10,1263.3333333333333,121,10.440771349862258
Do Shikaari,,0,0.0,0,0.0
Do Shikaari,ranjeet,2,30.0,56,0.5357142857142857
Do Shikaari,father,1,65.0,16,4.0625
Mirch,nitin,5,277.6666666666667,64,4.338541666666667
Mirch,asu,12,148.0,161,0.9192546583850931
Mirch,kashi,8,582.5,82,7.103658536585366
Mirch,the,107,0.0,803,0.0
Mirch,maanav,11,48.0,118,0.4067796610169492
Mirch,raja,1,0.0,15,0.0
Mirch,man,16,306.66666666666663,55,5.575757575757575
Tees Maar Khan,tabrez,30,1185.0166666666669,287,4.12897793263647
Tees Maar Khan,villager,0,0.0,0,0.0
Tees Maar Khan,khan,3,209.0,22,9.5
Tees Maar Khan,kapoor,2,1055.0,60,17.583333333333332
Isi Life Mein,vivaan,19,1517.788095238095,283,5.3632088170957415
Isi Life Mein,father,8,2051.0126984126987,231,8.878842850271424
Isi Life Mein,rj,18,4040.8130952380943,262,15.422950745183567
Toonpur Ka Super Hero,actor,1,570.6666666666666,27,21.1358024691358
Toonpur Ka Super Hero,son,4,137.33333333333331,38,3.614035087719298
Toonpur Ka Super Hero,bolly,4,0.0,20,0.0
Toonpur Ka Super Hero,aditya,10,491.0,132,3.7196969696969697
Ada... A Way of Life,father,2,336.0833333333334,37,9.083333333333336
Ada... A Way of Life,anil,6,0.0,43,0.0
Gol Maal,ramprasad,10,26.0,73,0.3561643835616438
Gol Maal,dr.,0,0.0,0,0.0
Gol Maal,shankar,7,223.33333333333331,74,3.018018018018018
Gol Maal,ram,10,185.0,119,1.5546218487394958
The Great Gambler,saxena,5,465.0,47,9.893617021276595
The Great Gambler,jai,8,523.8761904761905,135,3.880564373897707
The Great Gambler,nath,2,49.0,38,1.2894736842105263
The Great Gambler,ratan,4,1561.0,36,43.361111111111114
The Great Gambler,vijay,14,758.0,109,6.954128440366972
Hamare Tumhare,widower,4,0.0,26,0.0
Chandni Chowk to China,trickster,3,0.0,20,0.0
Chandni Chowk to China,dada,2,4.0,13,0.3076923076923077
Chandni Chowk to China,father,2,52.0,10,5.2
Chandni Chowk to China,hojo,10,414.0,69,6.0
Chandni Chowk to China,sidhu,12,303.0,151,2.006622516556291
Raaz  The Mystery Continues,kalindi,6,232.0,111,2.09009009009009
Raaz  The Mystery Continues,yash,15,1363.1666666666667,174,7.834291187739464
Raaz  The Mystery Continues,pratap,2,100.0,35,2.857142857142857
Raaz  The Mystery Continues,veer,5,14.0,73,0.1917808219178082
Raaz  The Mystery Continues,man,1,60.0,11,5.454545454545454
Raaz  The Mystery Continues,prithvi,43,650.6666666666667,298,2.1834451901565997
Luck by Chance,actor,4,111.0,56,1.9821428571428572
Luck by Chance,satish,9,95.5,116,0.8232758620689655
Luck by Chance,vikram,51,1569.3833333333328,437,3.5912662090007617
Luck by Chance,abhimanyu,2,116.0,35,3.3142857142857145
Luck by Chance,khan,1,793.7333333333333,35,22.67809523809524
Luck by Chance,jaisingh,1,337.0000000000001,38,8.868421052631582
Hum Tere Ashiq Hain,anand,6,28.0,72,0.3888888888888889
Hum Tere Ashiq Hain,thakur,6,348.0,77,4.51948051948052
Victory,vijay,48,2196.5,279,7.872759856630824
Victory,ram,5,20.0,40,0.5
Chal Chala Chal,sunder,1,51.0,12,4.25
Chal Chala Chal,deepak,9,378.0,82,4.609756097560975
Chal Chala Chal,father,4,73.0,30,2.433333333333333
Billu,sahir,22,511.6666666666667,149,3.434004474272931
Billu,daamchand,1,268.0,22,12.181818181818182
Billu,father,2,69.0,15,4.6
Billu,khan,1,75.0,12,6.25
Billu,billu,33,1512.4166666666665,274,5.519768856447688
Billu,bollywood,1,0.0,12,0.0
Billu,boy,1,36.0,6,6.0
Jaani Dushman,man,2,210.83333333333334,24,8.784722222222223
The Stoneman Murders,satam,6,376.33333333333337,84,4.48015873015873
The Stoneman Murders,superior,1,0.0,13,0.0
The Stoneman Murders,kamble,7,424.5,141,3.0106382978723403
The Stoneman Murders,sanjay,21,430.0,194,2.216494845360825
The Stoneman Murders,kedar,5,547.0,58,9.431034482758621
The Stoneman Murders,man,8,1394.9999999999998,68,20.51470588235294
The Stoneman Murders,shelar,1,199.0,16,12.4375
Janata Havaldar,man,1,1002.9999999999998,40,25.074999999999996
Delhi-6,mamdu,4,91.66666666666666,36,2.546296296296296
Delhi-6,suresh,7,161.0,42,3.8333333333333335
Delhi-6,madangopal,7,104.5,54,1.9351851851851851
Delhi-6,gobar,4,612.1666666666667,97,6.310996563573884
Delhi-6,ranvijay,1,443.3333333333334,30,14.77777777777778
Delhi-6,ali,2,0.0,47,0.0
13B,manohar,25,210.0,236,0.8898305084745762
13B,brother,3,108.5,45,2.411111111111111
13B,dr,4,8.0,24,0.3333333333333333
Jhoota Kahin Ka,vikram,8,895.8999999999999,84,10.66547619047619
Jhoota Kahin Ka,father,1,65.0,9,7.222222222222222
Jhoota Kahin Ka,rai,1,0.0,42,0.0
Jhoota Kahin Ka,ajay,5,161.0,82,1.9634146341463414
Jhoota Kahin Ka,jagatnarain,1,0.0,19,0.0
Dhoondte Reh Jaaoge,anand,12,778.0,164,4.7439024390243905
Dhoondte Reh Jaaoge,ratan,5,6.0,87,0.06896551724137931
Dhoondte Reh Jaaoge,raj,19,2001.5,237,8.445147679324894
Jurmana,a,10,0.0,67,0.0
Jurmana,prakash,5,249.33333333333331,72,3.462962962962963
Jurmana,rama,16,593.0,142,4.176056338028169
Jurmana,inder,29,665.0,189,3.5185185185185186
Jurmana,daya,3,0.0,35,0.0
Jai Veeru,tejpal,7,205.0,45,4.555555555555555
Jai Veeru,jai,8,121.0,61,1.9836065573770492
Jai Veeru,veeru,15,261.0,99,2.6363636363636362
Kaala Patthar,mangal,0,299.0,96,3.1145833333333335
Kaala Patthar,dhanraj,0,285.0,51,5.588235294117647
Kaala Patthar,vijay,0,1634.1666666666665,199,8.211892797319932
Little Zizou,pressvala,4,30.0,37,0.8108108108108109
Little Zizou,xerxes,3,169.0,35,4.828571428571428
Gulaal,dushyant,21,864.25,169,5.113905325443787
Gulaal,boy,1,60.5,9,6.722222222222222
Gulaal,kunal,3,113.33333333333334,56,2.023809523809524
Gulaal,raman,2,29.0,19,1.5263157894736843
Aloo Chaat,nikhil,15,499.25,142,3.515845070422535
Aloo Chaat,father,3,69.33333333333333,68,1.0196078431372548
Khandan,nanda,3,48.0,22,2.1818181818181817
Khandan,ravi,10,165.0,80,2.0625
Khandan,father,2,0.0,4,0.0
Khandan,vikas,6,4.0,35,0.11428571428571428
Barah Aana,aman,2,3.333333333333333,9,0.37037037037037035
Barah Aana,yadav,2,92.0,26,3.5384615384615383
Barah Aana,man,2,22.0,8,2.75
Barah Aana,shukla,11,202.33333333333331,85,2.380392156862745
Firaaq,sameer,4,0.0,36,0.0
Firaaq,saheb,2,80.66666666666667,42,1.9206349206349207
Firaaq,hanif,2,464.0,43,10.790697674418604
Firaaq,khan,4,12.0,60,0.2
Firaaq,deven,2,27.0,13,2.076923076923077
Straight,pinu,21,1639.4166666666663,210,7.80674603174603
Straight,rajat,4,376.16666666666663,81,4.644032921810699
Lok Parlok,amar,15,123.0,133,0.924812030075188
Aa Dekhen Zara,ray,16,680.5,119,5.718487394957983
Ek: The Power of One,nandu,12,545.6666666666667,149,3.6621923937360186
Ek: The Power of One,puran,22,2330.9999999999995,131,17.79389312977099
Ek: The Power of One,inspector,2,29.0,18,1.6111111111111112
8 x 10 Tasveer,jatin,9,893.0,74,12.067567567567568
8 x 10 Tasveer,son,1,16.0,4,4.0
8 x 10 Tasveer,adit,2,190.0,20,9.5
8 x 10 Tasveer,jai,26,272.5,267,1.0205992509363295
8 x 10 Tasveer,father,1,34.0,11,3.090909090909091
8 x 10 Tasveer,happi,8,101.0,131,0.7709923664122137
8 x 10 Tasveer,jeet,6,1074.8333333333333,74,14.524774774774773
Ek Se Bure Do,jagat,11,379.5,86,4.412790697674419
Ek Se Bure Do,dada,3,122.66666666666667,33,3.717171717171717
Mata Velankanni,sundaram,3,273.0,41,6.658536585365853
Mata Velankanni,son,2,112.0,25,4.48
Sikandar,sikandar,14,84.0,150,0.56
Sanam Teri Kasam,son,8,90.0,13,6.923076923076923
Sanam Teri Kasam,father,0,101.0,31,3.2580645161290325
Sanam Teri Kasam,gopal,8,72.99999999999999,32,2.2812499999999996
Sanam Teri Kasam,vijay,8,125.0,100,1.25
Kal Kissne Dekha,nihal,20,54.0,160,0.3375
Paying Guests,,0,0.0,0,0.0
Paying Guests,ronnie,6,38.0,111,0.34234234234234234
Paying Guests,ballu,11,206.0,182,1.1318681318681318
Paying Guests,jayesh,10,277.0,137,2.021897810218978
Paying Guests,parikshit,7,302.0,109,2.770642201834862
Paying Guests,bhavesh,9,325.0,124,2.620967741935484
Paying Guests,parag,7,330.5,139,2.3776978417266186
New York,son,1,14.0,4,3.5
New York,sameer,5,85.5,49,1.7448979591836735
New York,roshan,7,531.1666666666666,107,4.96417445482866
New York,omar,30,1291.833333333333,427,3.025370804059328
New York,man,2,902.3333333333333,38,23.745614035087716
New York,zilgai,8,0.0,67,0.0
New York,sam,5,3183.0,270,11.78888888888889
Kambakkht Ishq,lucky,13,1642.166666666667,159,10.328092243186585
Kambakkht Ishq,father,1,33.33333333333333,8,4.166666666666666
Kambakkht Ishq,viraj,13,231.5,198,1.1691919191919191
Kambakkht Ishq,man,0,0.0,0,0.0
Sankat City,ganpat,4,0.0,17,0.0
Shortkut,heartbroken,2,0.0,11,0.0
Shortkut,shekhar,12,553.6333333333332,126,4.393915343915343
Shortkut,raju,12,627.7,112,5.604464285714286
Jashnn,aman,2,631.6666666666667,67,9.427860696517413
Jashnn,akash,26,37514.13333333333,201,186.63747927031508
Jashnn,bajaj,4,1724.1666666666663,65,26.52564102564102
Jashnn,man,2,1869.1499999999996,58,32.22672413793103
Luck,mehra,1,40.56666666666667,51,0.7954248366013073
Luck,musa,13,1700.4999999999998,187,9.093582887700533
Luck,tamang,16,5579.271212121211,209,26.695077569957945
Luck,raghav,16,26.0,206,0.1262135922330097
Luck,singh,6,521.0,86,6.058139534883721
Luck,ram,31,4311.383333333335,399,10.805472013366755
Love Aaj Kal,jai,21,463.3333333333333,212,2.1855345911949686
Love Aaj Kal,veer,7,176.66666666666666,89,1.9850187265917603
Kaminey,lele,4,0.0,44,0.0
Kaminey,lobo,4,218.16666666666669,53,4.116352201257862
Kaminey,mikhail,4,113.33333333333336,40,2.833333333333334
Kaminey,guddu,33,851.5000000000001,273,3.1190476190476195
Kaminey,policemen,7,624.1666666666666,125,4.993333333333333
Kaminey,brother,3,503.83333333333337,42,11.996031746031747
Kaminey,charlie,39,1071.1666666666667,351,3.0517568850902186
Life Partner,darshan,1,0.0,20,0.0
Life Partner,father,15,1337.7166666666676,245,5.460068027210888
Life Partner,bhavesh,28,1597.2666666666669,347,4.603073967339098
Life Partner,karan,28,2020.0000000000011,344,5.872093023255817
Life Partner,jeet,10,1441.6666666666667,185,7.792792792792794
Life Partner,vijay,2,0.0,19,0.0
Daddy Cool,steven,17,738.3333333333333,103,7.168284789644012
Daddy Cool,father,2,11.833333333333332,10,1.1833333333333331
Daddy Cool,man,1,58.0,17,3.411764705882353
Daddy Cool,brian,6,62.0,42,1.4761904761904763
Daddy Cool,andrew,3,0.0,36,0.0
Kisaan,son,2,235.16666666666666,26,9.044871794871794
Kisaan,aman,1,6164.833333333333,126,48.92724867724868
Kisaan,jiggar,5,66.66666666666666,82,0.8130081300813007
Kisaan,man,1,12.0,6,2.0
Kisaan,brother,2,1.5,14,0.10714285714285714
Love Khichdi,vir,8,175.5,95,1.8473684210526315
Quick Gun Murugun,quick,5,0.0,104,0.0
Quick Gun Murugun,murugun,5,668.3333333333333,103,6.488673139158576
Yeh Mera India,rajpal,1,0.0,15,0.0
Yeh Mera India,son,1,99.0,19,5.2105263157894735
Yeh Mera India,biswas,6,152.66666666666669,84,1.8174603174603177
Yeh Mera India,yadav,2,36.0,38,0.9473684210526315
Three  Love Lies and Betrayal,rajeev,8,468.0,65,7.2
Three  Love Lies and Betrayal,benji,4,0.0,46,0.0
Aagey Se Right,father,2,27.5,13,2.1153846153846154
Aagey Se Right,waghmare,1,11.0,7,1.5714285714285714
Aagey Se Right,dinkar,15,133.0,129,1.0310077519379846
Aagey Se Right,terrorist,4,109.0,76,1.4342105263157894
Aagey Se Right,janu,14,79.0,120,0.6583333333333333
Chintu Ji,kapoor,1,324.0,21,15.428571428571429
Chintu Ji,rishi,8,647.0,81,7.987654320987654
Fox,mcnamara,10,388.16666666666663,141,2.7529550827423166
Fox,yashwant,28,194.5,225,0.8644444444444445
Fox,raj,3,0.0,45,0.0
Fox,man,1,225.5,15,15.033333333333333
Fox,arjun,69,3612.583333333334,542,6.66528290282903
Fox,deshmukh,1,277.5,17,16.323529411764707
Phir Kabhi,hari,9,101.0,92,1.0978260869565217
Phir Kabhi,son,2,80.0,22,3.6363636363636362
Vaada Raha,duke,4,31.0,54,0.5740740740740741
Vaada Raha,roshan,2,87.0,28,3.107142857142857
Vaada Raha,chawla,1,529.6666666666666,22,24.075757575757574
Vaada Raha,boy,1,78.0,12,6.5
Dil Bole Hadippa!,rohan,39,527.0,305,1.7278688524590164
Dil Bole Hadippa!,father,5,131.0,46,2.847826086956522
Dil Bole Hadippa!,veer,11,100.0,92,1.0869565217391304
Dil Bole Hadippa!,man,3,66.0,11,6.0
Wanted,bhai,11,349.0,110,3.172727272727273
Wanted,gani,17,76.0,117,0.6495726495726496
Wanted,radhe,17,268.33333333333337,117,2.2934472934472936
Wanted,father,3,63.0,14,4.5
