Movie Name, Cast Name, Total Centrality, Average Centrality
Shaapit,girl,71.5,1.8333333333333333
Hum Tum Aur Ghost,carol,8.0,1.3333333333333333
Hum Tum Aur Ghost,woman,12.0,2.4
Hum Tum Aur Ghost,sinha,0.0,0.0
Hum Tum Aur Ghost,gehna,92.0,2.1904761904761907
Mittal v/s Mittal,mother,57.33333333333333,2.4927536231884058
Mittal v/s Mittal,mitali,324.0,3.1153846153846154
Mittal v/s Mittal,karan,382.0,3.056
Mittal v/s Mittal,daughter,61.5,4.1
Prem Kaa Game,twinkle,0.0,0.0
Prem Kaa Game,girl,461.5,15.913793103448276
Prem Kaa Game,daughter,601.3333333333333,12.79432624113475
Well Done Abba,sakina,13.0,0.5909090909090909
Well Done Abba,muskaan,1646.0,8.148514851485148
Damaad,renu,69.0,4.3125
Pankh,baby,0.0,0.0
Pankh,girl,8.0,0.2962962962962963
Sadiyaan,mother,205.50000000000003,9.340909090909092
Sadiyaan,ishaan,528.3333333333333,5.620567375886524
Sadiyaan,benazir,0.0,0.0
Sadiyaan,chandni,61.0,2.259259259259259
Sadiyaan,amrit,2125.666666666667,17.423497267759565
Des Pardes,daughter,36.0,4.5
Prince - It's Showtime,priya,41.666666666666664,1.0162601626016259
Prince - It's Showtime,serena,77.5,3.369565217391304
Prince - It's Showtime,girl,163.5,6.8125
Prince - It's Showtime,maya,344.0,2.2933333333333334
Dillagi,phoolrenu,547.0,7.012820512820513
The Japanese Wife,miyage,515.8333333333334,5.429824561403509
The Japanese Wife,sandhya,8.0,0.4444444444444444
Phoonk 2,madhu,271.0,2.7653061224489797
Phoonk 2,arushi,0.0,0.0
Phoonk 2,arati,187.66666666666666,3.235632183908046
Don,dsp,112.49999999999999,2.6785714285714284
Don,roma,534.0,4.1395348837209305
Don,kamini,51.0,0.7846153846153846
Don,ramesh,35.0,2.0588235294117645
Don,d'silva,2087.583333333333,8.317065073041167
Apartment,preeti,116.0,1.1262135922330097
Apartment,neha,65.0,0.9701492537313433
Apartment,girl,51.0,7.285714285714286
Gaman,mother,24.0,4.0
Housefull,devika,293.16666666666663,3.961711711711711
Housefull,sandy,808.5,3.708715596330275
Housefull,hetal,194.0,1.3661971830985915
Housefull,sister,109.0,5.7368421052631575
Ganga Ki Saugandh,mother,22.166666666666668,0.963768115942029
Ganga Ki Saugandh,woman,69.0,6.9
Badmaash Company,bulbul,190.66666666666663,1.5376344086021503
Ghar,aarti,86.0,2.097560975609756
It's a Wonderful Afterlife,roopi,0.0,0.0
It's a Wonderful Afterlife,sethi,121.66666666666669,1.431372549019608
It's a Wonderful Afterlife,mrs,0.0,0.0
Bumm Bumm Bole,girl,154.0,3.7560975609756095
Kushti,daughter,156.5,12.038461538461538
Kites,woman,448.5,23.605263157894736
Kites,daughter,352.0,17.6
Kites,linda,338.5,2.708
Karmayogi,mother,1375.8452380952378,36.20645363408521
Karmayogi,woman,121.0,6.368421052631579
Karmayogi,durga,72.66666666666667,0.6264367816091955
Raajneeti,indu,36.0,0.4044943820224719
Raajneeti,sarah,25.0,0.7575757575757576
Raajneeti,mother,50.0,4.545454545454546
Raajneeti,daughter,10.0,1.4285714285714286
Kasme Vaade,suman,1324.2500000000002,12.733173076923078
Raavan,ragini,171.66666666666666,0.9229390681003584
Raavan,beera,1414.733333333333,3.4421735604217347
Raavan,munda,42.0,3.8181818181818183
Raavan,sister,89.0,5.235294117647059
Mr. Singh / Mrs. Mehta,neera,342.0,1.2346570397111913
Mr. Singh / Mrs. Mehta,woman,85.5,6.107142857142857
I Hate Luv Storys,simran,628.0,4.301369863013699
Khoon Ki Pukaar,dr.,0.0,0.0
Milenge Milenge,priya,1340.0,4.890510948905109
Milenge Milenge,sunita,0.0,0.0
Main Tulsi Tere Aangan Ki,woman,63.0,10.5
Main Tulsi Tere Aangan Ki,pratap,107.0,2.14
Main Tulsi Tere Aangan Ki,sanjukta,552.2666666666667,3.9447619047619047
Main Tulsi Tere Aangan Ki,tulsi,220.0,3.8596491228070176
Tere Bin Laden,zoya,696.8333333333334,15.485185185185186
Muqaddar Ka Sikander,woman,1385.0000000000002,26.13207547169812
Muqaddar Ka Sikander,zohra,208.0,2.2857142857142856
Muqaddar Ka Sikander,kaamna,806.3333333333334,4.857429718875502
Muqaddar Ka Sikander,the,453.5,1.477198697068404
Muqaddar Ka Sikander,fatima,1961.0000000000002,22.03370786516854
Khatta Meetha,anjali,1239.0,16.09090909090909
Once Upon a Time in Mumbaai,rehana,80.0,2.3529411764705883
Once Upon a Time in Mumbaai,girl,6.0,1.5
Aisha,woman,175.33333333333334,7.6231884057971016
Aisha,pinky,288.0,7.578947368421052
Aisha,shefali,1229.8,8.365986394557822
Aisha,aisha,3290.0555555555557,7.927844712182062
Help,carol,392.1666666666665,4.2168458781361995
Help,woman,49.0,3.0625
Help,pia,768.1666666666664,2.586419753086419
Help,girl,465.33333333333337,9.496598639455783
Help,dia,892.1666666666667,6.970052083333334
Peepli Live,nandita,55.0,1.0784313725490196
Lafangey Parindey,girl,75.0,5.0
Hello Darling,bhai,100.0,7.142857142857143
Hello Darling,satvari,566.6666666666666,10.493827160493826
Hello Darling,hardhik,340.66666666666663,2.089979550102249
Hello Darling,girl,0.0,0.0
Hello Darling,mansi,633.5,7.452941176470588
Life Express,mother,183.0,12.2
Life Express,mumbai-based,0.0,0.0
Life Express,gauri,50.83333333333333,1.9551282051282048
Aashayein,padma,179.0,1.2971014492753623
Aashayein,girl,821.6500000000001,19.108139534883723
Aashayein,nafisa,0.0,0.0
Satyam Shivam Sundaram,roopa,740.6666666666667,5.290476190476191
We Are Family,mother,159.0,5.3
We Are Family,arora,156.5,9.78125
We Are Family,woman,0.0,0.0
We Are Family,shreya,1435.3333333333335,3.718480138169258
We Are Family,maya,496.00000000000006,1.6870748299319729
Tere Pyar Mein,a,30.0,0.33707865168539325
Dabangg,nirmala,150.66666666666669,2.897435897435898
Dabangg,girl,119.0,7.4375
Dabangg,daughter,26.0,1.8571428571428572
Robot,sana,447.0,2.8471337579617835
Robot,student,151.0,4.081081081081081
Trishna,aarti,96.0,1.2151898734177216
Trishna,vidya,173.0,3.8444444444444446
Anjaana Anjaani,kiara,680.0,2.8813559322033897
Khichdi: The Movie,hansa,222.5,4.836956521739131
Khichdi: The Movie,parminder,69.0,1.6829268292682926
Khichdi: The Movie,girl,40.0,6.666666666666667
Trishul,shanti,0.0,0.0
Trishul,shekhar,165.0,4.024390243902439
Trishul,sheetal,180.66666666666666,10.627450980392156
Trishul,kusum,210.0,5.675675675675675
Trishul,kamini,197.0,16.416666666666668
Trishul,geeta,422.5,8.284313725490197
Crook,suhani,549.5,5.283653846153846
Crook,girl,137.5,11.458333333333334
Tumhare Liye,kalavati,40.0,3.6363636363636362
Tumhare Liye,gauri,335.33333333333337,3.2875816993464055
Do Dooni Chaar,daughter,55.0,3.6666666666666665
Aakrosh,geeta,403.5,6.022388059701493
Kajraare,baano,43.0,1.9545454545454546
Kajraare,woman,88.0,3.52
Kajraare,nargis,124.0,1.0973451327433628
Kajraare,singh,85.0,5.3125
Aangan Ki Kali,bhavana,669.5,10.798387096774194
Aangan Ki Kali,sunita,0.0,0.0
Hisss,woman,249.33333333333334,7.123809523809524
Jhootha Hi Sahi,krutika,27.0,2.7
Jhootha Hi Sahi,mishka,181.5,1.3544776119402986
Jhootha Hi Sahi,omar,28.0,1.8666666666666667
Golmaal 3,woman,261.8333333333333,10.473333333333333
Golmaal 3,daboo,95.0,1.8269230769230769
Golmaal 3,geeta,15.0,0.16129032258064516
Amar Deep,radha,466.48333333333335,7.176666666666667
Action Replayy,mother,296.0,14.8
Action Replayy,woman,54.0,6.75
Action Replayy,mona,477.0,9.54
Action Replayy,tanya,24.0,1.3333333333333333
Action Replayy,mala,275.0,1.9642857142857142
A Flat,preeti,152.0,4.470588235294118
A Flat,girl,219.0,16.846153846153847
A Flat,geethika,640.0,7.901234567901234
Guzaarish,sofia,39.0,1.1818181818181819
Baton Baton Mein,rosie,351.5,2.7248062015503876
Baton Baton Mein,nancy,517.0,3.3790849673202614
Baton Baton Mein,daughter,95.0,5.277777777777778
Bhayaanak,woman,128.0,9.846153846153847
Bhayaanak,ranjeeta,112.66666666666667,0.8284313725490197
Bhayaanak,girl,21.0,1.6153846153846154
Bin Phere Hum Tere,kiran,7.333333333333333,1.4666666666666666
Bin Phere Hum Tere,shikha,134.5,6.113636363636363
Bin Phere Hum Tere,jamuna,8463.228571428572,40.301088435374155
Break Ke Baad,mother,221.86190476190475,2.5211580086580088
Break Ke Baad,ayesha,49.0,5.444444444444445
Break Ke Baad,aaliya,889.8333333333333,2.3920250896057347
Khuda Kasam,neetu,14.0,0.4827586206896552
Khelein Hum Jee Jaan Sey,surya,0.0,0.0
Khelein Hum Jee Jaan Sey,sen,1451.5,9.364516129032259
Khelein Hum Jee Jaan Sey,pritilata,0.0,0.0
Cinema Cinema,sridevi,83.33333333333334,1.388888888888889
Phas Gaye Re Obama,munni,291.0,3.9863013698630136
Band Baaja Baaraat,shruti,7738.833333333334,13.482288037166088
Band Baaja Baaraat,kakkar,141.0,8.8125
Band Baaja Baaraat,girl,187.0,13.357142857142858
No Problem,sanjana,66.5,1.3854166666666667
No Problem,kajal,161.16666666666669,1.534920634920635
Kaalo,shona,357.3333333333333,5.955555555555555
Kaalo,girl,350.6666666666667,7.792592592592593
Do Shikaari,sunita,128.33333333333331,3.774509803921568
Mirch,lavni,504.66666666666674,5.8682170542635665
Mirch,seema,309.8333333333333,18.22549019607843
Mirch,anita,613.5,6.741758241758242
Mirch,manjul,57.0,0.38513513513513514
Mirch,maya,184.0,2.0
Mirch,manjula,1221.9166666666665,8.092163355408388
Mirch,ruchi,307.0,9.59375
Tees Maar Khan,johri,0.0,0.0
Tees Maar Khan,anya,527.0,9.24561403508772
Isi Life Mein,mother,994.5023809523808,12.128077816492448
Isi Life Mein,rajnandini,5574.269047619048,25.92683277962348
Ada... A Way of Life,mother,43.5,4.35
Gol Maal,bhavani,317.8333333333333,1.8161904761904761
Gol Maal,ratna,52.0,2.736842105263158
Gol Maal,urmila,29.0,0.725
The Great Gambler,mala,75.85714285714286,2.447004608294931
Hamare Tumhare,komal,82.33333333333333,4.8431372549019605
Chandni Chowk to China,sakhi,67.0,3.9411764705882355
Chandni Chowk to China,chiang,61.0,2.5416666666666665
Raaz  The Mystery Continues,nandita,2173.0,4.0616822429906545
Luck by Chance,actress,707.0,14.729166666666666
Luck by Chance,nikki,1608.2666666666667,11.654106280193236
Luck by Chance,sona,1008.7333333333332,3.502546296296296
Luck by Chance,neena,423.0,3.357142857142857
Luck by Chance,mishra,81.0,6.75
Victory,nandini,146.5,1.3820754716981132
Jaani Dushman,jwala,307.5,4.155405405405405
The Stoneman Murders,manali,20.0,0.6896551724137931
Delhi-6,woman,0.0,0.0
Delhi-6,annapurna,37.0,0.5068493150684932
Delhi-6,roshan,1710.0,3.3595284872298623
Delhi-6,bittu,1737.0000000000002,10.656441717791413
Delhi-6,jalebi,275.5,7.064102564102564
13B,priya,0.0,0.0
13B,woman,0.0,0.0
13B,chitra,222.86666666666667,3.777401129943503
Jhoota Kahin Ka,khanna,243.0,5.926829268292683
Jhoota Kahin Ka,woman,169.43809523809523,13.033699633699634
Dhoondte Reh Jaaoge,actress,103.5,3.0441176470588234
Dhoondte Reh Jaaoge,neha,314.5,4.992063492063492
Jurmana,woman,0.0,0.0
Kaala Patthar,ravi,70.0,1.0
Little Zizou,liana,13.0,1.8571428571428572
Little Zizou,khodaiji,85.0,1.4655172413793103
Gulaal,girl,439.0,10.707317073170731
Gulaal,sudha,407.0,14.535714285714286
Gulaal,mother,54.38571428571427,1.4312030075187967
Aloo Chaat,nikki,1793.4119047619045,30.92089490968801
Aloo Chaat,girl,172.08333333333331,3.1867283950617282
Khandan,usha,10.0,0.29411764705882354
Khandan,savitri,87.0,4.35
Firaaq,woman,429.48333333333323,13.01464646464646
Firaaq,muneera,164.0,3.6444444444444444
Straight,renu,186.83333333333331,3.1138888888888885
Lok Parlok,savitri,122.0,7.176470588235294
8 x 10 Tasveer,sheila,502.66666666666663,7.502487562189054
8 x 10 Tasveer,savitri,5.0,0.22727272727272727
Mata Velankanni,the,119.0,0.497907949790795
Mata Velankanni,mother,272.0,1.8758620689655172
Mata Velankanni,mary,568.3238095238095,3.2475646258503397
Mata Velankanni,daughter,35.8,4.475
Sanam Teri Kasam,seema,463.0,3.7950819672131146
Let's Dance,suhani,62.0,4.769230769230769
Paying Guests,sweety,15.0,0.3
Paying Guests,kalpana,0.0,0.0
New York,mother,51.0,7.285714285714286
New York,maya,1495.1666666666677,8.170309653916217
Kambakkht Ishq,simrita,653.5,2.6244979919678717
Kambakkht Ishq,kamini,558.6666666666667,3.325396825396826
Jashnn,sara,36.66666666666667,0.49549549549549554
Jashnn,sister,1473.6999999999996,13.902830188679241
Luck,ayesha,5689.0,53.16822429906542
Luck,shortcut,986.6666666666667,12.333333333333334
Luck,natasha,743.1,5.545522388059702
Luck,girl,202.0,6.121212121212121
Luck,sister,63.83333333333333,15.958333333333332
Love Aaj Kal,mother,68.16666666666667,2.840277777777778
Love Aaj Kal,vikram,79.0,2.323529411764706
Love Aaj Kal,meera,192.0,1.8285714285714285
Love Aaj Kal,jo,193.5,4.8375
Love Aaj Kal,harleen,209.66666666666666,2.833333333333333
Teree Sang,maahi,115.5,1.2833333333333334
Teree Sang,kabir,249.0,3.4583333333333335
Kaminey,sweety,470.0,3.8524590163934427
Kaminey,woman,23.0,3.2857142857142856
Kaminey,bhope,2137.5000000000005,8.943514644351467
Kaminey,sister,500.33333333333337,13.898148148148149
Life Partner,anjali,1873.3333333333333,52.03703703703704
Life Partner,prachi,1114.1666666666665,10.41277258566978
Life Partner,sanjana,1607.833333333333,6.755602240896358
Daddy Cool,nancy,111.0,6.9375
Kisaan,priya,0.0,0.0
Kisaan,titli,2.0,0.6666666666666666
Quick Gun Murugun,dolly,371.0,7.134615384615385
Quick Gun Murugun,mango,141.0,2.764705882352941
Yeh Mera India,sarika,94.0,1.540983606557377
Yeh Mera India,woman,271.8333333333333,9.708333333333332
Yeh Mera India,seema,696.0,13.92
Yeh Mera India,perizaad,0.0,0.0
Yeh Mera India,girl,122.0,5.545454545454546
Three  Love Lies and Betrayal,tanya,91.51666666666667,2.1789682539682538
Aagey Se Right,mother,55.83333333333333,3.489583333333333
Aagey Se Right,soniya,75.0,5.357142857142857
Aagey Se Right,daughter,81.83333333333333,9.092592592592592
Aagey Se Right,bhatt,20.0,3.3333333333333335
Aagey Se Right,pearl,99.33333333333333,4.138888888888888
Chintu Ji,woman,0.0,0.0
Fox,urvashi,42.0,0.5454545454545454
Fox,sophie,234.33333333333334,4.782312925170068
Phir Kabhi,divya,133.0,2.3333333333333335
Dil Bole Hadippa!,mother,68.66666666666667,2.080808080808081
Dil Bole Hadippa!,woman,382.8333333333333,8.507407407407406
Dil Bole Hadippa!,veera,150.33333333333331,0.7091194968553458
Dil Bole Hadippa!,vicky,0.0,0.0
Wanted,jhanvi,413.16666666666663,6.455729166666666
Wanted,daughter,57.83333333333333,2.409722222222222
What's Your Raashee?,mother,100.0,6.666666666666667
What's Your Raashee?,sanjana,226.0,1.3372781065088757
Do Knot Disturb,mother,71.0,4.4375
Do Knot Disturb,kiran,1276.1666666666667,7.089814814814815
Do Knot Disturb,govardhan,347.5,1.858288770053476
Do Knot Disturb,mala,30.0,4.285714285714286
Do Knot Disturb,dolly,1774.5,8.614077669902912
Wake Up Sid,aisha,230.66666666666669,0.9453551912568307
All The Best: Fun Begins,vidya,247.49999999999997,5.380434782608695
Blue,nikki,617.702380952381,5.564886314886315
Blue,woman,199.33333333333331,7.119047619047619
Blue,mona,491.3333333333331,5.849206349206346
Main Aurr Mrs Khanna,raina,796.1666666666667,2.764467592592593
Main Aurr Mrs Khanna,girl,62.666666666666664,4.177777777777778
London Dreams,priya,105.0,3.3870967741935485
London Dreams,girl,242.0,13.444444444444445
Aladin,jasmine,442.8833333333333,3.98993993993994
Ajab Prem Ki Ghazab Kahani,mother,40.0,1.6
Ajab Prem Ki Ghazab Kahani,jenny,1774.9746031746029,7.12841206094218
Jail,mother,630.0,24.23076923076923
Tum Mile,sanjana,383.5,3.454954954954955
Kurbaan,ahuja,153.0,9.0
Kurbaan,woman,0.0,0.0
Kurbaan,salma,605.6666666666666,4.695090439276486
Kurbaan,ehsaan,2069.3333333333335,7.286384976525822
Kurbaan,avantika,1157.8333333333333,2.5672579453067255
Kurbaan,rehana,183.5,1.7311320754716981
Kurbaan,khan,154.0,9.058823529411764
Kurbaan,aapa,121.0,1.5512820512820513
De Dana Dan',anjali,78.0,1.2
De Dana Dan',kakkad,17.0,0.3541666666666667
De Dana Dan',anu,55.0,3.4375
De Dana Dan',kuljeet,65.16666666666667,0.5522598870056498
Radio,shanaya,214.0,4.037735849056604
Radio,pooja,86.0,1.303030303030303
Paa,amol,626.6666666666667,2.797619047619048
Paa,vidya,292.0,3.395348837209302
Rocket Singh: Salesman of the Year,sherena,30.33333333333333,1.5166666666666664
Raat Gayi Baat Gayi?,woman,14.0,2.8
3 Idiots,mona,435.0,10.875
3 Idiots,pia,453.6666666666667,4.629251700680272
Accident on Hill Road,sonam,34.0,0.6181818181818182
Bang Bang!,harleen,6687.583333333334,7.686877394636016
Singham Returns,avni,86.83333333333333,3.7753623188405796
Holiday: A Soldier Is Never Off Duty,saiba,0.0,0.0
Holiday: A Soldier Is Never Off Duty,sister,383.99999999999994,12.799999999999999
Jai Ho,girl,197.0,11.588235294117647
Jai Ho,geeta,143.0,11.916666666666666
Ek Villain,aisha,1255.3333333333333,5.654654654654654
Ek Villain,girl,409.5,19.5
Ek Villain,aditya,3.0,0.09375
Ek Villain,rathore,141.6666666666667,4.427083333333335
2 States,kavita,850.6666666666666,14.177777777777777
2 States,swaminathan,213.0,11.210526315789474
2 States,ananya,1219.8333333333333,4.4037304452466906
Manzil,mother,43.33333333333333,2.708333333333333
Manzil,moushumi,26.0,2.3636363636363638
Manzil,lalita,0.0,0.0
Manzil,pawar,79.0,2.6333333333333333
Humpty Sharma Ki Dulhania,kavya,2722.8833333333337,6.824269005847954
Mr Joe B. Carvalho,girl,10.0,2.5
Mr Joe B. Carvalho,daughter,4.0,2.0
Meera,woman,15.333333333333332,2.5555555555555554
Meera,meera,515.0,3.2802547770700636
Meera,krishna,326.0,6.653061224489796
Dedh Ishqiya,the,0.0,0.0
Dedh Ishqiya,begum,811.9999999999999,2.8896797153024907
Meri Biwi Ki Shaadi,priya,181.0,4.022222222222222
Yaariyan,jannet,169.66666666666666,10.604166666666666
Yaariyan,saloni,51.0,0.7083333333333334
Nauker,mother,451.25,20.511363636363637
Nauker,durga,725.0,17.261904761904763
Nauker,daughter,160.76666666666668,6.698611111111112
Noorie,noorie,337.5,3.75
Noorie,khan,841.9999999999999,12.202898550724637
Noorie,nabi,115.0,3.108108108108108
Prem Bandhan,mehra,40.53333333333333,8.106666666666666
Prem Bandhan,mahua,429.3333333333333,2.862222222222222
Hasee Toh Phasee,meeta,835.0,2.477744807121662
Hasee Toh Phasee,karishma,317.5,1.8039772727272727
Hasee Toh Phasee,girl,32.0,2.909090909090909
Hasee Toh Phasee,sister,125.0,5.681818181818182
Heartless,mother,35.0,1.5217391304347827
Heartless,gayatri,0.0,0.0
Prem Vivah,woman,69.0,5.3076923076923075
Prem Vivah,asha,190.33333333333334,2.0915750915750917
Prem Vivah,bindiya,10.0,0.23809523809523808
Ya Rab,daughter,34.0,3.090909090909091
Gunday,nandita,130.0,0.36312849162011174
Darr @ the Mall,manchanda,151.0,3.511627906976744
Saanch Ko Aanch Nahin,mother,26.0,1.7333333333333334
Saanch Ko Aanch Nahin,nirmala,165.16666666666666,2.541025641025641
Salaam Memsaab,radha,229.0,4.320754716981132
Sawan Ko Aane Do,niece,39.0,4.875
Highway,veera,90.0,0.656934306569343
Shaadi Ke Side Effects,mother,181.0,3.693877551020408
Shaadi Ke Side Effects,woman,230.33333333333334,9.213333333333333
Shaadi Ke Side Effects,trisha,776.3333333333334,2.802647412755716
Gulaab Gang,sumitra,6.0,0.07142857142857142
Gulaab Gang,rajjo,140.0,0.9032258064516129
Solva Sawan,sridevi,105.0,5.0
Solva Sawan,girl,112.5,8.653846153846153
Queen,woman,944.3333333333333,16.863095238095237
Queen,vijayalakshmi,273.0,3.4556962025316458
Queen,vijay,356.33333333333337,2.944903581267218
Queen,rani,5312.65,10.10009505703422
Suhaag,durga,33.0,0.5789473684210527
Suhaag,kishan,40.0,0.5633802816901409
Suhaag,pascal,150.0,3.9473684210526314
Total Siyapaa,woman,116.0,11.6
Bewakoofiyaan,mayera,187.5,1.0964912280701755
W,woman,0.0,0.0
Ankhon Dekhi,daughter,133.5,4.306451612903226
Lakshmi,woman,248.5,16.566666666666666
Lakshmi,lakshmi,197.99999999999997,0.6578073089700995
Lakshmi,suvarna,100.0,7.6923076923076925
Lakshmi,jyothi,699.6666666666667,7.3649122807017555
Lakshmi,girl,35.5,2.730769230769231
Lakshmi,amma,132.0,12.0
Aakrosh,sister,141.0,6.130434782608695
Ragini MMS 2,mother,103.66666666666666,2.0733333333333333
Ragini MMS 2,actress,178.16666666666663,7.42361111111111
Ragini MMS 2,dr.,0.0,0.0
Ragini MMS 2,ragini,186.0,3.263157894736842
Ragini MMS 2,woman,216.33333333333331,3.2777777777777777
Ragini MMS 2,dutta,354.5,4.122093023255814
Ragini MMS 2,sunny,20.5,0.211340206185567
Aanchal,woman,284.0,14.2
Aanchal,tulsi,40.0,4.0
Aap Ke Deewane,daughter,262.0,15.411764705882353
O Teri,monsoon,65.5,1.3645833333333333
Aap To Aise Na The,varsha,240.83333333333334,2.457482993197279
Aasha,mother,72.0,4.5
Aasha,aasha,115.66666666666667,0.6647509578544062
Aasha,mala,108.0,1.8620689655172413
Aasha,girl,102.0,8.5
Abdullah,yashoda,101.0,3.8846153846153846
Abdullah,woman,24.666666666666668,2.055555555555556
Main Tera Hero,ayesha,278.83333333333337,1.858888888888889
Main Tera Hero,sunaina,207.99999999999997,1.3419354838709676
Main Tera Hero,daughter,212.73333333333332,3.7321637426900582
Revolver Rani,revolver,24.0,0.27586206896551724
Revolver Rani,alka,25.0,0.44642857142857145
Samrat & Co.,dimpy,34.0,1.1333333333333333
Purani Jeans,mother,111.5,4.46
Purani Jeans,nayantara,129.83333333333331,4.057291666666666
Purani Jeans,girl,282.6666666666667,10.469135802469136
Beqasoor,girl,200.0,4.166666666666667
Chakra,amma,1274.6666666666665,11.28023598820059
The Xpose,actress,20.0,4.0
The Xpose,zara,1024.6999999999998,6.027647058823528
Heropanti,dimpy,541.1666666666666,1.7685185185185184
Heropanti,sister,245.83333333333331,7.449494949494949
Heropanti,renu,859.8333333333335,4.235632183908047
Kochadaiiyaan,yamuna,34.0,0.6071428571428571
Kochadaiiyaan,vadhana,113.66666666666667,0.9021164021164022
Kochadaiiyaan,yaaghavi,69.0,2.4642857142857144
Kochadaiiyaan,devi,245.3333333333333,6.29059829059829
City Lights,rakhi,211.0,5.702702702702703
City Lights,daughter,4.0,1.3333333333333333
Holiday,saiba,0.0,0.0
Holiday,sister,388.6666666666667,12.955555555555556
Fugly,devi,42.0,1.68
Ek Baar Kaho,aarti,88.0,2.0
Machhli Jal Ki Rani Hai,ayesha,841.5,3.9881516587677726
Machhli Jal Ki Rani Hai,woman,89.16666666666667,3.4294871794871797
Machhli Jal Ki Rani Hai,girl,72.16666666666667,3.4365079365079367
Machhli Jal Ki Rani Hai,urmi,11.0,1.1
Gehrayee,uma,1290.5,15.737804878048781
Humshakals,dr.,0.0,0.0
Humshakals,shanaya,110.0,2.8205128205128207
Humshakals,khan,52.0,3.25
Humshakals,mishti,0.0,0.0
Humshakals,ashok,3999.633333333335,14.924004975124385
Bobby Jasoos,aamna,0.0,0.0
Bobby Jasoos,bobby,235.0,0.8131487889273357
Bobby Jasoos,girl,89.0,4.944444444444445
Lekar Hum Deewana Dil,karishma,271.0,2.2583333333333333
Hate Story 2,sonika,367.5,2.2408536585365852
Hate Story 2,girl,125.0,1.838235294117647
Amit Sahni Ki List,woman,705.9999999999999,16.809523809523807
Judaai,krishna,74.5,1.9605263157894737
Judaai,gauri,727.5000000000001,6.554054054054055
Judaai,daughter,647.8333333333334,12.223270440251573
Pizza,nikki,141.5,0.884375
Pizza,ghost,157.5,2.1575342465753424
Pizza,girl,115.0,5.0
Pizza,daughter,38.0,1.4074074074074074
Kick,mother,0.0,0.0
Kick,shaina,105.0,0.6363636363636364
Jyoti Bane Jwala,malti,181.0,2.742424242424242
Entertainment,mother,106.5,4.630434782608695
Entertainment,sakshi,0.0,0.0
Entertainment,saakshi,326.66666666666663,2.9166666666666665
Kali Ghata,rekha,497.0,2.9583333333333335
Kali Ghata,rashmi,271.5,4.309523809523809
Kali Ghata,prem,70.0,1.25
Life is Beautiful!,woman,191.83333333333334,5.048245614035088
Mardaani,mother,5.5,1.1
Mardaani,shivani,897.3333333333334,3.1933570581257413
Mardaani,girl,20.0,5.0
Mardaani,roy,382.0,12.733333333333333
Karz,mother,176.5,3.209090909090909
Karz,kabira,64.5,0.6323529411764706
Karz,kamini,138.5,1.0183823529411764
Karz,tina,190.66666666666669,2.3539094650205765
Khubsoorat,middle,81.5,1.5980392156862746
Khubsoorat,dayal,8.0,1.6
Khubsoorat,manju,659.0,3.4322916666666665
Raja Natwarlal,a,172.33333333333334,1.4242424242424243
Creature,ahana,388.7333333333333,2.147697974217311
Finding Fanny,,0.0,0.0
Finding Fanny,fanny,795.0,7.429906542056075
Finding Fanny,rosie,853.333333333333,3.036773428232502
Finding Fanny,angie,1039.6666666666665,2.840619307832422
Finding Fanny,eucharistica,722.5,15.372340425531915
Man Pasand,kamli,566.0,3.43030303030303
Man Pasand,girl,93.0,4.428571428571429
Daawat-E-Ishq,gullu,76.0,0.4418604651162791
Daawat-E-Ishq,qadir,677.8333333333334,11.488700564971753
Daawat-E-Ishq,gulrez,0.0,0.0
Neeyat,mariam,1254.0,8.25
Khoobsurat,mother,128.83333333333331,2.6292517006802716
Khoobsurat,nirmala,36.0,1.0285714285714285
Khoobsurat,her,0.0,0.0
Khoobsurat,manju,37.0,1.85
Khoobsurat,ambar,97.0,2.1555555555555554
Nishana,kavita,0.0,0.0
Nishana,janki,0.0,0.0
Nishana,devi,1069.5,13.203703703703704
3 A.M.,sarah,378.6380952380952,6.310634920634921
Chaarfutiya Chhokare,neha,213.0,1.717741935483871
Meinu Ek Ladki Chaahiye,daughter,34.0,4.25
Phir Wohi Raat,shobha,153.0,4.636363636363637
Haider,mother,413.49999999999994,4.094059405940594
Haider,ghazala,296.0,1.608695652173913
Haider,arshia,196.66666666666669,3.7820512820512824
Qurbani,daughter,126.33333333333333,3.8282828282828283
Qurbani,tina,51.0,2.6842105263157894
Jigariyaa,radhika,0.0,0.0
Jigariyaa,girl,580.6666666666667,13.196969696969699
Ram Balram,mother,189.0,6.096774193548387
Ram Balram,girl,114.0,4.071428571428571
Red Rose,woman,457.0,12.026315789473685
Red Rose,sarada,0.0,0.0
Red Rose,sharada,1122.0,8.63076923076923
Red Rose,girl,0.0,0.0
Mumbai 125 KM 3D,diya,35.0,0.9722222222222222
Mumbai 125 KM 3D,poonam,410.0,4.9397590361445785
Saboot,asha,324.0,4.984615384615385
Sonali Cable,sonali,907.6999999999998,6.723703703703702
Happy New Year,grover,1176.1666666666667,7.947072072072072
Happy New Year,vicky,102.0,1.4166666666666667
Happy New Year,mother,1.0,0.5
Happy New Year,mohini,59.0,0.4013605442176871
Happy New Year,nandu,222.5,5.5625
Super Nani,mother,1320.0833333333335,23.1593567251462
Super Nani,woman,131.5,4.696428571428571
Super Nani,her,99.0,0.6111111111111112
