movieTitle_year,singer_name,gender,song_count
Ghulam Begam Badshah_1973,Lata Mangeshkar,FEMALE,2
Ghulam Begam Badshah_1973,Asha Bhosle,FEMALE,3
Ghulam Begam Badshah_1973,Kishore Kumar,MALE,2
Vijaypath_1994,Kumar Sanu,MALE,4
Vijaypath_1994,Alka Yagnik,FEMALE,2
Vijaypath_1994,Alisha Chinai,UNKNOWN,2
Vijaypath_1994,Sadhna Sargam,FEMALE,2
Vijaypath_1994,Anu Malik,MALE,1
Vijaypath_1994,Sushma Shrestha,FEMALE,1
Haathi Ke Daant_1973,Suman Kalyanpur,FEMALE,2
Haathi Ke Daant_1973,Asha Bhosle,FEMALE,2
1942: A Love Story_1994,Fred Singer,MALE,1
1942: A Love Story_1994,Kumar Sanu,MALE,4
1942: A Love Story_1994,Lata Mangeshkar,FEMALE,1
1942: A Love Story_1994,Kavita Krishnamurthy,FEMALE,2
1942: A Love Story_1994,Kesari (newspaper),UNKNOWN,1
Hanste Zakhm_1973,Mohammed Rafi,MALE,2
Hanste Zakhm_1973,Lata Mangeshkar,FEMALE,3
Hanste Zakhm_1973,Asha Bhosle,FEMALE,1
Aa Gale Lag Jaa (1994 film)_1994,Abhijeet Bhattacharya,MALE,1
Aa Gale Lag Jaa (1994 film)_1994,Kavita Krishnamurthy,FEMALE,2
Aa Gale Lag Jaa (1994 film)_1994,Kumar Sanu,MALE,3
Aa Gale Lag Jaa (1994 film)_1994,Udit Narayan,MALE,2
Aa Gale Lag Jaa (1994 film)_1994,Sadhana Sargam,FEMALE,1
Aa Gale Lag Jaa (1994 film)_1994,Sujatha Ramdorai,FEMALE,1
Aa Gale Lag Jaa (1994 film)_1994,Sadhna Sargam,FEMALE,1
Heera Panna_1973,Kishore Kumar,MALE,4
Heera Panna_1973,Lata Mangeshkar,FEMALE,2
Heera Panna_1973,Asha Bhosle,FEMALE,1
Aag (1994 film)_1994,Sudesh Bhosle,MALE,1
Aag (1994 film)_1994,Hariharan (singer),MALE,1
Aag (1994 film)_1994,Alka Yagnik,FEMALE,3
Aag (1994 film)_1994,Kumar Sanu,MALE,3
Aag (1994 film)_1994,Purnima,UNKNOWN,2
Aag (1994 film)_1994,Sonu Nigam,MALE,1
Aag (1994 film)_1994,Ila Arun,UNKNOWN,1
Hifazat (1973 film)_1973,Kishore Kumar,MALE,2
Hifazat (1973 film)_1973,Asha Bhosle,FEMALE,6
Hindustan Ki Kasam_1973,Manna Dey,MALE,4
Hindustan Ki Kasam_1973,Lata Mangeshkar,FEMALE,4
Hindustan Ki Kasam_1973,Mohammed Rafi,MALE,1
Aag Aur Chingari_1994,Sadhana Sargam,FEMALE,1
Aag Aur Chingari_1994,Kavita Krishnamurthy,FEMALE,2
Aag Aur Chingari_1994,Suneeta Rao,UNKNOWN,1
Aag Aur Chingari_1994,Kumar Sanu,MALE,1
Aag Aur Chingari_1994,Alka Yagnik,FEMALE,1
Aao Pyaar Karen (1994 film)_1994,Kumar Sanu,MALE,5
Aao Pyaar Karen (1994 film)_1994,Sadhana Sargam,FEMALE,1
Aao Pyaar Karen (1994 film)_1994,Vijayeta Pandit,UNKNOWN,1
Aao Pyaar Karen (1994 film)_1994,Sushma Shrestha,FEMALE,1
Aao Pyaar Karen (1994 film)_1994,Suresh Wadkar,MALE,1
Honeymoon (1973 film)_1973,Mohammed Rafi,MALE,1
Honeymoon (1973 film)_1973,Mohammed Rafi (footballer),UNKNOWN,1
Honeymoon (1973 film)_1973,Asha Bhosle,FEMALE,4
Honeymoon (1973 film)_1973,Kishore Kumar,MALE,6
Ab To Aaja Saajan Mere_1994,Shabbir Kumar,UNKNOWN,2
Hum Sab Chor Hain (1973 film)_1973,Asha Bhosle,FEMALE,4
Hum Sab Chor Hain (1973 film)_1973,Krishna Kalle,FEMALE,2
Hum Sab Chor Hain (1973 film)_1973,Usha Khanna,FEMALE,3
Hum Sab Chor Hain (1973 film)_1973,Manhar Udhas,UNKNOWN,1
Hum Sab Chor Hain (1973 film)_1973,Mahendra Kapoor,MALE,1
Hum Sab Chor Hain (1973 film)_1973,Hemlata,FEMALE,2
Hum Sab Chor Hain (1973 film)_1973,Suman Kalyanpur,FEMALE,1
Amanaat_1994,Alka Yagnik,FEMALE,4
Amanaat_1994,Ila Arun,UNKNOWN,2
Amanaat_1994,Kumar Sanu,MALE,5
Amanaat_1994,Bappi Lahiri,MALE,1
Amanaat_1994,Arun Bakshi,MALE,1
Insaaf (1973 film)_1973,Kishore Kumar,MALE,3
Insaaf (1973 film)_1973,Lata Mangeshkar,FEMALE,5
Insaaf (1973 film)_1973,Shailendra Singh (singer),MALE,1
Insaaf (1973 film)_1973,Asha Bhosle,FEMALE,3
Andaz (1994 film)_1994,Kumar Sanu,MALE,3
Andaz (1994 film)_1994,Alka Yagnik,FEMALE,3
Andaz (1994 film)_1994,Sudesh Bhosle,MALE,1
Andaz (1994 film)_1994,Kavita Krishnamurthy,FEMALE,2
Andaz (1994 film)_1994,Vinod Rathod,UNKNOWN,2
Andaz (1994 film)_1994,Udit Narayan,MALE,2
Andaz (1994 film)_1994,Abhijeet Bhattacharya,MALE,2
Andaz Apna Apna_1994,S. P. Balasubrahmanyam,MALE,3
Andaz Apna Apna_1994,Numbers in Action,UNKNOWN,6
Andaz Apna Apna_1994,Saathi (1991 film),UNKNOWN,3
Andaz Apna Apna_1994,Daku Mangal Singh,UNKNOWN,1
Andaz Apna Apna_1994,Asha Bhosle,FEMALE,1
Andaz Apna Apna_1994,Vicky & Vetaal,UNKNOWN,1
Andaz Apna Apna_1994,Andaz Apna Apna,UNKNOWN,2
Andaz Apna Apna_1994,Abhijeet Bhattacharya,MALE,1
Andaz Apna Apna_1994,Sadhana Sargam,FEMALE,1
Andaz Apna Apna_1994,Sapna Mukherjee,FEMALE,1
Jaise Ko Taisa_1973,Kishore Kumar,MALE,5
Jaise Ko Taisa_1973,Lata Mangeshkar,FEMALE,2
Jaise Ko Taisa_1973,Asha Bhosle,FEMALE,2
Jalte Badan_1973,Mohammed Rafi,MALE,2
Jalte Badan_1973,Lata Mangeshkar,FEMALE,6
Jalte Badan_1973,Asha Bhosle,FEMALE,2
Anokha Premyudh_1994,Malgudi Subha,FEMALE,1
Anokha Premyudh_1994,S. P. Balasubrahmanyam,MALE,3
Anokha Premyudh_1994,Lata Mangeshkar,FEMALE,2
Anokha Premyudh_1994,Kumar Sanu,MALE,2
Anokha Premyudh_1994,Kavita Krishnamurthy,FEMALE,1
Anokha Premyudh_1994,Alka Yagnik,FEMALE,1
Jheel Ke Us Paar_1973,Asha Bhosle,FEMALE,1
Jheel Ke Us Paar_1973,Lata Mangeshkar,FEMALE,4
Jheel Ke Us Paar_1973,Kishore Kumar,MALE,2
Anth_1993,Suresh Wadkar,MALE,1
Anth_1993,Sadhana Sargam,FEMALE,2
Anth_1993,Kumar Sanu,MALE,2
Anth_1993,Abhijeet Bhattacharya,MALE,1
Anth_1993,Kavita Krishnamurthy,FEMALE,2
Anth_1993,Sapna Mukherjee,FEMALE,1
Anth_1993,Udit Narayan,MALE,1
Anth_1993,Sushma Shrestha,FEMALE,1
Joshila_1973,Kishore Kumar,MALE,3
Joshila_1973,Asha Bhosle,FEMALE,4
Joshila_1973,Lata Mangeshkar,FEMALE,3
Baali Umar Ko Salaam_1994,Kumar Sanu,MALE,7
Baali Umar Ko Salaam_1994,Alka Yagnik,FEMALE,3
Baali Umar Ko Salaam_1994,Asha Bhosle,FEMALE,4
Baali Umar Ko Salaam_1994,Baali Umar Ko Salaam,UNKNOWN,1
Baali Umar Ko Salaam_1994,Mohammed Aziz,UNKNOWN,2
Baali Umar Ko Salaam_1994,Udit Narayan,MALE,1
Jwar Bhata (1973 film)_1973,Kishore Kumar,MALE,3
Jwar Bhata (1973 film)_1973,Lata Mangeshkar,FEMALE,3
Jwar Bhata (1973 film)_1973,Asha Bhosle,FEMALE,2
Beta Ho To Aisa_1994,Mohammed Aziz,UNKNOWN,4
Beta Ho To Aisa_1994,Hemlata,FEMALE,2
Beta Ho To Aisa_1994,Asha Bhosle,FEMALE,1
Betaaj Badshah_1994,Poornima (singer),FEMALE,2
Betaaj Badshah_1994,Kumar Sanu,MALE,2
Betaaj Badshah_1994,S.P. Balasubramaniam,MALE,4
Betaaj Badshah_1994,Sadhana Sargam,FEMALE,2
Betaaj Badshah_1994,Sudesh Bhosle,MALE,1
Betaaj Badshah_1994,Udit Narayan,MALE,1
Betaaj Badshah_1994,Sarika Kapoor,UNKNOWN,1
Brahma (1994 film)_1994,Kumar Sanu,MALE,3
Brahma (1994 film)_1994,Alka Yagnik,FEMALE,3
Brahma (1994 film)_1994,Bappi Lahiri,MALE,1
Brahma (1994 film)_1994,Kavita Krishnamurthy,FEMALE,1
Brahma (1994 film)_1994,Udit Narayan,MALE,1
Brahma (1994 film)_1994,Asha Bhosle,FEMALE,1
Brahma (1994 film)_1994,Sudesh Bhosle,MALE,1
Kahani Hum Sab Ki_1973,Lata Mangeshkar,FEMALE,2
Chaand Kaa Tukdaa_1994,Asha Bhosle,FEMALE,5
Chaand Kaa Tukdaa_1994,Lata Mangeshkar,FEMALE,3
Chaand Kaa Tukdaa_1994,Saathi (1991 film),UNKNOWN,3
Chaand Kaa Tukdaa_1994,Jolly Mukherjee,MALE,1
Kahani Kismat Ki_1973,Kishore Kumar,MALE,5
Kahani Kismat Ki_1973,Rekha,FEMALE,2
Kahani Kismat Ki_1973,Mukesh (singer),MALE,1
Kahani Kismat Ki_1973,Asha Bhosle,FEMALE,1
Chauraha_1994,Alisha Chinoy,UNKNOWN,1
Chauraha_1994,Alka Yagnik,FEMALE,1
Chauraha_1994,Vinod Rathore,UNKNOWN,1
Chauraha_1994,Amit Kumar,FEMALE,2
Chauraha_1994,Kavita Krishnamurthy,FEMALE,1
Chauraha_1994,Suresh Wadkar,MALE,1
Chauraha_1994,Sadhana Sargam,FEMALE,1
Cheetah (1994 film)_1994,Kumar Sanu,MALE,2
Cheetah (1994 film)_1994,Alka Yagnik,FEMALE,3
Cheetah (1994 film)_1994,Ila Arun,UNKNOWN,1
Cheetah (1994 film)_1994,Sushma Shrestha,FEMALE,1
Cheetah (1994 film)_1994,Purnima,UNKNOWN,1
Cheetah (1994 film)_1994,Sonu Nigam,MALE,1
Cheetah (1994 film)_1994,Kavita Krishnamurthy,FEMALE,1
Chhoti Bahoo_1994,Alka Yagnik,FEMALE,3
Chhoti Bahoo_1994,Kumar Sanu,MALE,3
Chhoti Bahoo_1994,Sapna Mukherjee,FEMALE,1
Chhoti Bahoo_1994,Sadhana Sargam,FEMALE,1
Chhoti Bahoo_1994,Vinod Rathod,UNKNOWN,1
Keemat (film)_1973,Alka Yagnik,FEMALE,3
Keemat (film)_1973,Kavita Krishnamurthy,FEMALE,1
Keemat (film)_1973,Babul Supriyo,MALE,1
Keemat (film)_1973,Alisha Chinai,UNKNOWN,1
Keemat (film)_1973,Sonu Nigam,MALE,1
Keemat (film)_1973,Abhijeet Bhattacharya,MALE,1
Keemat (film)_1973,Udit Narayan,MALE,3
Keemat (film)_1973,Hema Sardesai,UNKNOWN,1
Keemat (film)_1973,Kumar Sanu,MALE,1
Keemat (film)_1973,Anuradha Paudwal,FEMALE,1
Dilbar (1994 film)_1994,Alka Yagnik,FEMALE,3
Dilbar (1994 film)_1994,Vinod Rathod,UNKNOWN,1
Dilbar (1994 film)_1994,Kumar Sanu,MALE,3
Dilbar (1994 film)_1994,Kavita Krishnamurthy,FEMALE,2
Dilbar (1994 film)_1994,Udit Narayan,MALE,1
Khoon Khoon_1973,Asha Bhosle,FEMALE,2
Khoon Khoon_1973,Tirath Singh Bakshi,MALE,1
Khoon Khoon_1973,Mohammed Rafi,MALE,2
Khoon Khoon_1973,Vijay Singh,MALE,1
Khoon Khoon_1973,Kishore Kumar,MALE,2
Khoon Khoon_1973,Sushma Shrestha,FEMALE,1
Khoon Khoon_1973,Khoon Khoon,UNKNOWN,1
Do Fantoosh_1994,Asha Bhosle,FEMALE,2
Do Fantoosh_1994,Shabbir Kumar,UNKNOWN,2
Do Fantoosh_1994,Kavita Krishnamurthy,FEMALE,1
Do Fantoosh_1994,Alka Yagnik,FEMALE,2
Do Fantoosh_1994,Udit Narayan,MALE,2
Do Fantoosh_1994,Mohammed Aziz,UNKNOWN,1
Do Fantoosh_1994,Amjad Khan (actor),MALE,1
Kachche Dhaage_1973,Kumar Sanu,MALE,5
Kachche Dhaage_1973,Lata Mangeshkar,FEMALE,6
Kachche Dhaage_1973,Alka Yagnik,FEMALE,5
Kachche Dhaage_1973,Sukhwinder Singh,MALE,1
Kachche Dhaage_1973,Male,FEMALE,1
Kachche Dhaage_1973,Hans Raj Hans,MALE,2
Kachche Dhaage_1973,Ustad Nusrat Fateh Ali Khan,MALE,1
Kachche Dhaage_1973,E,UNKNOWN,1
Kunwara Badan_1973,Asha Bhosle,FEMALE,4
Kunwara Badan_1973,Lata Mangeshkar,FEMALE,2
Kunwara Badan_1973,Kishore Kumar,MALE,2
Dulaara_1994,Govinda (actor),MALE,1
Dulaara_1994,Alka Yagnik,FEMALE,6
Dulaara_1994,Udit Narayan,MALE,3
Dulaara_1994,Kumar Sanu,MALE,3
Dulaara_1994,Sadhana Sargam,FEMALE,1
Eena Meena Deeka_1994,Kumar Sanu,MALE,3
Eena Meena Deeka_1994,Sushma Shrestha,FEMALE,1
Eena Meena Deeka_1994,Udit Narayan,MALE,2
Eena Meena Deeka_1994,Purnima,UNKNOWN,5
Eena Meena Deeka_1994,Sudesh Bhosle,MALE,2
Eena Meena Deeka_1994,Arun Bakshi,MALE,1
Eena Meena Deeka_1994,Jolly Mukherjee,MALE,1
Eena Meena Deeka_1994,Kavita Krishnamurthy,FEMALE,1
Loafer (1973 film)_1973,Asha Bhosle,FEMALE,3
Loafer (1973 film)_1973,Lata Mangeshkar,FEMALE,1
Loafer (1973 film)_1973,Mahendra Kapoor,MALE,1
Ekka Raja Rani_1994,Kumar Sanu,MALE,4
Ekka Raja Rani_1994,Udit Narayan,MALE,3
Ekka Raja Rani_1994,Alka Yagnik,FEMALE,6
Ekka Raja Rani_1994,Babul Supriyo,MALE,1
Ekka Raja Rani_1994,Sapna Awasthi,FEMALE,1
Ekka Raja Rani_1994,Bali Brahmbhatt,UNKNOWN,1
Ekka Raja Rani_1994,Vinod Rathod,UNKNOWN,1
Maha Sati Savitri_1973,Mahendra Kapoor,MALE,2
Maha Sati Savitri_1973,Asha Bhosle,FEMALE,7
Elaan (1994 film)_1994,Kumar Sanu,MALE,5
Elaan (1994 film)_1994,Lata Mangeshkar,FEMALE,1
Elaan (1994 film)_1994,Sushma Shrestha,FEMALE,1
Elaan (1994 film)_1994,Sadhana Sargam,FEMALE,3
Elaan (1994 film)_1994,Vinod Rathod,UNKNOWN,1
Elaan (1994 film)_1994,Purnima,UNKNOWN,1
Ganga Aur Ranga_1994,Asha Bhosle,FEMALE,4
Ganga Aur Ranga_1994,Mohammed Aziz,UNKNOWN,1
Manchali (1973 film)_1973,Kishore Kumar,MALE,3
Manchali (1973 film)_1973,Leena Chandavarkar,UNKNOWN,1
Manchali (1973 film)_1973,Lata Mangeshkar,FEMALE,1
Manchali (1973 film)_1973,Mukesh (singer),MALE,1
Gangster (1994 movie)_1994,Alka Yagnik,FEMALE,1
Gangster (1994 movie)_1994,Vinod Rathod,UNKNOWN,2
Gangster (1994 movie)_1994,Sadhana Sargam,FEMALE,2
Gangster (1994 movie)_1994,Sapna Mukherjee,FEMALE,1
Gangster (1994 movie)_1994,Vijeta Pandit,UNKNOWN,2
Gangster (1994 movie)_1994,Asha Bhosle,FEMALE,3
Gangster (1994 movie)_1994,Udit Narayan,MALE,2
Gangster (1994 movie)_1994,Poornima,UNKNOWN,1
Gangster (1994 movie)_1994,Kumar Sanu,MALE,1
Gangster (1994 movie)_1994,Kavita Krishnamurthy,FEMALE,1
Gangster (1994 movie)_1994,Bali Brahmbhatt,UNKNOWN,1
Gangster (1994 movie)_1994,Suchitra Krishnamurthy,UNKNOWN,1
Gangster (1994 movie)_1994,Lata Mangeshkar,FEMALE,1
Ghar Ki Izzat_1994,Shamshad Begum,FEMALE,8
Ghar Ki Izzat_1994,G. M. Durrani,MALE,2
Ghar Ki Izzat_1994,Zohrabai Ambalewali,UNKNOWN,1
Ghar Ki Izzat_1994,Ghar Ki Izzat (1948 film),UNKNOWN,2
Ghar Ki Izzat_1994,Mohammed Rafi,MALE,1
Ghar Ki Izzat_1994,Meena Kapoor,FEMALE,1
Gopalaa_1994,Kumar Sanu,MALE,3
Gopalaa_1994,Kavita Krishnamurthy,FEMALE,3
Gopalaa_1994,Alka Yagnik,FEMALE,2
Gopalaa_1994,Devaki Pandit,FEMALE,1
Gopalaa_1994,Amit Kumar,FEMALE,1
Mera Desh Mera Dharam_1973,Manna Dey,MALE,3
Mera Desh Mera Dharam_1973,Shaminder Singh,MALE,1
Mera Desh Mera Dharam_1973,Asha Bhosle,FEMALE,5
Mera Desh Mera Dharam_1973,Usha Mangeshkar,FEMALE,2
Gopi Kishan_1994,Kumar Sanu,MALE,4
Gopi Kishan_1994,Alka Yagnik,FEMALE,4
Gopi Kishan_1994,Purnima,UNKNOWN,2
Gopi Kishan_1994,Arun Bakshi,MALE,1
Gopi Kishan_1994,Sushma Shrestha,FEMALE,1
Nafrat_1987,Asha Bhosle,FEMALE,2
Nafrat_1987,Prem Chopra,MALE,1
Hanste Khelte_1994,Abhijeet Bhattacharya,MALE,2
Hanste Khelte_1994,Kumar Sanu,MALE,1
Hanste Khelte_1994,Suresh Wadkar,MALE,1
Hanste Khelte_1994,Sadhana Sargam,FEMALE,1
Hanste Khelte_1994,Vijayta Pandit,UNKNOWN,1
Nai Duniya Naye Log_1973,Suman Kalyanpur,FEMALE,2
Nai Duniya Naye Log_1973,Mukesh (singer),MALE,2
Nai Duniya Naye Log_1973,Mukesh,MALE,2
Nai Duniya Naye Log_1973,Asha Bhosle,FEMALE,2
Hum Hain Bemisaal_1994,Kumar Sanu,MALE,1
Hum Hain Bemisaal_1994,Sadhana Sargam,FEMALE,1
Hum Hain Bemisaal_1994,Alka Yagnik,FEMALE,2
Hum Hain Bemisaal_1994,Sushma Shrestha,FEMALE,1
Hum Hain Bemisaal_1994,Anu Malik,MALE,1
Hum Hain Bemisaal_1994,Alisha Chinai,UNKNOWN,2
Hum Hain Bemisaal_1994,Baba Sehgal,MALE,1
Ikke Pe Ikka_1994,Devaki Pandit,FEMALE,1
Ikke Pe Ikka_1994,Kavita Krishnamurthy,FEMALE,3
Ikke Pe Ikka_1994,Saathi (1991 film),UNKNOWN,4
Ikke Pe Ikka_1994,Kumar Sanu,MALE,1
Ikke Pe Ikka_1994,Hariharan (singer),MALE,1
Ikke Pe Ikka_1994,Vinod Rathod,UNKNOWN,1
Insaaf Apne Lahoo Se_1994,Kavita Krishnamurthy,FEMALE,2
Insaaf Apne Lahoo Se_1994,Alka Yagnik,FEMALE,2
Insaaf Apne Lahoo Se_1994,Mohammed Aziz,UNKNOWN,1
Insaaf Apne Lahoo Se_1994,Jolly Mukherjee,MALE,1
Insaaf Apne Lahoo Se_1994,Amit Kumar,FEMALE,2
Insaaf Apne Lahoo Se_1994,Sapna Mukherjee,FEMALE,2
Insaaf Apne Lahoo Se_1994,Anuradha Paudwal,FEMALE,1
Insaaf Apne Lahoo Se_1994,Sudesh Bhosle,MALE,1
Namak Haraam (1973 film)_1973,Kishore Kumar,MALE,4
Namak Haraam (1973 film)_1973,Asha Bhosle,FEMALE,1
Namak Haraam (1973 film)_1973,Usha Mangeshkar,FEMALE,1
Insaniyat (1994 film)_1994,Sadhana Sargam,FEMALE,5
Insaniyat (1994 film)_1994,Sapna Mukherjee,FEMALE,2
Insaniyat (1994 film)_1994,Kumar Sanu,MALE,3
Insaniyat (1994 film)_1994,Mohammad Aziz,UNKNOWN,2
Insaniyat (1994 film)_1994,Daku Mangal Singh,UNKNOWN,1
Insaniyat (1994 film)_1994,Ranjan Roy Daniel,MALE,1
Insaniyat (1994 film)_1994,Anuradha Paudwal,FEMALE,1
Insaniyat (1994 film)_1994,Bewaffa Se Waffa,UNKNOWN,1
Insaniyat (1994 film)_1994,Lata Mangeshkar,FEMALE,1
Insaniyat (1994 film)_1994,Anwar (singer),UNKNOWN,1
Insaniyat (1994 film)_1994,Udit Narayan,MALE,1
Insaniyat (1994 film)_1994,Sudesh Bhosle,MALE,1
Insaniyat (1994 film)_1994,Asha Bhosle,FEMALE,1
Insaniyat (1994 film)_1994,Shabbir Kumar,UNKNOWN,1
Jai Kishen_1994,Kumar Sanu,MALE,4
Jai Kishen_1994,Sushma Shrestha,FEMALE,1
Jai Kishen_1994,Purnima,UNKNOWN,2
Jai Kishen_1994,Alka Yagnik,FEMALE,1
Jai Kishen_1994,Arun Bakshi,MALE,1
Jai Kishen_1994,Brajesh Mishra,UNKNOWN,1
Nirdosh_1973,Kishore Kumar,MALE,2
Nirdosh_1973,Asha Bhosle,FEMALE,6
Nirdosh_1973,Mohammed Rafi,MALE,1
Janam Se Pehle_1994,Suresh Wadkar,MALE,3
Janam Se Pehle_1994,Amit Kumar,FEMALE,2
Janam Se Pehle_1994,Babla Mehta,UNKNOWN,2
Janam Se Pehle_1994,Jolly Mukherjee,MALE,2
Janam Se Pehle_1994,Asha Bhosle,FEMALE,2
Jazbaat (1994 film)_1994,Asha Bhosle,FEMALE,5
Jazbaat (1994 film)_1994,International Date Line,UNKNOWN,2
Jazbaat (1994 film)_1994,Alisha Chinai,UNKNOWN,2
Jazbaat (1994 film)_1994,Sapna Mukherjee,FEMALE,2
Paanch Dushman_1973,Kishore Kumar,MALE,6
Paanch Dushman_1973,Lata Mangeshkar,FEMALE,1
Paanch Dushman_1973,Asha Bhosle,FEMALE,3
Paanch Dushman_1973,Mohammed Rafi,MALE,2
Juaari_1994,Anupama Deshpande,FEMALE,1
Juaari_1994,Amit Kumar,FEMALE,1
Juaari_1994,Kumar Sanu,MALE,1
Juaari_1994,Sadhana Sargam,FEMALE,1
Juaari_1994,Vinod Rathod,UNKNOWN,1
Juaari_1994,Kavita Krishnamurthy,FEMALE,3
Juaari_1994,Bappi Lahiri,MALE,1
Juaari_1994,Sudesh Bhosle,MALE,1
Juaari_1994,Abhijeet,MALE,2
Juaari_1994,Mohabbatein,UNKNOWN,1
Karan (1994 film)_1994,Kumar Sanu,MALE,5
Karan (1994 film)_1994,Sadhana Sargam,FEMALE,2
Karan (1994 film)_1994,Lata Mangeshkar,FEMALE,2
Karan (1994 film)_1994,Alka Yagnik,FEMALE,1
Karan (1994 film)_1994,Kavita Krishnamurthy,FEMALE,1
Karan (1994 film)_1994,Sudesh Bhosle,MALE,1
Rickshawala_1973,Rickshawala,UNKNOWN,5
Khudai_1994,Kumar Sanu,MALE,1
Khudai_1994,Jagjit Singh,MALE,6
Saudagar (1973 film)_1973,Asha Bhosle,FEMALE,4
Khuddar_1994,Anu Malik,MALE,1
Khuddar_1994,Alisha Chinai,UNKNOWN,1
Khuddar_1994,Kumar Sanu,MALE,3
Khuddar_1994,Alka Yagnik,FEMALE,5
Khuddar_1994,Sonu Nigam,MALE,2
Shareef Budmaash_1973,Asha Bhosle,FEMALE,2
Shareef Budmaash_1973,Kishore Kumar,MALE,3
Shareef Budmaash_1973,Lata Mangeshkar,FEMALE,1
Kranti Kshetra_1994,Vinod Rathod,UNKNOWN,2
Kranti Kshetra_1994,Babul Supriyo,MALE,2
Kranti Kshetra_1994,Sapna Awasthi,FEMALE,1
Kranti Kshetra_1994,Sapna Mukherjee,FEMALE,2
Kranti Kshetra_1994,Suryakant,UNKNOWN,1
Kranti Kshetra_1994,Kumar Sanu,MALE,1
Kranti Kshetra_1994,Udit Narayan,MALE,1
Kranti Kshetra_1994,Chandrashekhar,MALE,1
Kranti Kshetra_1994,Yunus Parvez,MALE,1
Kranti Kshetra_1994,Sadhana Sargam,FEMALE,1
Laadla (film)_1994,Udit Narayan,MALE,5
Laadla (film)_1994,Numbers in Action,UNKNOWN,1
Laadla (film)_1994,Saaz (film),UNKNOWN,1
Laadla (film)_1994,Alka Yagnik,FEMALE,3
Laadla (film)_1994,Sushma Shrestha,FEMALE,2
Laadla (film)_1994,Vinod Rathod,UNKNOWN,1
Laadla (film)_1994,Arun Bakshi,MALE,1
Yaadon Ki Baaraat_1973,Lata Mangeshkar,FEMALE,1
Yaadon Ki Baaraat_1973,Padmini Kolhapure,FEMALE,1
Yaadon Ki Baaraat_1973,Sushma Shrestha,FEMALE,1
Yaadon Ki Baaraat_1973,Mohammed Rafi,MALE,2
Yaadon Ki Baaraat_1973,Kishore Kumar,MALE,4
Yaadon Ki Baaraat_1973,Asha Bhosle,FEMALE,4
Yaadon Ki Baaraat_1973,R. D. Burman,MALE,1
Laqshya_1994,Udit Narayan,MALE,2
Laqshya_1994,Sadhna Sargam,FEMALE,1
Laqshya_1994,Alka Yagnik,FEMALE,4
Laqshya_1994,Abhijeet,MALE,2
Laqshya_1994,Jatin Pandit,UNKNOWN,1
Laqshya_1994,Kumar Sanu,MALE,5
Laqshya_1994,Kavita Krishnamurthy,FEMALE,2
Zanjeer (1973 film)_1973,Lata Mangeshkar,FEMALE,2
Zanjeer (1973 film)_1973,Asha Bhosle,FEMALE,2
Zanjeer (1973 film)_1973,Mohammed Rafi,MALE,1
Zanjeer (1973 film)_1973,Manna Dey,MALE,1
Madam X (1994 film)_1994,Alka Yagnik,FEMALE,4
Madam X (1994 film)_1994,Kavita Krishnamurthy,FEMALE,2
Madam X (1994 film)_1994,Anu Malik,MALE,2
Madam X (1994 film)_1994,Alisha Chinai,UNKNOWN,2
Madhosh (1994 film)_1994,Udit Narayan,MALE,6
Madhosh (1994 film)_1994,Sadhana Sargam,FEMALE,3
Madhosh (1994 film)_1994,Kavita Krishnamurthy,FEMALE,2
Madhosh (1994 film)_1994,Kumar Sanu,MALE,1
Maha Shaktishaali_1994,Suresh Wadkar,MALE,2
Maha Shaktishaali_1994,Sadhana Sargam,FEMALE,3
Maha Shaktishaali_1994,Mohammad Aziz,UNKNOWN,1
Maha Shaktishaali_1994,Kavita Krishnamurthy,FEMALE,1
Maha Shaktishaali_1994,Mohammed Aziz,UNKNOWN,1
Maha Shaktishaali_1994,Daku Mangal Singh,UNKNOWN,1
Maha Shaktishaali_1994,Udit Narayan,MALE,1
Maha Shaktishaali_1994,Amit Kumar,FEMALE,1
36 Ghante_1974,Asha Bhosle,FEMALE,2
36 Ghante_1974,Kishore Kumar,MALE,2
36 Ghante_1974,Mahendra Kapoor,MALE,1
36 Ghante_1974,Mukesh (singer),MALE,1
5 Rifles_1974,5 Rifles,UNKNOWN,1
5 Rifles_1974,Kishore Kumar,MALE,8
5 Rifles_1974,Asha Bhosle,FEMALE,2
Mohra (1994 film)_1994,Udit Narayan,MALE,3
Mohra (1994 film)_1994,Alka Yagnik,FEMALE,2
Mohra (1994 film)_1994,Kumar Sanu,MALE,2
Mohra (1994 film)_1994,Kavita Krishnamurthy,FEMALE,2
Mohra (1994 film)_1994,Pankaj Udhas,MALE,2
Mohra (1994 film)_1994,Sadhana Sargam,FEMALE,3
Mr. Azaad_1994,Kumar Sanu,MALE,6
Mr. Azaad_1994,Ila Arun,UNKNOWN,1
Mr. Azaad_1994,Alka Yagnik,FEMALE,3
Mr. Azaad_1994,Kavita Krishnamurthy,FEMALE,2
Mr. Azaad_1994,Arun Bakshi,MALE,1
Mr. Azaad_1994,Udit Narayan,MALE,1
Mr. Azaad_1994,K. J. Yesudas,MALE,1
Aahat (film)_1974,Asha Bhosle,FEMALE,2
Aahat (film)_1974,Balak Dhruv,UNKNOWN,1
Aahat (film)_1974,Mohammed Rafi,MALE,2
Naaraaz (1994 film)_1994,Kumar Sanu,MALE,4
