movieTitle_year,singer_name,gender,song_count
Knock Out (2010 film)_2010,Krishna Beura,MALE,1
Knock Out (2010 film)_2010,Sanjeev-Darshan,UNKNOWN,2
Knock Out (2010 film)_2010,Satrangi Re,UNKNOWN,1
Kajraare_2010,Sunidhi Chauhan,FEMALE,4
Kajraare_2010,Himesh Reshammiya,UNKNOWN,11
Kajraare_2010,Harshdeep Kaur,UNKNOWN,3
Kajraare_2010,Shreya Ghoshal,FEMALE,2
Aakhri Kasam_1979,Hemlata,FEMALE,4
Aakhri Kasam_1979,Suman Kalyanpur,FEMALE,1
Aakhri Kasam_1979,Mohd Rafi,MALE,1
Aakhri Kasam_1979,Mohammed Rafi,MALE,1
Aakhri Kasam_1979,Sulakshana Pandit,UNKNOWN,2
Aangan Ki Kali_1979,Bhupinder Singh (musician),UNKNOWN,1
Aangan Ki Kali_1979,Lata Mangeshkar,FEMALE,3
Aangan Ki Kali_1979,Bappi Lahiri,MALE,2
Aangan Ki Kali_1979,Kishore Kumar,MALE,4
Aangan Ki Kali_1979,Aarti Mukherjee,FEMALE,2
Aangan Ki Kali_1979,Aarti Mukherji,FEMALE,2
Aangan Ki Kali_1979,Chandrani Mukherjee,FEMALE,1
Hisss_2010,Sameer (lyricist),MALE,1
Hisss_2010,Shruti Haasan,FEMALE,1
Hisss_2010,Mallika Sherawat,FEMALE,1
Hisss_2010,Shweta Pandit,FEMALE,2
Hisss_2010,Samir,MALE,1
Hisss_2010,Shraddha Pandit,UNKNOWN,1
Hisss_2010,Sayeed Quadri,MALE,2
Hisss_2010,Swanand Kirkire,MALE,2
Aatish (film)_1979,Mohammed Rafi,MALE,3
Aatish (film)_1979,Lata Mangeshkar,FEMALE,1
Aatish (film)_1979,Hemlata,FEMALE,2
Aatish (film)_1979,Asha Bhosle,FEMALE,1
Aatish (film)_1979,Jagat Singh Mehta,MALE,1
Rakht Charitra_2010,Jojo,UNKNOWN,2
Rakht Charitra_2010,Ujwal Thapa,MALE,1
Rakht Charitra_2010,Vishvesh Parmar,MALE,1
Rakht Charitra_2010,Rapperiya Baalam,MALE,1
Rakht Charitra_2010,Sandeep Patil,MALE,1
Rakht Charitra_2010,Sukhwinder Singh,MALE,3
Rakht Charitra_2010,Suresh Wadkar,MALE,1
Rakht Charitra_2010,Vardan Singh,MALE,1
Rakht Charitra_2010,Parveen Kaur,UNKNOWN,1
Rakht Charitra_2010,Satrangi Re,UNKNOWN,1
Ahimsa (1979 film)_1979,Mohammed Rafi,MALE,2
Ahimsa (1979 film)_1979,Manna Dey,MALE,1
Ahimsa (1979 film)_1979,Asha Bhosle,FEMALE,3
Ahimsa (1979 film)_1979,Badri Nath Prasad,MALE,1
Ahimsa (1979 film)_1979,Anand Kumar,MALE,1
Ahsaas_1979,Kishore Kumar,MALE,7
Ahsaas_1979,Lata Mangeshkar,FEMALE,2
Ahsaas_1979,Shailendra Singh (singer),MALE,2
Ahsaas_1979,Asha Bhosle,FEMALE,2
Golmaal 3_2010,Neeraj Shridhar,MALE,3
Golmaal 3_2010,Antara Mitra,UNKNOWN,1
Golmaal 3_2010,Shaan (singer),MALE,1
Golmaal 3_2010,Anushka Manchanda,FEMALE,4
Golmaal 3_2010,Sunidhi Chauhan,FEMALE,2
Golmaal 3_2010,Bappi Lahiri,MALE,1
Golmaal 3_2010,Monali Thakur,FEMALE,2
Golmaal 3_2010,Sudesh Bhonsle,MALE,1
Amar Deep (1979 film)_1979,Kishore Kumar,MALE,3
Amar Deep (1979 film)_1979,Anuradha Paudwal,FEMALE,1
Amar Deep (1979 film)_1979,Asha Bhosle,FEMALE,1
Amar Deep (1979 film)_1979,Lata Mangeshkar,FEMALE,1
Action Replayy_2010,Daler Mehndi,MALE,1
Action Replayy_2010,Richa Sharma (singer),FEMALE,2
Action Replayy_2010,Shreya Ghoshal,FEMALE,2
Action Replayy_2010,Enthiran (soundtrack),UNKNOWN,2
Action Replayy_2010,Sunidhi Chauhan,FEMALE,2
Action Replayy_2010,Ritu Pathak,FEMALE,2
Action Replayy_2010,Karthik (singer),MALE,2
Action Replayy_2010,Mahalakshmi Iyer,FEMALE,1
Action Replayy_2010,Antara Mitra,UNKNOWN,2
Action Replayy_2010,Mika Singh,UNKNOWN,1
Action Replayy_2010,Krishnakumar Kunnath,MALE,1
Action Replayy_2010,Tulsi Kumar,UNKNOWN,1
Action Replayy_2010,Suraj Jagan,MALE,1
Action Replayy_2010,Master Saleem,MALE,1
Aur Kaun?_1979,List of songs recorded by Alka Yagnik,FEMALE,1
Aur Kaun?_1979,Aur Kaun?,UNKNOWN,2
Aur Kaun?_1979,Rehman (actor),MALE,1
Bagula Bhagat_1979,Kishore Kumar,MALE,6
Bagula Bhagat_1979,Amit Kumar,FEMALE,1
Bagula Bhagat_1979,Asha Bhosle,FEMALE,3
Bagula Bhagat_1979,Mahendra Kapoor,MALE,1
Guzaarish (2010 film)_2010,KK (singer),MALE,1
Guzaarish (2010 film)_2010,Shail Hada,UNKNOWN,5
Guzaarish (2010 film)_2010,Kunal Ganjawala,MALE,1
Guzaarish (2010 film)_2010,Rakesh Pandit,MALE,1
Guzaarish (2010 film)_2010,Vibhavari Apte Joshi,FEMALE,1
Guzaarish (2010 film)_2010,Enthiran (soundtrack),UNKNOWN,1
Guzaarish (2010 film)_2010,Sunidhi Chauhan,FEMALE,1
Guzaarish (2010 film)_2010,Harshdeep Kaur,UNKNOWN,1
Guzaarish (2010 film)_2010,Shankar Mahadevan,MALE,1
Diwangi Ne Had Kar Di_2010,Sunidhi Chauhan,FEMALE,1
Diwangi Ne Had Kar Di_2010,Sukhwinder Singh,MALE,2
Diwangi Ne Had Kar Di_2010,Shreya Ghoshal,FEMALE,2
Diwangi Ne Had Kar Di_2010,Kunal Ganjawala,MALE,1
Bhayaanak_1979,Hemlata,FEMALE,2
Bhayaanak_1979,Suresh Wadkar,MALE,2
Bhayaanak_1979,Anuradha Paudwal,FEMALE,1
Bin Phere Hum Tere_1979,Kishore Kumar,MALE,2
Bin Phere Hum Tere_1979,Usha Khanna,FEMALE,2
Bin Phere Hum Tere_1979,Mohammed Rafi,MALE,1
Bin Phere Hum Tere_1979,Asha Bhosle,FEMALE,4
Bombay by Nite_1979,Kishore Kumar,MALE,1
Bombay by Nite_1979,Sulakshana Pandit,UNKNOWN,1
Bombay by Nite_1979,Dheere Dheere,MALE,1
Bombay by Nite_1979,Al Husn,UNKNOWN,1
Bombay by Nite_1979,Mukesh,MALE,1
Bombay by Nite_1979,Bombay by Nite,UNKNOWN,4
Bombay by Nite_1979,Mahendra Kapoor,MALE,1
Bombay by Nite_1979,Krishna Kalle,FEMALE,2
Bombay by Nite_1979,Suman Kalyanpur,FEMALE,1
Break Ke Baad_2010,Vishal Dadlani,MALE,5
Break Ke Baad_2010,Alyssa Mendonsa,FEMALE,2
Break Ke Baad_2010,Neeraj Shridhar,MALE,1
Break Ke Baad_2010,Shekhar Ravjiani,UNKNOWN,2
Break Ke Baad_2010,Sunidhi Chauhan,FEMALE,2
Break Ke Baad_2010,Caralisa Monteiro,UNKNOWN,1
Break Ke Baad_2010,Monica Dogra,FEMALE,1
Break Ke Baad_2010,Nikhil D'Souza,MALE,1
Cinema Cinema_1979,Ananda Thandavam (film),UNKNOWN,4
Phas Gaye Re Obama_2010,Mona Darling,UNKNOWN,2
Phas Gaye Re Obama_2010,Richa Sharma (singer),FEMALE,1
Phas Gaye Re Obama_2010,Kailash Kher,MALE,2
Phas Gaye Re Obama_2010,Neha Dhupia,FEMALE,1
Phas Gaye Re Obama_2010,Remix,UNKNOWN,1
Band Baaja Baaraat_2010,Salim Merchant,UNKNOWN,1
Band Baaja Baaraat_2010,Sunidhi Chauhan,FEMALE,2
Band Baaja Baaraat_2010,Benny Dayal,MALE,2
Band Baaja Baaraat_2010,SalimSulaiman,UNKNOWN,4
Band Baaja Baaraat_2010,Shreya Ghoshal,FEMALE,1
Band Baaja Baaraat_2010,Natalie Di Luccio,FEMALE,1
Band Baaja Baaraat_2010,Himani Kapoor,FEMALE,2
Band Baaja Baaraat_2010,Amitabh Bhattacharya,MALE,1
Band Baaja Baaraat_2010,Harshdeep Kaur,UNKNOWN,1
Band Baaja Baaraat_2010,Labh Janjua,MALE,1
Band Baaja Baaraat_2010,Shrraddha Pandit,UNKNOWN,1
Band Baaja Baaraat_2010,Master Saleem,MALE,1
Band Baaja Baaraat_2010,Sukhwinder Singh,MALE,1
No Problem (2010 film)_2010,Kalpana Patowary,FEMALE,4
No Problem (2010 film)_2010,Vikrant Singh Rajpoot,MALE,2
No Problem (2010 film)_2010,Anand Raj Anand,UNKNOWN,2
No Problem (2010 film)_2010,Sunidhi Chauhan,FEMALE,2
No Problem (2010 film)_2010,Sajid-Wajid,UNKNOWN,2
No Problem (2010 film)_2010,Suzanne D'Mello,FEMALE,1
No Problem (2010 film)_2010,Octopussy,UNKNOWN,1
No Problem (2010 film)_2010,No Problem (2010 film),UNKNOWN,3
No Problem (2010 film)_2010,Sa Re Ga Ma Pa Singing Superstar,UNKNOWN,1
No Problem (2010 film)_2010,Master Saleem,MALE,2
No Problem (2010 film)_2010,Hard Kaur,UNKNOWN,2
No Problem (2010 film)_2010,Suraj Jagan,MALE,1
Dil Kaa Heera_1979,Asha Bhosle,FEMALE,8
Dil Kaa Heera_1979,Amit Kumar,FEMALE,2
Dil Kaa Heera_1979,Mohammed Rafi,MALE,2
Mirch_2010,Shankar Mahadevan,MALE,1
Mirch_2010,Bela Shende,FEMALE,1
Mirch_2010,Ila Arun,UNKNOWN,1
Mirch_2010,Mirch,UNKNOWN,1
Mirch_2010,Kalpana Patowary,FEMALE,1
Mirch_2010,Akriti Kakkar,UNKNOWN,1
Mirch_2010,Kunal Ganjawala,MALE,1
Mirch_2010,Vaishali Samant,FEMALE,1
Dooriyaan_1979,Anuradha Paudwal,FEMALE,1
Tees Maar Khan_2010,Sonu Nigam,MALE,2
Tees Maar Khan_2010,Vishal Dadlani,MALE,2
Tees Maar Khan_2010,Sunidhi Chauhan,FEMALE,2
Tees Maar Khan_2010,Shekhar Ravjiani,UNKNOWN,1
Tees Maar Khan_2010,Shreya Ghoshal,FEMALE,4
Tees Maar Khan_2010,Raja Hasan,MALE,2
Tees Maar Khan_2010,Kamal Khan,UNKNOWN,1
Tees Maar Khan_2010,Sukhwinder Singh,MALE,2
Tees Maar Khan_2010,Harshit Saxena,UNKNOWN,1
Tees Maar Khan_2010,Abhijeet Sawant,MALE,1
Tees Maar Khan_2010,Debojit Saha,MALE,1
Tees Maar Khan_2010,Prajakta Shukre,FEMALE,1
Tees Maar Khan_2010,VishalShekhar,UNKNOWN,1
Tees Maar Khan_2010,Octopussy,UNKNOWN,1
Toonpur Ka Super Hero_2010,Mumzy Stranger,MALE,4
Toonpur Ka Super Hero_2010,Veronica Mehta,UNKNOWN,1
Toonpur Ka Super Hero_2010,H-Dhami,UNKNOWN,2
Toonpur Ka Super Hero_2010,Anu Malik,MALE,2
Toonpur Ka Super Hero_2010,Master Salim,MALE,1
Toonpur Ka Super Hero_2010,Alisha,FEMALE,2
Toonpur Ka Super Hero_2010,Javed Ali,MALE,1
Toonpur Ka Super Hero_2010,Roop Kumar Rathod,UNKNOWN,1
Toonpur Ka Super Hero_2010,Altaf Raja,MALE,1
Toonpur Ka Super Hero_2010,Ajay Devgan,MALE,1
Toonpur Ka Super Hero_2010,Sonu Nigam,MALE,1
Toonpur Ka Super Hero_2010,Sudesh Bhonsle,MALE,1
Toonpur Ka Super Hero_2010,Hard Kaur,UNKNOWN,1
Toonpur Ka Super Hero_2010,Shaan (singer),MALE,1
Toonpur Ka Super Hero_2010,Master Saleem,MALE,1
Toonpur Ka Super Hero_2010,Quotation mark,UNKNOWN,1
Tera Kya Hoga Johnny_2010,Shreya Ghoshal,FEMALE,2
Tera Kya Hoga Johnny_2010,Labh Janjua,MALE,1
Tera Kya Hoga Johnny_2010,Tera Kya Hoga Johnny,UNKNOWN,1
Tera Kya Hoga Johnny_2010,Sukhwinder Singh,MALE,2
Gautam Govinda_1979,Lata Mangeshkar,FEMALE,1
Gautam Govinda_1979,Gautam Govinda,UNKNOWN,1
Gautam Govinda_1979,Asha Bhonsle,FEMALE,1
Gautam Govinda_1979,Mohammed Rafi,MALE,1
Gautam Govinda_1979,Kishore Kumar,MALE,2
Gautam Govinda_1979,Anuradha Paudwal,FEMALE,2
Gautam Govinda_1979,Asha Bhosle,FEMALE,2
Ada... A Way of Life_2010,Sonu Nigam,MALE,3
Ada... A Way of Life_2010,Sunidhi Chauhan,FEMALE,1
Ada... A Way of Life_2010,Alka Yagnik,FEMALE,3
Ada... A Way of Life_2010,Udit Narayan,MALE,1
Ada... A Way of Life_2010,Sa Re Ga Ma Pa 2012,UNKNOWN,1
Ada... A Way of Life_2010,Rashid Ali (singer),UNKNOWN,1
Ada... A Way of Life_2010,A. R. Rahman,MALE,2
Ada... A Way of Life_2010,Sanjeev Arora (physician),UNKNOWN,1
Ada... A Way of Life_2010,P. Jayachandran,UNKNOWN,1
Ada... A Way of Life_2010,K. S. Chithra,FEMALE,1
Ada... A Way of Life_2010,Sukhwinder Singh,MALE,1
Ada... A Way of Life_2010,Naresh Iyer,MALE,1
Ghar Ki Laaj_1993,Hemlata,FEMALE,2
Ghar Ki Laaj_1993,Manna Dey,MALE,2
Ghar Ki Laaj_1993,Mahendra Kapoor,MALE,2
Ghar Ki Laaj_1993,Mohammed Rafi,MALE,2
Gol Maal_1979,Kishore Kumar,MALE,4
Gol Maal_1979,Sapan Chakraborty,MALE,2
Gol Maal_1979,R.D.Burman,MALE,1
Gol Maal_1979,Lata Mangeshkar,FEMALE,2
The Great Gambler_1979,Asha Bhosle,FEMALE,5
The Great Gambler_1979,Mohammed Rafi,MALE,1
The Great Gambler_1979,Sharad Kumar,MALE,1
The Great Gambler_1979,Amitabh Bachchan,MALE,1
The Great Gambler_1979,Kishore Kumar,MALE,1
Hamare Tumhare_1979,Kishore Kumar,MALE,7
Hamare Tumhare_1979,Lata Mangeshkar,FEMALE,1
Hamare Tumhare_1979,Usha Mangeshkar,FEMALE,2
Hamare Tumhare_1979,Amit Kumar,FEMALE,1
Chandni Chowk to China_2009,Kailash Kher,MALE,3
Chandni Chowk to China_2009,Numbers in Action,UNKNOWN,1
Chandni Chowk to China_2009,Shankar-Ehsaan-Loy,UNKNOWN,2
Chandni Chowk to China_2009,Bappi Lahiri,MALE,1
Chandni Chowk to China_2009,ShankarEhsaanLoy,UNKNOWN,1
Chandni Chowk to China_2009,Bohemia,UNKNOWN,1
Heera-Moti_1979,Mohammed Rafi,MALE,3
Heera-Moti_1979,Numbers in Action,UNKNOWN,1
Heera-Moti_1979,Pandit Aur Pathan,UNKNOWN,4
Heera-Moti_1979,Manna Dey,MALE,2
Heera-Moti_1979,Kaarnama,FEMALE,1
Raaz  The Mystery Continues_2009,Toshi Sabri,MALE,4
Raaz  The Mystery Continues_2009,Sonu Nigam,MALE,1
Raaz  The Mystery Continues_2009,Neeraj Shridhar,MALE,1
Raaz  The Mystery Continues_2009,Shreya Ghoshal,FEMALE,1
Raaz  The Mystery Continues_2009,KK (singer),MALE,3
Raaz  The Mystery Continues_2009,Krishna Beura,MALE,2
Hum Tere Ashiq Hain_1979,Asha Bhosle,FEMALE,5
Hum Tere Ashiq Hain_1979,Mahendra Kapoor,MALE,2
Hum Tere Ashiq Hain_1979,Kishore Kumar,MALE,2
Jaan-E-Bahaar_1979,Bappi Lahiri,MALE,2
Jaan-E-Bahaar_1979,Lata Mangeshkar,FEMALE,1
Jaan-E-Bahaar_1979,Sulakshana Pandit,UNKNOWN,2
Jaan-E-Bahaar_1979,Anuradha Paudwal,FEMALE,2
Jaan-E-Bahaar_1979,Chandrani Mukherjee,FEMALE,1
Jaan-E-Bahaar_1979,Kishore Kumar,MALE,2
Jaan-E-Bahaar_1979,Runa Laila,FEMALE,2
Jaan-E-Bahaar_1979,Mohammed Rafi,MALE,1
Jaan-E-Bahaar_1979,T. C. Anand Kumar,MALE,1
Dev.D_2009,UTC04:00,UNKNOWN,3
Dev.D_2009,195152 Swedish football Division 3,UNKNOWN,1
Dev.D_2009,200809 3. Liga,UNKNOWN,1
Dev.D_2009,201213 3. Liga,UNKNOWN,1
Dev.D_2009,6.552mm Carcano,UNKNOWN,1
Dev.D_2009,2:54,UNKNOWN,1
Dev.D_2009,194243 Swedish football Division 3,UNKNOWN,1
Dev.D_2009,South African Class H 4-10-2T,UNKNOWN,1
Dev.D_2009,C4orf29,UNKNOWN,1
Dev.D_2009,194647 Swedish football Division 3,UNKNOWN,1
Dev.D_2009,Nokia C3 Touch and Type,UNKNOWN,1
Dev.D_2009,200001 NBA season,UNKNOWN,1
Dev.D_2009,Type 1 47 mm Anti-Tank Gun,UNKNOWN,2
Dev.D_2009,Schweizer SGS 1-21,UNKNOWN,1
Dev.D_2009,ZU-23-2,UNKNOWN,1
Chal Chala Chal_2009,Sunidhi Chauhan,FEMALE,2
Chal Chala Chal_2009,Sadhana Sargam,FEMALE,2
Chal Chala Chal_2009,Shaan (singer),MALE,2
Chal Chala Chal_2009,Vinod Rathod,UNKNOWN,2
Chal Chala Chal_2009,Anu Malik,MALE,2
Chal Chala Chal_2009,Joi Barua,MALE,1
Billu_2009,Gulzar (lyricist),MALE,3
Billu_2009,Mayur Puri,MALE,3
Billu_2009,Numbers in Action,UNKNOWN,3
Billu_2009,Love Shagun,UNKNOWN,3
Billu_2009,Sayeed Quadri,MALE,4
Billu_2009,Neeraj Shridhar,MALE,2
Billu_2009,Gulzar,MALE,3
Jaani Dushman_1979,Mohammed Rafi,MALE,2
Jaani Dushman_1979,Asha Bhosle,FEMALE,1
Jaani Dushman_1979,Lata Mangeshkar,FEMALE,1
Jaani Dushman_1979,Kishore Kumar,MALE,1
Jaani Dushman_1979,Anuradha Paudwal,FEMALE,1
Janata Havaldar_1979,Lata Mangeshkar,FEMALE,1
Janata Havaldar_1979,Anwar,FEMALE,1
Janata Havaldar_1979,Mahmood,UNKNOWN,2
Janata Havaldar_1979,Mahmud,UNKNOWN,2
Janata Havaldar_1979,Usha Mangeshkar,FEMALE,1
Delhi-6_2009,Mohit Chauhan,MALE,1
Delhi-6_2009,Javed Ali,MALE,1
Delhi-6_2009,Kailash Kher,MALE,1
Delhi-6_2009,Blaaze,MALE,1
Delhi-6_2009,Benny Dayal,MALE,2
Delhi-6_2009,Tanvi Shah,FEMALE,2
Delhi-6_2009,People Like Us (soundtrack),UNKNOWN,1
Delhi-6_2009,A. R. Rahman,MALE,1
Delhi-6_2009,Karthik (singer),MALE,1
Delhi-6_2009,Naresh Iyer,MALE,1
Delhi-6_2009,Srinivas (singer),MALE,1
Delhi-6_2009,Bonnie Chakraborty,MALE,1
Delhi-6_2009,Ember,UNKNOWN,1
Delhi-6_2009,Ash King,MALE,1
Delhi-6_2009,Chinmayee,FEMALE,1
Delhi-6_2009,Rekha Bhardwaj,FEMALE,2
Delhi-6_2009,Shrraddha Pandit,UNKNOWN,1
Delhi-6_2009,Mahathi,UNKNOWN,1
Delhi-6_2009,List of Bangladeshi actors,UNKNOWN,2
Delhi-6_2009,Shreya Ghoshal,FEMALE,1
Delhi-6_2009,Bade Ghulam Ali Khan,UNKNOWN,1
Delhi-6_2009,Kishori Amonkar,FEMALE,1
Delhi-6_2009,Shraddha Pandit,UNKNOWN,1
Delhi-6_2009,Amitabh Bachchan,MALE,1
Yavarum Nalam_2009,Shankar Mahadevan,MALE,4
Yavarum Nalam_2009,Karthik (singer),MALE,1
Yavarum Nalam_2009,Anuradha Sriram,FEMALE,2
Yavarum Nalam_2009,Jassie Gift,MALE,2
Yavarum Nalam_2009,Quotation mark,UNKNOWN,1
Yavarum Nalam_2009,K. S. Chitra,FEMALE,1
Yavarum Nalam_2009,K. S. Chithra,FEMALE,1
Jhoota Kahin Ka_1979,Kishore Kumar,MALE,4
Jhoota Kahin Ka_1979,Asha Bhosle,FEMALE,5
Jhoota Kahin Ka_1979,Rishi Kapoor,MALE,1
Jurmana_1979,Lata Mangeshkar,FEMALE,3
Jurmana_1979,Manna Dey,MALE,1
Jurmana_1979,Asha Bhosle,FEMALE,1
Jurmana_1979,R. D. Burman,MALE,1
Jurmana_1979,Instrumental,UNKNOWN,2
Jai Veeru_2009,Tulsi Kumar,UNKNOWN,2
Jai Veeru_2009,Numbers in Action,UNKNOWN,7
Jai Veeru_2009,Jai Veeru,UNKNOWN,3
Jai Veeru_2009,Index of Sufism-related articles,UNKNOWN,2
Jai Veeru_2009,Mika Singh,UNKNOWN,3
Jai Veeru_2009,Raja Hasan,MALE,4
Jai Veeru_2009,Hard Kaur,UNKNOWN,1
Jai Veeru_2009,Bappi Lahiri,MALE,1
Jai Veeru_2009,Javed Ali,MALE,1
Jai Veeru_2009,The Hidden Hand,UNKNOWN,1
Jai Veeru_2009,Akhil Talreja,MALE,1
Kaala Patthar (1979 film)_1979,Kishore Kumar,MALE,1
Kaala Patthar (1979 film)_1979,Lata Mangeshkar,FEMALE,4
Kaala Patthar (1979 film)_1979,Mohammed Rafi,MALE,3
Kaala Patthar (1979 film)_1979,Pamela Chopra,FEMALE,1
Kaala Patthar (1979 film)_1979,Mahendra Kapoor,MALE,2
Kaala Patthar (1979 film)_1979,Kaala Patthar,UNKNOWN,2
Kaala Patthar (1979 film)_1979,Usha Mangeshkar,FEMALE,1
Kartavya (1979 film)_1979,Asha Bhosle,FEMALE,3
Kartavya (1979 film)_1979,Mohammed Rafi,MALE,5
Kartavya (1979 film)_1979,Usha Mangeshkar,FEMALE,3
Kartavya (1979 film)_1979,Lata Mangeshkar,FEMALE,3
Aloo Chaat (film)_2009,RDB (Rhythm Dhol Bass),UNKNOWN,2
Aloo Chaat (film)_2009,Nindy Kaur,FEMALE,3
Aloo Chaat (film)_2009,Call (band),UNKNOWN,2
Aloo Chaat (film)_2009,Kailash Kher,MALE,2
Aloo Chaat (film)_2009,Kunal Ganjawala,MALE,1
Khandaan (1979 film)_1979,Lata Mangeshkar,FEMALE,1
Khandaan (1979 film)_1979,Nitin Mukesh,MALE,1
Khandaan (1979 film)_1979,Kishore Kumar,MALE,2
Khandaan (1979 film)_1979,Sulakshana Pandit,UNKNOWN,2
Firaaq_2009,Sukhvinder Singh,MALE,1
Firaaq_2009,Jagjit Singh,MALE,1
Firaaq_2009,Rekha Bhardwaj,FEMALE,1
Firaaq_2009,Faiz Ahmad Faiz,MALE,1
Firaaq_2009,Mohit Chauhan,MALE,1
Firaaq_2009,Tulsi Kumar,UNKNOWN,1
Lok Parlok_1979,Kishore Kumar,MALE,5
Lok Parlok_1979,Asha Bhosle,FEMALE,4
Aa Dekhen Zara_2009,Sunidhi Chauhan,FEMALE,3
Aa Dekhen Zara_2009,Shaan (singer),MALE,2
Aa Dekhen Zara_2009,Shweta Mohan,FEMALE,2
Aa Dekhen Zara_2009,Aa Dekhen Zara,UNKNOWN,2
Aa Dekhen Zara_2009,Ugly Aur Pagli,MALE,1
Aa Dekhen Zara_2009,Deadline: Sirf 24 Ghante,UNKNOWN,1
Aa Dekhen Zara_2009,Neil Nitin Mukesh,MALE,1
Aa Dekhen Zara_2009,Sunaina,UNKNOWN,1
99 (2009 film)_2009,Raja Hassan,MALE,1
99 (2009 film)_2009,Krishna Kumar Kunnath,MALE,1
99 (2009 film)_2009,Pareshaanpur,UNKNOWN,1
99 (2009 film)_2009,Shaan (singer),MALE,1
99 (2009 film)_2009,Draztik,UNKNOWN,2
Love in Canada_1979,Mohammed Rafi,MALE,2
Love in Canada_1979,Aarti Mukherji,FEMALE,2
Love in Canada_1979,Hemanta Mukherjee,MALE,1
Love in Canada_1979,Lata Mangeshkar,FEMALE,1
Love in Canada_1979,Sharon Prabhakar,UNKNOWN,1
Ek: The Power of One_2009,Sukhwinder Singh,MALE,1
Ek: The Power of One_2009,Sunidhi Chauhan,FEMALE,1
Ek: The Power of One_2009,Dhrubajyoti Phukan,MALE,2
Ek: The Power of One_2009,Shreya Ghoshal,FEMALE,1
Ek: The Power of One_2009,Abhijeet Bhattacharya,MALE,1
Ek: The Power of One_2009,Rana Mazumder,UNKNOWN,1
Maan Apmaan_1979,Mohammed Rafi,MALE,2
Maan Apmaan_1979,Anuradha Paudwal,FEMALE,1
Maan Apmaan_1979,Lata Mangeshkar,FEMALE,2
Maan Apmaan_1979,Asha Bhosle,FEMALE,2
8 x 10 Tasveer_2009,Salim-Sulaiman,UNKNOWN,1
8 x 10 Tasveer_2009,SalimSulaiman,UNKNOWN,4
8 x 10 Tasveer_2009,Neeraj Shridhar,MALE,2
8 x 10 Tasveer_2009,Bohemia (musician),UNKNOWN,4
8 x 10 Tasveer_2009,Incident (festival),UNKNOWN,1
Magroor_1979,Mohammed Rafi,MALE,1
Magroor_1979,Asha Bhosle,FEMALE,2
Magroor_1979,Kishore Kumar,MALE,1
Magroor_1979,Suman Kalyanpur,FEMALE,1
Magroor_1979,Manna Dey,MALE,1
Magroor_1979,Mahendra Kapoor,MALE,1
Magroor_1979,Anuradha Paudwal,FEMALE,1
Annai Velankanni_1979,T. M. Soundararajan,MALE,3
Annai Velankanni_1979,P. Susheela,FEMALE,2
Annai Velankanni_1979,K. J. Yesudas,MALE,2
Sikandar (2009 film)_2009,Kshanbhar Vishranti,UNKNOWN,2
Sikandar (2009 film)_2009,Half Girlfriend (film),UNKNOWN,1
Sikandar (2009 film)_2009,Mehrajuddin Wadoo,UNKNOWN,1
Sikandar (2009 film)_2009,Hamsika Iyer,FEMALE,1
Sikandar (2009 film)_2009,Shankar Mahadevan,MALE,1
Sikandar (2009 film)_2009,Anusha Mani,FEMALE,1
Sikandar (2009 film)_2009,Mohit Chauhan,MALE,1
Sikandar (2009 film)_2009,KK (singer),MALE,1
Sikandar (2009 film)_2009,Shilpa Rao,FEMALE,1
Sanam Teri Kasam (2009 film)_2009,Kumar Sanu,MALE,6
Sanam Teri Kasam (2009 film)_2009,Alka Yagnik,FEMALE,2
Sanam Teri Kasam (2009 film)_2009,Sunanda Pushkar,FEMALE,1
Sanam Teri Kasam (2009 film)_2009,Pankaj Udhas,MALE,1
Sanam Teri Kasam (2009 film)_2009,Sushma Shrestha,FEMALE,1
Sanam Teri Kasam (2009 film)_2009,Sapna Mukherjee,FEMALE,1
Kal Kissne Dekha_2009,Sonu Nigam,MALE,3
Kal Kissne Dekha_2009,Suzanne D'Mello,FEMALE,3
Kal Kissne Dekha_2009,Shaan (singer),MALE,3
Kal Kissne Dekha_2009,Shreya Ghoshal,FEMALE,4
Kal Kissne Dekha_2009,Alisha Chinoy,UNKNOWN,1
Kal Kissne Dekha_2009,Neeraj Shridhar,MALE,1
Kal Kissne Dekha_2009,Sajid-Wajid,UNKNOWN,3
Zor Lagaa Ke...Haiya!_2009,Shaan (singer),MALE,1
Zor Lagaa Ke...Haiya!_2009,Armaan Malik,UNKNOWN,4
Zor Lagaa Ke...Haiya!_2009,Dalbir Singh,MALE,1
Zor Lagaa Ke...Haiya!_2009,Zor Lagaa Ke...Haiya!,UNKNOWN,2
Zor Lagaa Ke...Haiya!_2009,Roop Kumar Rathod,UNKNOWN,2
Zor Lagaa Ke...Haiya!_2009,Kunal Ganjawala,MALE,4
Zor Lagaa Ke...Haiya!_2009,Shweta Pandit,FEMALE,2
Paying Guests_2009,Shaan (singer),MALE,1
Paying Guests_2009,Numbers in Action,UNKNOWN,1
Paying Guests_2009,Chance Pe Dance,UNKNOWN,3
Paying Guests_2009,Sunidhi Chauhan,FEMALE,2
Paying Guests_2009,Sajid-Wajid,UNKNOWN,1
Paying Guests_2009,Sonu Nigam,MALE,1
Paying Guests_2009,Amrita Kak,FEMALE,1
New York (film)_2009,KK (singer),MALE,1
New York (film)_2009,Sunidhi Chauhan,FEMALE,2
